ID,ADM,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4
1204,"                            4-р баг, Хужирт",Northern,Хөвсгөл,MN67,Цагаан-Уул,MN6730,"4-р баг, Хужирт","4-р баг, Хужирт"
1205,"                            5-р баг, Шарга",Northern,Хөвсгөл,MN67,Цагаан-Уул,MN6730,"5-р баг, Шарга","5-р баг, Шарга"
1206,"                            6-р баг, Жаргалант",Northern,Хөвсгөл,MN67,Цагаан-Уул,MN6730,"6-р баг, Жаргалант","6-р баг, Жаргалант"
1207,                    Цагаан-Үүр,Northern,Хөвсгөл,MN67,Цагаан-Үүр,MN6704,Цагаан-Үүр,
1208,"                            1-р баг, Уйлган",Northern,Хөвсгөл,MN67,Цагаан-Үүр,MN6704,"1-р баг, Уйлган","1-р баг, Уйлган"
1209,"                            2-р баг, Үүр",Northern,Хөвсгөл,MN67,Цагаан-Үүр,MN6704,"2-р баг, Үүр","2-р баг, Үүр"
1210,"                            3-р баг, Дархит",Northern,Хөвсгөл,MN67,Цагаан-Үүр,MN6704,"3-р баг, Дархит","3-р баг, Дархит"
1211,"                            4-р баг, Булган",Northern,Хөвсгөл,MN67,Цагаан-Үүр,MN6704,"4-р баг, Булган","4-р баг, Булган"
1212,                    Цэцэрлэг,Northern,Хөвсгөл,MN67,Цэцэрлэг,MN6723,Цэцэрлэг,
1213,"                            1-р баг, Дэлгэрхаан",Northern,Хөвсгөл,MN67,Цэцэрлэг,MN6723,"1-р баг, Дэлгэрхаан","1-р баг, Дэлгэрхаан"
1214,"                            2-р баг, Зуун мод",Northern,Хөвсгөл,MN67,Цэцэрлэг,MN6723,"2-р баг, Зуун мод","2-р баг, Зуун мод"
1215,"                            3-р баг, Могой /Рэнчинжугнай/",Northern,Хөвсгөл,MN67,Цэцэрлэг,MN6723,"3-р баг, Могой /Рэнчинжугнай/","3-р баг, Могой /Рэнчинжугнай/"
1216,"                            4-р баг, Согоот",Northern,Хөвсгөл,MN67,Цэцэрлэг,MN6723,"4-р баг, Согоот","4-р баг, Согоот"
1217,"                            5-р баг, Халбан",Northern,Хөвсгөл,MN67,Цэцэрлэг,MN6723,"5-р баг, Халбан","5-р баг, Халбан"
1218,"                            6-р баг, Жаргалант",Northern,Хөвсгөл,MN67,Цэцэрлэг,MN6723,"6-р баг, Жаргалант","6-р баг, Жаргалант"
1219,"                            7-р баг, Бүрхээр",Northern,Хөвсгөл,MN67,Цэцэрлэг,MN6723,"7-р баг, Бүрхээр","7-р баг, Бүрхээр"
1220,                    Чандмань-Өндөр,Northern,Хөвсгөл,MN67,Чандмань-Өндөр,MN6708,Чандмань-Өндөр,
1221,"                            1-р баг, Шивэрт",Northern,Хөвсгөл,MN67,Чандмань-Өндөр,MN6708,"1-р баг, Шивэрт","1-р баг, Шивэрт"
1222,"                            2-р баг, Ёлгос",Northern,Хөвсгөл,MN67,Чандмань-Өндөр,MN6708,"2-р баг, Ёлгос","2-р баг, Ёлгос"
1223,"                            3-р баг, Улаан асга",Northern,Хөвсгөл,MN67,Чандмань-Өндөр,MN6708,"3-р баг, Улаан асга","3-р баг, Улаан асга"
1224,"                            4-р баг, Хөхөө",Northern,Хөвсгөл,MN67,Чандмань-Өндөр,MN6708,"4-р баг, Хөхөө","4-р баг, Хөхөө"
1225,"                            5-р баг, Хайрхан толгой",Northern,Хөвсгөл,MN67,Чандмань-Өндөр,MN6708,"5-р баг, Хайрхан толгой","5-р баг, Хайрхан толгой"
1226,                    Шинэ-Идэр,Northern,Хөвсгөл,MN67,Шинэ-Идэр,MN6724,Шинэ-Идэр,
1227,"                            1-р баг, Сангийн далай",Northern,Хөвсгөл,MN67,Шинэ-Идэр,MN6724,"1-р баг, Сангийн далай","1-р баг, Сангийн далай"
1228,"                            2-р баг, Баяннуур",Northern,Хөвсгөл,MN67,Шинэ-Идэр,MN6724,"2-р баг, Баяннуур","2-р баг, Баяннуур"
1229,"                            3-р баг, Баянзүрх",Northern,Хөвсгөл,MN67,Шинэ-Идэр,MN6724,"3-р баг, Баянзүрх","3-р баг, Баянзүрх"
1230,"                            4-р баг, Нүхт",Northern,Хөвсгөл,MN67,Шинэ-Идэр,MN6724,"4-р баг, Нүхт","4-р баг, Нүхт"
1231,                    Эрдэнэбулган,Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,Эрдэнэбулган,
1232,"                            1-р баг, Бөөрөлж",Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,"1-р баг, Бөөрөлж","1-р баг, Бөөрөлж"
1233,"                            2-р баг, Булган тал",Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,"2-р баг, Булган тал","2-р баг, Булган тал"
1234,"                            3-р баг, Зэрлэг",Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,"3-р баг, Зэрлэг","3-р баг, Зэрлэг"
1235,"                            4-р баг, Дуурга",Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,"4-р баг, Дуурга","4-р баг, Дуурга"
1236,"                            5-р баг, Удган",Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,"5-р баг, Удган","5-р баг, Удган"
1237,    Төвийн бүс,Central,Central,Central,Төвийн бүс,,Төвийн бүс,
1238,            Төв,Central,Төв,MN41,Төв,,Төв,
1239,                Зуунмод,Central,Төв,MN41,Зуунмод,MN4110,Зуунмод,
1240,"                        1-р баг, Номт",Central,Төв,MN41,Зуунмод,MN4110,"1-р баг, Номт","1-р баг, Номт"
1241,"                        2-р баг, Ланс",Central,Төв,MN41,Зуунмод,MN4110,"2-р баг, Ланс","2-р баг, Ланс"
1242,"                        3-р баг, Баянхошуу",Central,Төв,MN41,Зуунмод,MN4110,"3-р баг, Баянхошуу","3-р баг, Баянхошуу"
1243,"                        4-р баг, Зүүндэлгэр",Central,Төв,MN41,Зуунмод,MN4110,"4-р баг, Зүүндэлгэр","4-р баг, Зүүндэлгэр"
1244,"                        5-р баг, Нацагдорж",Central,Төв,MN41,Зуунмод,MN4110,"5-р баг, Нацагдорж","5-р баг, Нацагдорж"
1245,"                        6-р баг, Баруун зуунмод",Central,Төв,MN41,Зуунмод,MN4110,"6-р баг, Баруун зуунмод","6-р баг, Баруун зуунмод"
1246,                Алтанбулаг,Central,Төв,MN41,Алтанбулаг,MN4113,Алтанбулаг,
1247,"                        1-р баг, Сумт",Central,Төв,MN41,Алтанбулаг,MN4113,"1-р баг, Сумт","1-р баг, Сумт"
1248,"                        2-р баг, Аргал",Central,Төв,MN41,Алтанбулаг,MN4113,"2-р баг, Аргал","2-р баг, Аргал"
1249,"                        3-р баг, Алтан-Овоо",Central,Төв,MN41,Алтанбулаг,MN4113,"3-р баг, Алтан-Овоо","3-р баг, Алтан-Овоо"
1250,"                        4-р баг, Замт",Central,Төв,MN41,Алтанбулаг,MN4113,"4-р баг, Замт","4-р баг, Замт"
1251,                Аргалант,Central,Төв,MN41,Аргалант,MN4118,Аргалант,
1252,"                        1-р баг, Аргалын уул",Central,Төв,MN41,Аргалант,MN4118,"1-р баг, Аргалын уул","1-р баг, Аргалын уул"
1253,"                        2-р баг, Хөшөөт",Central,Төв,MN41,Аргалант,MN4118,"2-р баг, Хөшөөт","2-р баг, Хөшөөт"
1254,                Архуст,Central,Төв,MN41,Архуст,MN4106,Архуст,
1255,"                        1-р баг, Ноён шанд",Central,Төв,MN41,Архуст,MN4106,"1-р баг, Ноён шанд","1-р баг, Ноён шанд"
1256,"                        2-р баг, Нарст",Central,Төв,MN41,Архуст,MN4106,"2-р баг, Нарст","2-р баг, Нарст"
1257,                    Батсүмбэр,Central,Төв,MN41,Батсүмбэр,MN4112,Батсүмбэр,
1258,"                            1-р баг, Мандал",Central,Төв,MN41,Батсүмбэр,MN4112,"1-р баг, Мандал","1-р баг, Мандал"
1259,"                            2-р баг, Цогт-Өндөр",Central,Төв,MN41,Батсүмбэр,MN4112,"2-р баг, Цогт-Өндөр","2-р баг, Цогт-Өндөр"
1260,"                            3-р баг, Баянгол",Central,Төв,MN41,Батсүмбэр,MN4112,"3-р баг, Баянгол","3-р баг, Баянгол"
1261,"                            4-р баг, Үдлэг",Central,Төв,MN41,Батсүмбэр,MN4112,"4-р баг, Үдлэг","4-р баг, Үдлэг"
1262,                    Баян,Central,Төв,MN41,Баян,MN4107,Баян,
1263,"                            1-р баг, Цант",Central,Төв,MN41,Баян,MN4107,"1-р баг, Цант","1-р баг, Цант"
1264,"                            2-р баг, Өгөөмөр",Central,Төв,MN41,Баян,MN4107,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр"
1265,"                            3-р баг, Цавчир",Central,Төв,MN41,Баян,MN4107,"3-р баг, Цавчир","3-р баг, Цавчир"
1266,                    Баяндэлгэр,Central,Төв,MN41,Баяндэлгэр,MN4103,Баяндэлгэр,
1267,"                            1-р баг, Байдлаг",Central,Төв,MN41,Баяндэлгэр,MN4103,"1-р баг, Байдлаг","1-р баг, Байдлаг"
1268,"                            2-р баг, Галуут",Central,Төв,MN41,Баяндэлгэр,MN4103,"2-р баг, Галуут","2-р баг, Галуут"
1269,                    Баянжаргалан,Central,Төв,MN41,Баянжаргалан,MN4102,Баянжаргалан,
1270,"                            1-р баг, Жаргалант",Central,Төв,MN41,Баянжаргалан,MN4102,"1-р баг, Жаргалант","1-р баг, Жаргалант"
1271,"                            2-р баг, Улаан ухаа",Central,Төв,MN41,Баянжаргалан,MN4102,"2-р баг, Улаан ухаа","2-р баг, Улаан ухаа"
1272,"                            3-р баг, Эрдэнэ",Central,Төв,MN41,Баянжаргалан,MN4102,"3-р баг, Эрдэнэ","3-р баг, Эрдэнэ"
1273,                    Баян-Өнжүүл,Central,Төв,MN41,Баян-Өнжүүл,MN4114,Баян-Өнжүүл,
1274,"                            1-р баг, Бараат",Central,Төв,MN41,Баян-Өнжүүл,MN4114,"1-р баг, Бараат","1-р баг, Бараат"
1275,"                            2-р баг, Цээл",Central,Төв,MN41,Баян-Өнжүүл,MN4114,"2-р баг, Цээл","2-р баг, Цээл"
1276,"                            3-р баг, Бүрд",Central,Төв,MN41,Баян-Өнжүүл,MN4114,"3-р баг, Бүрд","3-р баг, Бүрд"
1277,                    Баянхангай,Central,Төв,MN41,Баянхангай,MN4121,Баянхангай,
1278,"                            1-р баг, Найрамдал",Central,Төв,MN41,Баянхангай,MN4121,"1-р баг, Найрамдал","1-р баг, Найрамдал"
1279,"                            2-р баг, Хөшөөт",Central,Төв,MN41,Баянхангай,MN4121,"2-р баг, Хөшөөт","2-р баг, Хөшөөт"
1280,                    Баянцагаан,Central,Төв,MN41,Баянцагаан,MN4108,Баянцагаан,
1281,"                            1-р баг, Өлзийт",Central,Төв,MN41,Баянцагаан,MN4108,"1-р баг, Өлзийт","1-р баг, Өлзийт"
1282,"                            2-р баг, Баян айраг",Central,Төв,MN41,Баянцагаан,MN4108,"2-р баг, Баян айраг","2-р баг, Баян айраг"
1283,"                            3-р баг, Гурван түрүү",Central,Төв,MN41,Баянцагаан,MN4108,"3-р баг, Гурван түрүү","3-р баг, Гурван түрүү"
1284,"                            4-р баг, Алтат",Central,Төв,MN41,Баянцагаан,MN4108,"4-р баг, Алтат","4-р баг, Алтат"
1285,"                            5-р баг, Зогсоол",Central,Төв,MN41,Баянцагаан,MN4108,"5-р баг, Зогсоол","5-р баг, Зогсоол"
1286,                    Баянцогт,Central,Төв,MN41,Баянцогт,MN4117,Баянцогт,
1287,"                            1-р баг, Гуна",Central,Төв,MN41,Баянцогт,MN4117,"1-р баг, Гуна","1-р баг, Гуна"
1288,"                            2-р баг, Сарлаг",Central,Төв,MN41,Баянцогт,MN4117,"2-р баг, Сарлаг","2-р баг, Сарлаг"
1289,"                            3-р баг, Даргиат",Central,Төв,MN41,Баянцогт,MN4117,"3-р баг, Даргиат","3-р баг, Даргиат"
1290,                    Баянчандмань,Central,Төв,MN41,Баянчандмань,MN4116,Баянчандмань,
1291,"                            1-р баг, Чандмань",Central,Төв,MN41,Баянчандмань,MN4116,"1-р баг, Чандмань","1-р баг, Чандмань"
1292,"                            2-р баг, Замт",Central,Төв,MN41,Баянчандмань,MN4116,"2-р баг, Замт","2-р баг, Замт"
1293,"                            3-р баг, Эрдэнэ",Central,Төв,MN41,Баянчандмань,MN4116,"3-р баг, Эрдэнэ","3-р баг, Эрдэнэ"
1294,                Борнуур,Central,Төв,MN41,Борнуур,MN4115,Борнуур,
1295,"                        1-р баг, Өгөөмөр",Central,Төв,MN41,Борнуур,MN4115,"1-р баг, Өгөөмөр","1-р баг, Өгөөмөр"
1296,"                        2-р баг, Мандал",Central,Төв,MN41,Борнуур,MN4115,"2-р баг, Мандал","2-р баг, Мандал"
1297,"                        3-р баг, Бичигт",Central,Төв,MN41,Борнуур,MN4115,"3-р баг, Бичигт","3-р баг, Бичигт"
1298,"                        4-р баг, Нарт",Central,Төв,MN41,Борнуур,MN4115,"4-р баг, Нарт","4-р баг, Нарт"
1299,                    Бүрэн,Central,Төв,MN41,Бүрэн,MN4126,Бүрэн,
1300,"                            1-р баг, Төхөм",Central,Төв,MN41,Бүрэн,MN4126,"1-р баг, Төхөм","1-р баг, Төхөм"
1301,"                            2-р баг, Баянцогт",Central,Төв,MN41,Бүрэн,MN4126,"2-р баг, Баянцогт","2-р баг, Баянцогт"
1302,"                            3-р баг, Монгол",Central,Төв,MN41,Бүрэн,MN4126,"3-р баг, Монгол","3-р баг, Монгол"
1303,"                            4-р баг, Эрдэнэхангай",Central,Төв,MN41,Бүрэн,MN4126,"4-р баг, Эрдэнэхангай","4-р баг, Эрдэнэхангай"
1304,"                            5-р баг, Өнжүүл",Central,Төв,MN41,Бүрэн,MN4126,"5-р баг, Өнжүүл","5-р баг, Өнжүүл"
1305,                    Дэлгэрхаан,Central,Төв,MN41,Дэлгэрхаан,MN4128,Дэлгэрхаан,
1306,"                            1-р баг, Тарган",Central,Төв,MN41,Дэлгэрхаан,MN4128,"1-р баг, Тарган","1-р баг, Тарган"
1307,"                            2-р баг, Дуут-Хуримт",Central,Төв,MN41,Дэлгэрхаан,MN4128,"2-р баг, Дуут-Хуримт","2-р баг, Дуут-Хуримт"
1308,"                            3-р баг, Давст",Central,Төв,MN41,Дэлгэрхаан,MN4128,"3-р баг, Давст","3-р баг, Давст"
1309,                    Жаргалант,Central,Төв,MN41,Жаргалант,MN4120,Жаргалант,
1310,"                            1-р баг, Буурал",Central,Төв,MN41,Жаргалант,MN4120,"1-р баг, Буурал","1-р баг, Буурал"
1311,"                            2-р баг, Өгөөмөр",Central,Төв,MN41,Жаргалант,MN4120,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр"
1312,"                            3-р баг, Баянбулаг",Central,Төв,MN41,Жаргалант,MN4120,"3-р баг, Баянбулаг","3-р баг, Баянбулаг"
1313,"                            4-р баг, Загдал",Central,Төв,MN41,Жаргалант,MN4120,"4-р баг, Загдал","4-р баг, Загдал"
1314,                    Заамар,Central,Төв,MN41,Заамар,MN4127,Заамар,
1315,"                            1-р баг, Тосон",Central,Төв,MN41,Заамар,MN4127,"1-р баг, Тосон","1-р баг, Тосон"
1316,"                            2-р баг, Төмстэй",Central,Төв,MN41,Заамар,MN4127,"2-р баг, Төмстэй","2-р баг, Төмстэй"
1317,"                            3-р баг, Хайлааст",Central,Төв,MN41,Заамар,MN4127,"3-р баг, Хайлааст","3-р баг, Хайлааст"
1318,"                            4-р баг, Төв",Central,Төв,MN41,Заамар,MN4127,"4-р баг, Төв","4-р баг, Төв"
1319,                    Лүн,Central,Төв,MN41,Лүн,MN4124,Лүн,
1320,"                            1-р баг, Цагаан уул",Central,Төв,MN41,Лүн,MN4124,"1-р баг, Цагаан уул","1-р баг, Цагаан уул"
1321,"                            2-р баг, Өгөөмөр",Central,Төв,MN41,Лүн,MN4124,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр"
1322,"                            3-р баг, Төв",Central,Төв,MN41,Лүн,MN4124,"3-р баг, Төв","3-р баг, Төв"
1323,                    Мөнгөнморьт,Central,Төв,MN41,Мөнгөнморьт,MN4101,Мөнгөнморьт,
1324,"                            1-р баг, Жаргалант",Central,Төв,MN41,Мөнгөнморьт,MN4101,"1-р баг, Жаргалант","1-р баг, Жаргалант"
1325,"                            2-р баг, Байдлаг",Central,Төв,MN41,Мөнгөнморьт,MN4101,"2-р баг, Байдлаг","2-р баг, Байдлаг"
1326,"                            3-р баг, Булаг",Central,Төв,MN41,Мөнгөнморьт,MN4101,"3-р баг, Булаг","3-р баг, Булаг"
1327,                    Өндөрширээт,Central,Төв,MN41,Өндөрширээт,MN4125,Өндөрширээт,
1328,"                            1-р баг, Баянтуул",Central,Төв,MN41,Өндөрширээт,MN4125,"1-р баг, Баянтуул","1-р баг, Баянтуул"
1329,"                            2-р баг, Хайрхан",Central,Төв,MN41,Өндөрширээт,MN4125,"2-р баг, Хайрхан","2-р баг, Хайрхан"
1330,"                            3-р баг, Уянга",Central,Төв,MN41,Өндөрширээт,MN4125,"3-р баг, Уянга","3-р баг, Уянга"
1331,"                            4-р баг, Сант",Central,Төв,MN41,Өндөрширээт,MN4125,"4-р баг, Сант","4-р баг, Сант"
1332,                    Сүмбэр,Central,Төв,MN41,Сүмбэр,MN4119,Сүмбэр,
1333,"                            1-р баг, Сүмбэр",Central,Төв,MN41,Сүмбэр,MN4119,"1-р баг, Сүмбэр","1-р баг, Сүмбэр"
1334,"                            2-р баг, Жавхлант",Central,Төв,MN41,Сүмбэр,MN4119,"2-р баг, Жавхлант","2-р баг, Жавхлант"
1335,                    Сэргэлэн,Central,Төв,MN41,Сэргэлэн,MN4119,Сэргэлэн,
1336,"                            1-р баг, Баянбүрд",Central,Төв,MN41,Сэргэлэн,MN4119,"1-р баг, Баянбүрд","1-р баг, Баянбүрд"
1337,"                            2-р баг, Хайрхан",Central,Төв,MN41,Сэргэлэн,MN4119,"2-р баг, Хайрхан","2-р баг, Хайрхан"
1338,"                            3-р баг, Хөшиг",Central,Төв,MN41,Сэргэлэн,MN4119,"3-р баг, Хөшиг","3-р баг, Хөшиг"
1339,"                            4-р баг, Эрдэнэ-Уул",Central,Төв,MN41,Сэргэлэн,MN4119,"4-р баг, Эрдэнэ-Уул","4-р баг, Эрдэнэ-Уул"
1340,"                            5-р баг, Авдар",Central,Төв,MN41,Сэргэлэн,MN4119,"5-р баг, Авдар","5-р баг, Авдар"
1341,                Угтаалцайдам,Central,Төв,MN41,Угтаалцайдам,MN4122,Угтаалцайдам,
1342,"                        1-р баг, Талын уул",Central,Төв,MN41,Угтаалцайдам,MN4122,"1-р баг, Талын уул","1-р баг, Талын уул"
1343,"                        2-р баг, Хар чулуут",Central,Төв,MN41,Угтаалцайдам,MN4122,"2-р баг, Хар чулуут","2-р баг, Хар чулуут"
1344,"                        3-р баг, Асгат",Central,Төв,MN41,Угтаалцайдам,MN4122,"3-р баг, Асгат","3-р баг, Асгат"
1345,                    Цээл,Central,Төв,MN41,Цээл,MN4123,Цээл,
1346,"                            1-р баг, Оргил",Central,Төв,MN41,Цээл,MN4123,"1-р баг, Оргил","1-р баг, Оргил"
1347,"                            2-р баг, Талын хайрхан",Central,Төв,MN41,Цээл,MN4123,"2-р баг, Талын хайрхан","2-р баг, Талын хайрхан"
1348,"                            3-р баг, Майхан",Central,Төв,MN41,Цээл,MN4123,"3-р баг, Майхан","3-р баг, Майхан"
1349,"                            4-р баг, Сүүл буга",Central,Төв,MN41,Цээл,MN4123,"4-р баг, Сүүл буга","4-р баг, Сүүл буга"
1350,"                            5-р баг, Хүүлэй хан",Central,Төв,MN41,Цээл,MN4123,"5-р баг, Хүүлэй хан","5-р баг, Хүүлэй хан"
1351,                    Эрдэнэ,Central,Төв,MN41,Эрдэнэ,MN4104,Эрдэнэ,
1352,"                            1-р баг, Өгөөмөр",Central,Төв,MN41,Эрдэнэ,MN4104,"1-р баг, Өгөөмөр","1-р баг, Өгөөмөр"
1353,"                            2-р баг, Чулуут",Central,Төв,MN41,Эрдэнэ,MN4104,"2-р баг, Чулуут","2-р баг, Чулуут"
1354,"                            3-р баг, Баянтуул",Central,Төв,MN41,Эрдэнэ,MN4104,"3-р баг, Баянтуул","3-р баг, Баянтуул"
1355,"                            4-р баг, Хушинга",Central,Төв,MN41,Эрдэнэ,MN4104,"4-р баг, Хушинга","4-р баг, Хушинга"
1356,"                            5-р баг, Тамган",Central,Төв,MN41,Эрдэнэ,MN4104,"5-р баг, Тамган","5-р баг, Тамган"
1357,                    Эрдэнэсант,Central,Төв,MN41,Эрдэнэсант,MN4129,Эрдэнэсант,
1358,"                            1-р баг, Баян-Уул",Central,Төв,MN41,Эрдэнэсант,MN4129,"1-р баг, Баян-Уул","1-р баг, Баян-Уул"
1359,"                            2-р баг, Баргилт",Central,Төв,MN41,Эрдэнэсант,MN4129,"2-р баг, Баргилт","2-р баг, Баргилт"
1360,"                            3-р баг, Буянт",Central,Төв,MN41,Эрдэнэсант,MN4129,"3-р баг, Буянт","3-р баг, Буянт"
1361,"                            4-р баг, Угалзат",Central,Төв,MN41,Эрдэнэсант,MN4129,"4-р баг, Угалзат","4-р баг, Угалзат"
1362,"                            5-р баг, Улаанхудаг",Central,Төв,MN41,Эрдэнэсант,MN4129,"5-р баг, Улаанхудаг","5-р баг, Улаанхудаг"
1363,            Говьсүмбэр,Central,Говьсүмбэр,MN42,Говьсүмбэр,,Говьсүмбэр,
1364,                Сүмбэр,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,Сүмбэр,
1365,                        1-р баг,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,1-р баг,1-р баг
1366,                        2-р баг,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,2-р баг,2-р баг
1367,                        3-р баг,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,3-р баг,3-р баг
1368,                        4-р баг,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,4-р баг,4-р баг
1369,                        5-р баг,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,5-р баг,5-р баг
1370,                        6-р баг,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,6-р баг,6-р баг
1371,                Баянтал,Central,Говьсүмбэр,MN42,Баянтал,MN4204,Баянтал,
1372,                        1-р баг,Central,Говьсүмбэр,MN42,Баянтал,MN4204,1-р баг,1-р баг
1373,                        2-р баг,Central,Говьсүмбэр,MN42,Баянтал,MN4204,2-р баг,2-р баг
1374,                Шивээговь,Central,Говьсүмбэр,MN42,Шивээговь,MN4203,Шивээговь,
1375,                        1-р баг,Central,Говьсүмбэр,MN42,Шивээговь,MN4203,1-р баг,1-р баг
1376,                        2-р баг,Central,Говьсүмбэр,MN42,Шивээговь,MN4203,2-р баг,2-р баг
1377,            Сэлэнгэ,Central,Сэлэнгэ,MN43,Сэлэнгэ,,Сэлэнгэ,
1378,                Сүхбаатар,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,Сүхбаатар,
1379,"                        1-р баг, Хонгорморьт",Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"1-р баг, Хонгорморьт","1-р баг, Хонгорморьт"
1380,"                        2-р баг, Цагаан-Эрэг",Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"2-р баг, Цагаан-Эрэг","2-р баг, Цагаан-Эрэг"
1381,"                        3-р баг, Салхит",Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"3-р баг, Салхит","3-р баг, Салхит"
1382,"                        4-р баг, Баянхаан",Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"4-р баг, Баянхаан","4-р баг, Баянхаан"
1383,"                        5-р баг, Боргүвээ",Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"5-р баг, Боргүвээ","5-р баг, Боргүвээ"
1384,"                        6-р баг, Орхон",Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"6-р баг, Орхон","6-р баг, Орхон"
1385,"                        7-р баг, Ганзам",Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"7-р баг, Ганзам","7-р баг, Ганзам"
1386,"                        8-р баг, Буурхээр",Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"8-р баг, Буурхээр","8-р баг, Буурхээр"
1387,                Алтанбулаг,Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,Алтанбулаг,
1388,"                        1-р баг, Бүргэдтэй",Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,"1-р баг, Бүргэдтэй","1-р баг, Бүргэдтэй"
1389,"                        2-р баг, Суварга",Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,"2-р баг, Суварга","2-р баг, Суварга"
1390,"                        3-р баг, Цөх",Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,"3-р баг, Цөх","3-р баг, Цөх"
1391,                Баруунбүрэн,Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,Баруунбүрэн,
1392,"                        1-р баг, Ивэн",Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,"1-р баг, Ивэн","1-р баг, Ивэн"
1393,"                        2-р баг, Бургалтай",Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,"2-р баг, Бургалтай","2-р баг, Бургалтай"
1394,"                        3-р баг, Цагаан-Овоо",Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,"3-р баг, Цагаан-Овоо","3-р баг, Цагаан-Овоо"
1395,                Баянгол,Central,Сэлэнгэ,MN43,Баянгол,MN4306,Баянгол,
1396,"                        1-р баг, Хараа",Central,Сэлэнгэ,MN43,Баянгол,MN4306,"1-р баг, Хараа","1-р баг, Хараа"
1397,"                        2-р баг, Баян",Central,Сэлэнгэ,MN43,Баянгол,MN4306,"2-р баг, Баян","2-р баг, Баян"
1398,"                        3-р баг, Гонир",Central,Сэлэнгэ,MN43,Баянгол,MN4306,"3-р баг, Гонир","3-р баг, Гонир"
1399,                    Ерөө,Central,Сэлэнгэ,MN43,Ерөө,MN4301,Ерөө,
1400,"                            1-р баг, Тавин",Central,Сэлэнгэ,MN43,Ерөө,MN4301,"1-р баг, Тавин","1-р баг, Тавин"
1401,"                            2-р баг, Буурагчин",Central,Сэлэнгэ,MN43,Ерөө,MN4301,"2-р баг, Буурагчин","2-р баг, Буурагчин"
1402,"                            3-р баг, Бугант",Central,Сэлэнгэ,MN43,Ерөө,MN4301,"3-р баг, Бугант","3-р баг, Бугант"
1403,                    Жавхлант,Central,Сэлэнгэ,MN43,Жавхлант,MN4305,Жавхлант,
1404,"                            1-р баг, Бумбат",Central,Сэлэнгэ,MN43,Жавхлант,MN4305,"1-р баг, Бумбат","1-р баг, Бумбат"
1405,"                            2-р баг, Моностой",Central,Сэлэнгэ,MN43,Жавхлант,MN4305,"2-р баг, Моностой","2-р баг, Моностой"
1406,                    Зүүнбүрэн,Central,Сэлэнгэ,MN43,Зүүнбүрэн,MN4309,Зүүнбүрэн,
1407,"                            1-р баг, Жаргалант",Central,Сэлэнгэ,MN43,Зүүнбүрэн,MN4309,"1-р баг, Жаргалант","1-р баг, Жаргалант"
1408,"                            2-р баг, Бэлчир",Central,Сэлэнгэ,MN43,Зүүнбүрэн,MN4309,"2-р баг, Бэлчир","2-р баг, Бэлчир"
1409,"                            3-р баг, Мангирт",Central,Сэлэнгэ,MN43,Зүүнбүрэн,MN4309,"3-р баг, Мангирт","3-р баг, Мангирт"
1410,                    Мандал,Central,Сэлэнгэ,MN43,Мандал,MN4303,Мандал,
1411,"                            1-р баг, Төмөр зам",Central,Сэлэнгэ,MN43,Мандал,MN4303,"1-р баг, Төмөр зам","1-р баг, Төмөр зам"
1412,"                            2-р баг, Ширхэнцэг",Central,Сэлэнгэ,MN43,Мандал,MN4303,"2-р баг, Ширхэнцэг","2-р баг, Ширхэнцэг"
