ID,ADM,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4
1413,"                            3-р баг, Баянсуудал",Central,Сэлэнгэ,MN43,Мандал,MN4303,"3-р баг, Баянсуудал","3-р баг, Баянсуудал"
1414,"                            4-р баг, Хэрх",Central,Сэлэнгэ,MN43,Мандал,MN4303,"4-р баг, Хэрх","4-р баг, Хэрх"
1415,"                            5-р баг, Түнхэл",Central,Сэлэнгэ,MN43,Мандал,MN4303,"5-р баг, Түнхэл","5-р баг, Түнхэл"
1416,"                            6-р баг, Баянхангай",Central,Сэлэнгэ,MN43,Мандал,MN4303,"6-р баг, Баянхангай","6-р баг, Баянхангай"
1417,"                            7-р баг, Минжийн хангай",Central,Сэлэнгэ,MN43,Мандал,MN4303,"7-р баг, Минжийн хангай","7-р баг, Минжийн хангай"
1418,"                            8-р баг, Тарни",Central,Сэлэнгэ,MN43,Мандал,MN4303,"8-р баг, Тарни","8-р баг, Тарни"
1419,"                            9-р баг, Баян-Арцат",Central,Сэлэнгэ,MN43,Мандал,MN4303,"9-р баг, Баян-Арцат","9-р баг, Баян-Арцат"
1420,                    Орхон,Central,Сэлэнгэ,MN43,Орхон,MN4314,Орхон,
1421,"                            1-р баг, Орхон",Central,Сэлэнгэ,MN43,Орхон,MN4314,"1-р баг, Орхон","1-р баг, Орхон"
1422,"                            2-р баг, Бэлэндалай",Central,Сэлэнгэ,MN43,Орхон,MN4314,"2-р баг, Бэлэндалай","2-р баг, Бэлэндалай"
1423,                    Орхонтуул,Central,Сэлэнгэ,MN43,Орхонтуул,MN4316,Орхонтуул,
1424,"                            1-р баг, Рашаант",Central,Сэлэнгэ,MN43,Орхонтуул,MN4316,"1-р баг, Рашаант","1-р баг, Рашаант"
1425,"                            2-р баг, Баянцогт",Central,Сэлэнгэ,MN43,Орхонтуул,MN4316,"2-р баг, Баянцогт","2-р баг, Баянцогт"
1426,"                            3-р баг, Хонгор-Овоо",Central,Сэлэнгэ,MN43,Орхонтуул,MN4316,"3-р баг, Хонгор-Овоо","3-р баг, Хонгор-Овоо"
1427,                    Сайхан,Central,Сэлэнгэ,MN43,Сайхан,MN4313,Сайхан,
1428,"                            1-р баг, Хөтөл",Central,Сэлэнгэ,MN43,Сайхан,MN4313,"1-р баг, Хөтөл","1-р баг, Хөтөл"
1429,"                            2-р баг, Гавшгай",Central,Сэлэнгэ,MN43,Сайхан,MN4313,"2-р баг, Гавшгай","2-р баг, Гавшгай"
1430,"                            3-р баг, Номгон",Central,Сэлэнгэ,MN43,Сайхан,MN4313,"3-р баг, Номгон","3-р баг, Номгон"
1431,"                            4-р баг, Дөмбөн",Central,Сэлэнгэ,MN43,Сайхан,MN4313,"4-р баг, Дөмбөн","4-р баг, Дөмбөн"
1432,                    Сант,Central,Сэлэнгэ,MN43,Сант,MN4315,Сант,
1433,"                            1-р баг, Ивэн",Central,Сэлэнгэ,MN43,Сант,MN4315,"1-р баг, Ивэн","1-р баг, Ивэн"
1434,"                            2-р баг, Хушаат",Central,Сэлэнгэ,MN43,Сант,MN4315,"2-р баг, Хушаат","2-р баг, Хушаат"
1435,                    Түшиг,Central,Сэлэнгэ,MN43,Түшиг,MN4310,Түшиг,
1436,"                            1-р баг, Жаргалмандах",Central,Сэлэнгэ,MN43,Түшиг,MN4310,"1-р баг, Жаргалмандах","1-р баг, Жаргалмандах"
1437,"                            2-р баг, Ар нуга",Central,Сэлэнгэ,MN43,Түшиг,MN4310,"2-р баг, Ар нуга","2-р баг, Ар нуга"
1438,                Хүдэр,Central,Сэлэнгэ,MN43,Хүдэр,MN4302,Хүдэр,
1439,"                        1-р баг, Тарвагатай",Central,Сэлэнгэ,MN43,Хүдэр,MN4302,"1-р баг, Тарвагатай","1-р баг, Тарвагатай"
1440,"                        2-р баг, Баянцагаан",Central,Сэлэнгэ,MN43,Хүдэр,MN4302,"2-р баг, Баянцагаан","2-р баг, Баянцагаан"
1441,                    Хушаат,Central,Сэлэнгэ,MN43,Хушаат,MN4312,Хушаат,
1442,"                            1-р баг, Даагат",Central,Сэлэнгэ,MN43,Хушаат,MN4312,"1-р баг, Даагат","1-р баг, Даагат"
1443,"                            2-р баг, Мөнхтолгой",Central,Сэлэнгэ,MN43,Хушаат,MN4312,"2-р баг, Мөнхтолгой","2-р баг, Мөнхтолгой"
1444,                    Цагааннуур,Central,Сэлэнгэ,MN43,Цагааннуур,MN4311,Цагааннуур,
1445,"                            1-р баг, Оргих",Central,Сэлэнгэ,MN43,Цагааннуур,MN4311,"1-р баг, Оргих","1-р баг, Оргих"
1446,"                            2-р баг, Хуурч",Central,Сэлэнгэ,MN43,Цагааннуур,MN4311,"2-р баг, Хуурч","2-р баг, Хуурч"
1447,"                            3-р баг, Тийрэг",Central,Сэлэнгэ,MN43,Цагааннуур,MN4311,"3-р баг, Тийрэг","3-р баг, Тийрэг"
1448,                    Шаамар,Central,Сэлэнгэ,MN43,Шаамар,MN4307,Шаамар,
1449,"                            1-р баг, Дэлгэрхаан",Central,Сэлэнгэ,MN43,Шаамар,MN4307,"1-р баг, Дэлгэрхаан","1-р баг, Дэлгэрхаан"
1450,"                            2-р баг, Охиндий",Central,Сэлэнгэ,MN43,Шаамар,MN4307,"2-р баг, Охиндий","2-р баг, Охиндий"
1451,"                            3-р баг, Дулаанхаан",Central,Сэлэнгэ,MN43,Шаамар,MN4307,"3-р баг, Дулаанхаан","3-р баг, Дулаанхаан"
1452,            Дорноговь,Central,Дорноговь,MN44,Дорноговь,,Дорноговь,
1453,                Сайншанд,Central,Дорноговь,MN44,Сайншанд,MN4410,Сайншанд,
1454,                        1-р баг,Central,Дорноговь,MN44,Сайншанд,MN4410,1-р баг,1-р баг
1455,                        2-р баг,Central,Дорноговь,MN44,Сайншанд,MN4410,2-р баг,2-р баг
1456,                        3-р баг,Central,Дорноговь,MN44,Сайншанд,MN4410,3-р баг,3-р баг
1457,                        4-р баг,Central,Дорноговь,MN44,Сайншанд,MN4410,4-р баг,4-р баг
1458,                        5-р баг /Зүүнбаян/,Central,Дорноговь,MN44,Сайншанд,MN4410,5-р баг /Зүүнбаян/,5-р баг /Зүүнбаян/
1459,                        6-р баг,Central,Дорноговь,MN44,Сайншанд,MN4410,6-р баг,6-р баг
1460,                        7-р баг,Central,Дорноговь,MN44,Сайншанд,MN4410,7-р баг,7-р баг
1461,                        8-р баг,Central,Дорноговь,MN44,Сайншанд,MN4410,8-р баг,8-р баг
1462,                Айраг,Central,Дорноговь,MN44,Айраг,MN4412,Айраг,
1463,"                        1-р баг, Нард",Central,Дорноговь,MN44,Айраг,MN4412,"1-р баг, Нард","1-р баг, Нард"
1464,"                        2-р баг, Сайн-Ус",Central,Дорноговь,MN44,Айраг,MN4412,"2-р баг, Сайн-Ус","2-р баг, Сайн-Ус"
1465,"                        3-р баг, Нүдэн",Central,Дорноговь,MN44,Айраг,MN4412,"3-р баг, Нүдэн","3-р баг, Нүдэн"
1466,"                        4-р баг, Цагаан дөрвөлж",Central,Дорноговь,MN44,Айраг,MN4412,"4-р баг, Цагаан дөрвөлж","4-р баг, Цагаан дөрвөлж"
1467,                Алтанширээ,Central,Дорноговь,MN44,Алтанширээ,MN4407,Алтанширээ,
1468,"                        1-р баг, Тойг",Central,Дорноговь,MN44,Алтанширээ,MN4407,"1-р баг, Тойг","1-р баг, Тойг"
1469,"                        2-р баг, Зараа",Central,Дорноговь,MN44,Алтанширээ,MN4407,"2-р баг, Зараа","2-р баг, Зараа"
1470,"                        3-р баг, Хаяа",Central,Дорноговь,MN44,Алтанширээ,MN4407,"3-р баг, Хаяа","3-р баг, Хаяа"
1471,"                        4-р баг, Чулуун гишгэр",Central,Дорноговь,MN44,Алтанширээ,MN4407,"4-р баг, Чулуун гишгэр","4-р баг, Чулуун гишгэр"
1472,                Даланжаргалан,Central,Дорноговь,MN44,Даланжаргалан,MN4413,Даланжаргалан,
1473,"                        1-р баг, Элдэв",Central,Дорноговь,MN44,Даланжаргалан,MN4413,"1-р баг, Элдэв","1-р баг, Элдэв"
1474,"                        2-р баг, Өнгөт",Central,Дорноговь,MN44,Даланжаргалан,MN4413,"2-р баг, Өнгөт","2-р баг, Өнгөт"
1475,"                        3-р баг, Бичигт",Central,Дорноговь,MN44,Даланжаргалан,MN4413,"3-р баг, Бичигт","3-р баг, Бичигт"
1476,"                        4-р баг, Цомог",Central,Дорноговь,MN44,Даланжаргалан,MN4413,"4-р баг, Цомог","4-р баг, Цомог"
1477,"                        5-р баг, Олон-Овоо",Central,Дорноговь,MN44,Даланжаргалан,MN4413,"5-р баг, Олон-Овоо","5-р баг, Олон-Овоо"
1478,                    Дэлгэрэх,Central,Дорноговь,MN44,Дэлгэрэх,MN4404,Дэлгэрэх,
1479,"                            1-р баг, Цагаанхад",Central,Дорноговь,MN44,Дэлгэрэх,MN4404,"1-р баг, Цагаанхад","1-р баг, Цагаанхад"
1480,"                            2-р баг, Аман шанд",Central,Дорноговь,MN44,Дэлгэрэх,MN4404,"2-р баг, Аман шанд","2-р баг, Аман шанд"
1481,"                            3-р баг, Бумбат",Central,Дорноговь,MN44,Дэлгэрэх,MN4404,"3-р баг, Бумбат","3-р баг, Бумбат"
1482,"                            4-р баг, Хонгор",Central,Дорноговь,MN44,Дэлгэрэх,MN4404,"4-р баг, Хонгор","4-р баг, Хонгор"
1483,                    Замын-Үүд,Central,Дорноговь,MN44,Замын-Үүд,MN4401,Замын-Үүд,
1484,                            1-р баг,Central,Дорноговь,MN44,Замын-Үүд,MN4401,1-р баг,1-р баг
1485,                            2-р баг,Central,Дорноговь,MN44,Замын-Үүд,MN4401,2-р баг,2-р баг
1486,                            3-р баг,Central,Дорноговь,MN44,Замын-Үүд,MN4401,3-р баг,3-р баг
1487,"                            4-р баг, Сүлд",Central,Дорноговь,MN44,Замын-Үүд,MN4401,"4-р баг, Сүлд","4-р баг, Сүлд"
1488,"                            5-р баг, Борхой",Central,Дорноговь,MN44,Замын-Үүд,MN4401,"5-р баг, Борхой","5-р баг, Борхой"
1489,                    Иххэт,Central,Дорноговь,MN44,Иххэт,MN4409,Иххэт,
1490,"                            1-р баг, Бүрдэнэ",Central,Дорноговь,MN44,Иххэт,MN4409,"1-р баг, Бүрдэнэ","1-р баг, Бүрдэнэ"
1491,"                            2-р баг, Баян",Central,Дорноговь,MN44,Иххэт,MN4409,"2-р баг, Баян","2-р баг, Баян"
1492,"                            3-р баг, Зүлэгт",Central,Дорноговь,MN44,Иххэт,MN4409,"3-р баг, Зүлэгт","3-р баг, Зүлэгт"
1493,                    Мандах,Central,Дорноговь,MN44,Мандах,MN4414,Мандах,
1494,"                            1-р баг, Алхантээг",Central,Дорноговь,MN44,Мандах,MN4414,"1-р баг, Алхантээг","1-р баг, Алхантээг"
