CID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
C1249,National,Central,Төв,MN41,Алтанбулаг,MN4113,"4-р баг, Замт","4-р баг, Замт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3.97,4.94,5.04,5.39,4.95,4.56,5,5.02
C1250,National,Central,Төв,MN41,Аргалант,MN4118,Аргалант,,,Үхэр,,,,,,,,0.74,2.09,2.33,2.42,3.34,3.53,3.39,3.55,3.38,3.54,4.04,3.98,4.39,4.81,5.6,6.33,5.55,6.45,7.89,6.89,5.43,5.88,4.56,3.21,2.01,1.93,1.91,2.18,2.22,2.84,3.33,3.96,4.96,3.39,4.07,5.1,6.04,7.6,8.34,7.59,6.63,6.27,7.77,7.81
C1251,National,Central,Төв,MN41,Аргалант,MN4118,"1-р баг, Аргалын уул","1-р баг, Аргалын уул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.43,1.67,1.81,1.48,1.37,1.26,1.45,1.48
C1252,National,Central,Төв,MN41,Аргалант,MN4118,"2-р баг, Хөшөөт","2-р баг, Хөшөөт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,4.61,5.93,6.52,6.12,5.26,5.01,6.32,6.33
C1253,National,Central,Төв,MN41,Архуст,MN4106,Архуст,,,Үхэр,2.24,2.24,,,,,1.24,1.31,1.53,1.63,1.72,1.95,2.18,2.38,2.35,2.47,2.79,2.87,2.96,3.2,3.29,2.65,3.11,3.49,3.65,3.81,4.35,5.62,5.46,4.46,3.85,1.75,1.4,1.31,1.65,1.67,2.34,2.63,2.43,2.45,1.33,1.53,1.91,2.36,3.77,4.07,4.23,4.07,4.24,4.64,4.68
C1254,National,Central,Төв,MN41,Архуст,MN4106,"1-р баг, Ноён шанд","1-р баг, Ноён шанд",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.11,2.05,2.15,2.22,1.94,1.97,2.24,2.21
C1255,National,Central,Төв,MN41,Архуст,MN4106,"2-р баг, Нарст","2-р баг, Нарст",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,1.25,1.73,1.93,2.02,2.13,2.28,2.4,2.47
C1256,National,Central,Төв,MN41,Батсүмбэр,MN4112,Батсүмбэр,,,Үхэр,5.71,6.01,6.53,,7.8,8.47,8.01,7.55,8.14,7.73,6.83,6.69,7,6.94,6.67,6.6,6.88,7.15,7.33,7.92,8.61,9.06,9.25,8.64,9.45,9.69,11.26,12.48,12.93,9.08,9.78,9.61,10.01,9.54,9.24,10.79,12.75,15.04,17.45,18.3,16.42,17.13,17.43,18.24,20.35,21.37,22.76,22.07,21.36,23.43,25.95
C1257,National,Central,Төв,MN41,Батсүмбэр,MN4112,"1-р баг, Мандал","1-р баг, Мандал",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02,4.18,4.71,4.76,5.4,5.03,4.93,5.42,5.99
C1258,National,Central,Төв,MN41,Батсүмбэр,MN4112,"2-р баг, Цогт-Өндөр","2-р баг, Цогт-Өндөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24,5.36,6.22,6.82,7.2,6.55,6.11,6.83,8.08
C1259,National,Central,Төв,MN41,Батсүмбэр,MN4112,"3-р баг, Баянгол","3-р баг, Баянгол",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,3.38,3.79,4.06,4.26,4.64,4.53,4.79,5.05
C1260,National,Central,Төв,MN41,Батсүмбэр,MN4112,"4-р баг, Үдлэг","4-р баг, Үдлэг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,5.32,5.63,5.73,5.9,5.85,5.79,6.39,6.83
C1261,National,Central,Төв,MN41,Баян,MN4107,Баян,,,Үхэр,5.26,5.31,5.47,7.11,6.07,6.59,5.87,4.27,4.86,5.26,5,5.14,5.4,5.03,4.67,4.87,5.43,5.4,5.14,5.16,5.35,4.39,4.54,5.11,3.86,4.31,4.9,5.86,6.51,6.49,5.31,0.99,0.99,1.29,1.54,2.04,2.64,2.7,2.14,2.62,1.89,2.25,2.83,4.16,6.21,7.79,7.72,8.15,7.23,7.19,7.48
C1262,National,Central,Төв,MN41,Баян,MN4107,"1-р баг, Цант","1-р баг, Цант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,1.16,1.57,1.94,2.12,2.46,2.26,2.17,2.21
C1263,National,Central,Төв,MN41,Баян,MN4107,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,1.07,1.62,2.42,2.4,2.46,2.26,2.36,2.5
C1264,National,Central,Төв,MN41,Баян,MN4107,"3-р баг, Цавчир","3-р баг, Цавчир",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1.93,3.02,3.43,3.2,3.23,2.71,2.66,2.76
C1265,National,Central,Төв,MN41,Баяндэлгэр,MN4103,Баяндэлгэр,,,Үхэр,6.88,5.48,7.16,5.61,8.72,10,9.49,8.08,8.13,8.05,7.78,8.41,8.72,8.68,8.11,8.36,9.04,9.4,9.14,9.66,9.85,7.87,7.52,7,6.82,8.29,8.66,8.81,8.5,5.21,4.43,3.45,3.64,3.63,3.5,3.86,4.35,5.4,5.96,6.5,5.67,5.97,6.8,8.27,10.1,10.88,11.97,12.33,12.22,13.41,14.4
C1266,National,Central,Төв,MN41,Баяндэлгэр,MN4103,"1-р баг, Байдлаг","1-р баг, Байдлаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,4.83,5.92,5.87,6.58,6.92,6.39,6.48,7.12
C1267,National,Central,Төв,MN41,Баяндэлгэр,MN4103,"2-р баг, Галуут","2-р баг, Галуут",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,3.44,4.18,5.01,5.39,5.41,5.83,6.93,7.27
C1268,National,Central,Төв,MN41,Баянжаргалан,MN4102,Баянжаргалан,,,Үхэр,5.21,6.81,5.49,8.11,6.24,6.6,6.02,5.21,5.72,6.08,6.06,6.14,6.11,5.87,4.72,4.73,5.05,5.14,5.09,5.27,5.59,5.2,5.13,5.64,5.68,6.25,7.05,8.08,9.23,10.5,8.31,2.19,2.08,2.61,3.18,3.87,4.5,5.17,4.8,3.63,2.47,2.62,3.5,4.46,6.04,7.14,8.32,9.05,8.33,8.78,9.06
C1269,National,Central,Төв,MN41,Баянжаргалан,MN4102,"1-р баг, Жаргалант","1-р баг, Жаргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.38,1.88,2.11,2.44,2.56,2.46,2.46,2.45
C1270,National,Central,Төв,MN41,Баянжаргалан,MN4102,"2-р баг, Улаан ухаа","2-р баг, Улаан ухаа",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,1.93,2.52,2.87,3.41,3.62,3.41,3.67,3.73
C1271,National,Central,Төв,MN41,Баянжаргалан,MN4102,"3-р баг, Эрдэнэ","3-р баг, Эрдэнэ",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.15,1.64,2.16,2.48,2.87,2.46,2.66,2.88
C1272,National,Central,Төв,MN41,Баян-Өнжүүл,MN4114,Баян-Өнжүүл,,,Үхэр,5.44,5.33,5.52,5.75,10.48,11.71,11.19,9.02,9.02,9.06,8.94,8.47,9.11,9.32,8.15,8.1,7.76,7.44,7.45,7.92,9.03,8.87,9.45,9.43,8.94,9.8,11.15,12.72,13.97,14.07,9.24,6.26,5.7,4.22,4.63,5.57,6.71,7.53,6.91,7.33,5.65,6.28,7.28,9.21,11.5,13.29,14.12,14.93,12.33,12.07,11.61
C1273,National,Central,Төв,MN41,Баян-Өнжүүл,MN4114,"1-р баг, Бараат","1-р баг, Бараат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,2.23,3.14,3.69,4.14,4.76,3.86,3.61,3.71
C1274,National,Central,Төв,MN41,Баян-Өнжүүл,MN4114,"2-р баг, Цээл","2-р баг, Цээл",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,4.27,5.1,5.75,5.95,6.02,5.16,5.12,4.76
C1275,National,Central,Төв,MN41,Баян-Өнжүүл,MN4114,"3-р баг, Бүрд","3-р баг, Бүрд",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,2.71,3.26,3.85,4.03,4.15,3.32,3.34,3.14
C1276,National,Central,Төв,MN41,Баянхангай,MN4121,Баянхангай,,,Үхэр,,,,,,,,0.69,0.96,1.09,1.46,1.77,2.09,2.29,2.24,2.23,2.72,2.79,2.93,3.13,3.45,3.84,3.96,3.44,3.95,4.33,4.33,3.52,4.08,3.7,3.14,2.19,1.89,1.58,1.43,1.83,2.15,2.8,3.62,4.06,3.61,3.87,4.61,5.32,5.96,6.21,5.45,4.49,4.09,4.48,4.2
C1277,National,Central,Төв,MN41,Баянхангай,MN4121,"1-р баг, Найрамдал","1-р баг, Найрамдал",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,2.01,2.26,2.39,1.95,1.69,1.5,1.68,1.54
C1278,National,Central,Төв,MN41,Баянхангай,MN4121,"2-р баг, Хөшөөт","2-р баг, Хөшөөт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,3.31,3.7,3.82,3.5,2.8,2.59,2.8,2.65
C1279,National,Central,Төв,MN41,Баянцагаан,MN4108,Баянцагаан,,,Үхэр,6.62,6,6.12,9.31,6.38,7.46,7.3,5.22,5.53,5.73,5.3,5.17,5.44,4.79,4.58,4.73,5.02,4.95,4.48,5.09,5.53,5.67,5.97,6.38,6.73,7.75,8.87,10.28,11.86,12.71,8.1,1.67,1.55,2.17,2.52,2.98,3.45,3.65,2.66,2.71,2.18,2.54,3.36,4.58,6.27,8.16,9.43,11.14,9.89,10.19,10.53
C1280,National,Central,Төв,MN41,Баянцагаан,MN4108,"1-р баг, Өлзийт","1-р баг, Өлзийт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.45,1.88,2.42,2.83,3.47,2.76,2.8,2.9
C1281,National,Central,Төв,MN41,Баянцагаан,MN4108,"2-р баг, Баян айраг","2-р баг, Баян айраг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,1.17,1.63,2.16,2.48,2.8,2.72,2.72,2.81
C1282,National,Central,Төв,MN41,Баянцагаан,MN4108,"3-р баг, Гурван түрүү","3-р баг, Гурван түрүү",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.68,0.97,1.24,1.52,1.75,1.69,1.78,1.83
C1283,National,Central,Төв,MN41,Баянцагаан,MN4108,"4-р баг, Алтат","4-р баг, Алтат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.82,1.24,1.69,1.83,2.21,1.89,2.02,2.05
C1284,National,Central,Төв,MN41,Баянцагаан,MN4108,"5-р баг, Зогсоол","5-р баг, Зогсоол",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.47,0.55,0.65,0.77,0.91,0.83,0.88,0.94
C1285,National,Central,Төв,MN41,Баянцогт,MN4117,Баянцогт,,,Үхэр,6,6.55,6.6,,6.99,6.74,6.73,5.69,5.25,5.13,4.14,3.92,4.22,4.46,4.76,4.63,4.98,4.85,4.95,5.37,5.89,6.6,6.84,6.98,7.14,8.01,8.12,6.54,6.59,5.45,4.72,2.72,2.13,2.27,2.55,3.25,3.94,5.32,6.35,6.8,4.64,5.07,6.18,7.19,8.68,8.78,8.39,7.91,6.88,8.08,8.94
C1286,National,Central,Төв,MN41,Баянцогт,MN4117,"1-р баг, Гуна","1-р баг, Гуна",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,3,3.58,3.52,3.72,3.64,2.93,3.42,3.85
C1287,National,Central,Төв,MN41,Баянцогт,MN4117,"2-р баг, Сарлаг","2-р баг, Сарлаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,2.85,3.26,3.29,2.73,2.5,2.33,2.69,2.74
C1288,National,Central,Төв,MN41,Баянцогт,MN4117,"3-р баг, Даргиат","3-р баг, Даргиат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1.34,1.83,1.97,1.94,1.77,1.63,1.96,2.35
C1289,National,Central,Төв,MN41,Баянчандмань,MN4116,Баянчандмань,,,Үхэр,3.44,5.32,3.6,5.93,4.64,5.15,5.43,5.14,5.22,5,4.61,4.41,4.74,5.05,5.4,5.07,5.19,4.89,5.03,5.48,5.73,5.28,5.2,4.75,4.67,4.69,4.96,4.15,3.73,2.96,3.1,2.09,2.27,2.13,2.72,3.66,4.35,5,5.91,6.7,4.99,5.83,6.88,7.32,8.8,9.05,8.77,8.34,7.74,9.05,9.59
C1290,National,Central,Төв,MN41,Баянчандмань,MN4116,"1-р баг, Чандмань","1-р баг, Чандмань",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.17,1.36,1.45,1.49,1.3,1.36,1.61,1.76
C1291,National,Central,Төв,MN41,Баянчандмань,MN4116,"2-р баг, Замт","2-р баг, Замт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,1.41,1.59,1.76,1.94,1.79,1.68,2.15,2.15
C1292,National,Central,Төв,MN41,Баянчандмань,MN4116,"3-р баг, Эрдэнэ","3-р баг, Эрдэнэ",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,4.74,5.85,5.84,5.35,5.25,4.7,5.3,5.67
C1293,National,Central,Төв,MN41,Борнуур,MN4115,Борнуур,,,Үхэр,4.6,5.65,6.04,6.29,7.72,8.66,6.45,6.65,6.23,5.57,5.26,5.45,5.77,5.99,5.89,5.7,6.22,6.11,6.22,7,7.71,7.7,7.34,6.09,6.01,6.72,8.13,8.65,8.74,6.05,6.28,4.77,4.92,4.34,4.52,5.38,6.51,8.13,9.78,11.25,10.63,10.8,11.86,13.87,15.33,15.72,16.81,14.67,12.61,14.83,15.72
C1294,National,Central,Төв,MN41,Борнуур,MN4115,"1-р баг, Өгөөмөр","1-р баг, Өгөөмөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,2.36,2.17,2.36,2.51,2,1.72,1.97,2.01
C1295,National,Central,Төв,MN41,Борнуур,MN4115,"2-р баг, Мандал","2-р баг, Мандал",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.53,1.81,1.8,1.97,1.85,1.59,1.79,1.74
C1296,National,Central,Төв,MN41,Борнуур,MN4115,"3-р баг, Бичигт","3-р баг, Бичигт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,4.71,5.28,5.58,6.17,5.23,4.66,5.61,6.02
C1297,National,Central,Төв,MN41,Борнуур,MN4115,"4-р баг, Нарт","4-р баг, Нарт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,5.27,6.08,5.98,6.16,5.59,4.64,5.47,5.95
C1298,National,Central,Төв,MN41,Бүрэн,MN4126,Бүрэн,,,Үхэр,5.53,5.49,5.39,3.86,7.87,9.02,8.61,7.38,7.63,8.16,8.35,7.94,8.24,8.34,8.45,8.48,9,8.67,9.25,10.08,10.7,10.41,10.39,9.9,9.95,12.24,14.42,16.2,18.02,18.74,8.53,7.38,7.12,5.31,5.37,6.11,7.5,8.59,6.3,6.94,5.97,6.49,7.97,9.73,11.91,13.86,15.22,16.56,13.54,13.41,11.41
C1299,National,Central,Төв,MN41,Бүрэн,MN4126,"1-р баг, Төхөм","1-р баг, Төхөм",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.84,1.1,1.37,1.44,1.55,1.32,1.34,1.18
C1300,National,Central,Төв,MN41,Бүрэн,MN4126,"2-р баг, Баянцогт","2-р баг, Баянцогт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.67,3.21,3.67,4.08,4.28,3.48,3.51,3.11
C1301,National,Central,Төв,MN41,Бүрэн,MN4126,"3-р баг, Монгол","3-р баг, Монгол",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,1.92,2.3,2.69,3,3.46,2.85,2.9,2.32
C1302,National,Central,Төв,MN41,Бүрэн,MN4126,"4-р баг, Эрдэнэхангай","4-р баг, Эрдэнэхангай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,2.76,3.35,3.88,4.13,4.37,3.53,3.38,2.66
C1303,National,Central,Төв,MN41,Бүрэн,MN4126,"5-р баг, Өнжүүл","5-р баг, Өнжүүл",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,1.54,1.95,2.25,2.57,2.91,2.37,2.28,2.15
C1304,National,Central,Төв,MN41,Дэлгэрхаан,MN4128,Дэлгэрхаан,,,Үхэр,5.47,4.86,5.03,6.74,5.44,6.13,5.61,5.29,5.46,5.85,5.55,4.46,4.25,3.87,3.97,3.95,4.32,4.61,4.86,4.9,5.55,5.21,4.42,4.68,5.46,6.86,7.94,8.8,8.98,8.74,3.03,2.93,2.58,2.58,2.68,3.18,3.98,4.88,3.15,3.24,2.43,2.77,3.58,4.69,6.34,7.04,8.28,9.93,8.87,8.32,6.85
C1305,National,Central,Төв,MN41,Дэлгэрхаан,MN4128,"1-р баг, Тарган","1-р баг, Тарган",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.32,1.97,2.25,2.54,2.94,2.67,2.79,2.18
C1306,National,Central,Төв,MN41,Дэлгэрхаан,MN4128,"2-р баг, Дуут-Хуримт","2-р баг, Дуут-Хуримт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1.44,1.75,1.91,2.12,2.66,2.19,2.23,2.07
C1307,National,Central,Төв,MN41,Дэлгэрхаан,MN4128,"3-р баг, Давст","3-р баг, Давст",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,1.94,2.62,2.89,3.63,4.33,4,3.3,2.6
C1308,National,Central,Төв,MN41,Жаргалант,MN4120,Жаргалант,,,Үхэр,5.27,8.29,4.83,6.92,5.28,5.91,6.04,5.38,5.16,5.32,5.23,5.41,5.64,5.86,6.41,6.39,6.59,6.61,7.11,8.06,8.46,8.95,8.74,7.49,7.6,7.72,8.05,7.61,8.2,8.44,8.36,5.76,5.06,3.09,3.37,3.86,4.53,6.08,8.22,10.03,9.81,9.91,10.69,12.3,14.05,14.26,14.35,11.7,10.24,12.35,13.86
C1309,National,Central,Төв,MN41,Жаргалант,MN4120,"1-р баг, Буурал","1-р баг, Буурал",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,2.4,2.83,3.29,3.13,2.69,2.45,3.04,3.57
C1310,National,Central,Төв,MN41,Жаргалант,MN4120,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,3.56,4.07,4.37,4.63,3.48,3.18,3.7,4.35
C1311,National,Central,Төв,MN41,Жаргалант,MN4120,"3-р баг, Баянбулаг","3-р баг, Баянбулаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,2.67,2.83,3.1,3,2.49,1.83,2.21,2.54
C1312,National,Central,Төв,MN41,Жаргалант,MN4120,"4-р баг, Загдал","4-р баг, Загдал",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,3.67,4.32,3.51,3.59,3.03,2.78,3.4,3.4
C1313,National,Central,Төв,MN41,Заамар,MN4127,Заамар,,,Үхэр,7.81,9.68,8.97,4.95,10.03,10.49,9.79,9.37,10,9.82,9.55,8.44,8.55,9.21,9.32,9.7,10.19,10.07,10.25,11.01,12.06,11.79,12.03,8.69,9.11,10.48,11.53,12.53,13.01,14.06,12.46,8.51,5.13,2.11,1.79,2.28,3.05,4.13,5.81,7.63,8.73,9.9,10.67,12.84,15.93,17.01,18.57,15.51,13.57,16.1,17.85
C1314,National,Central,Төв,MN41,Заамар,MN4127,"1-р баг, Тосон","1-р баг, Тосон",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,4.12,5.33,5.41,5.87,4.65,3.96,5.15,5.64
C1315,National,Central,Төв,MN41,Заамар,MN4127,"2-р баг, Төмстэй","2-р баг, Төмстэй",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.86,4.64,5.15,5.66,4.61,3.95,4.54,4.79
C1316,National,Central,Төв,MN41,Заамар,MN4127,"3-р баг, Хайлааст","3-р баг, Хайлааст",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.93,3.71,4.24,4.71,4.4,4.08,4.53,5.13
C1317,National,Central,Төв,MN41,Заамар,MN4127,"4-р баг, Төв","4-р баг, Төв",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,1.93,2.26,2.22,2.34,1.85,1.57,1.87,2.29
C1318,National,Central,Төв,MN41,Лүн,MN4124,Лүн,,,Үхэр,9.78,10.19,8.98,4.96,9.09,10.01,9.93,9.71,10.14,10.15,9.88,9.43,9.78,10.57,10.62,10.63,11.17,11.6,11.17,12.36,13.59,12.98,11.73,11.49,10.73,11.15,12.84,14.12,15.79,14.46,12.18,6.41,4.89,3.37,3.13,3.63,4.77,5.98,7.32,8.71,8.41,9.3,9.77,11.07,13.45,14.48,11.8,9.35,8.15,9.7,10.3
C1319,National,Central,Төв,MN41,Лүн,MN4124,"1-р баг, Цагаан уул","1-р баг, Цагаан уул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,4.08,4.83,5.07,4.73,3.83,3.18,3.49,3.59
C1320,National,Central,Төв,MN41,Лүн,MN4124,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,5.56,6.75,7.46,5.61,4.33,4.04,4.97,5.33
C1321,National,Central,Төв,MN41,Лүн,MN4124,"3-р баг, Төв","3-р баг, Төв",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.43,1.86,1.95,1.46,1.2,0.93,1.24,1.38
C1322,National,Central,Төв,MN41,Мөнгөнморьт,MN4101,Мөнгөнморьт,,,Үхэр,10.7,7.71,9.94,9.47,10.7,11.74,10.61,10.06,9.8,8.84,7.63,7.35,8.02,8.85,8.84,8.26,8.94,8.48,8.01,8.43,9.41,8.27,7.06,6.14,6.68,7.48,7.79,8.66,9.38,8.24,8.24,8.69,8.53,7.62,6.52,6.7,7.38,8.51,10.14,12.24,10.65,10.89,10.5,10.61,12.76,14.58,16.39,16.33,16.76,18.53,21.1
C1323,National,Central,Төв,MN41,Мөнгөнморьт,MN4101,"1-р баг, Жаргалант","1-р баг, Жаргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,5.57,6.48,7.32,8.23,8.21,8.41,9.16,10.76
C1324,National,Central,Төв,MN41,Мөнгөнморьт,MN4101,"2-р баг, Байдлаг","2-р баг, Байдлаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,3.37,4.37,5.13,5.7,5.59,5.63,6.41,6.95
C1325,National,Central,Төв,MN41,Мөнгөнморьт,MN4101,"3-р баг, Булаг","3-р баг, Булаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,1.68,1.92,2.14,2.46,2.54,2.72,2.96,3.39
C1326,National,Central,Төв,MN41,Өндөрширээт,MN4125,Өндөрширээт,,,Үхэр,8.22,5.39,7.17,8.9,7.17,7.7,7.55,6.98,7.15,7.14,7.22,7.25,7.22,7.4,7.42,7.59,8.12,7.93,7.75,8.22,8.75,8.62,8.85,7.99,8.1,8.81,9.79,10.56,11.63,12.37,7.93,5.59,4.86,2.8,2.61,3.13,3.91,5.19,6.31,7.45,7.13,7.64,9.1,10.39,12.14,13.68,14.17,11.98,11.12,12.54,10.36
C1327,National,Central,Төв,MN41,Өндөрширээт,MN4125,"1-р баг, Баянтуул","1-р баг, Баянтуул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,4.24,5.03,5.45,5.45,4.48,3.99,4.43,3.57
C1328,National,Central,Төв,MN41,Өндөрширээт,MN4125,"2-р баг, Хайрхан","2-р баг, Хайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,2.74,3.19,3.78,4.26,3.89,3.48,4.13,3.52
C1329,National,Central,Төв,MN41,Өндөрширээт,MN4125,"3-р баг, Уянга","3-р баг, Уянга",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,3.02,3.54,4.07,4.25,3.37,3.41,3.74,2.92
C1330,National,Central,Төв,MN41,Өндөрширээт,MN4125,"4-р баг, Сант","4-р баг, Сант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.39,0.39,0.38,0.21,0.25,0.24,0.25,0.35
C1331,National,Central,Төв,MN41,Сүмбэр,MN4119,Сүмбэр,,,Үхэр,,,,,,,,1.07,1.19,1.2,1.21,1.77,1.99,2.49,2.61,2.38,2.65,2.83,3.09,3.47,3.75,3.81,3.56,2.45,2.59,2.66,2.93,2.93,3.19,2.62,2.51,1.48,1.49,1.24,1.34,1.68,2.22,2.91,4.15,4.64,4.22,4.57,4.3,4.54,5.3,4.74,4.88,4.16,3.19,3.97,4.29
