CID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
C574,National,Western,Увс,MN85,Хяргас,MN8508,Хяргас,,,Үхэр,6.81,7.61,7.87,8.29,7.6,6.89,6.25,6.17,6.13,6.33,6.37,5.55,5.47,5.5,5.79,5.96,6.45,6.97,7.07,7.4,7.68,6.74,6.34,6.62,7.82,8.81,9.09,9.7,9.44,8.23,4.01,2.57,2.66,2.77,3.34,4.04,4.61,4.95,4.14,3.54,2.88,3.27,3.88,4.68,5.72,6.33,6.79,7.13,6.51,7.17,7.78
C575,National,Western,Увс,MN85,Хяргас,MN8508,"1-р баг, Хангай","1-р баг, Хангай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.14,1.36,1.49,1.64,1.81,1.47,1.6,1.79
C576,National,Western,Увс,MN85,Хяргас,MN8508,"2-р баг, Бугат","2-р баг, Бугат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,1.55,1.82,2.01,2.28,2.44,2.3,2.55,2.63
C577,National,Western,Увс,MN85,Хяргас,MN8508,"3-р баг, Хайрхан","3-р баг, Хайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.53,1.85,2.08,2.06,2.09,1.91,2.14,2.42
C578,National,Western,Увс,MN85,Хяргас,MN8508,"4-р баг, Дэлгэр","4-р баг, Дэлгэр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.46,0.69,0.75,0.8,0.79,0.82,0.88,0.94
C579,National,Western,Увс,MN85,Цагаанхайрхан,MN8505,Цагаанхайрхан,,,Үхэр,4.1,4.75,4.75,5.35,5.25,4.8,4.66,4.77,4.58,4.65,4.82,4.61,4.92,5.12,5.27,5.58,5.95,6.41,6.69,6.86,6.9,5.96,5.42,5.12,5.96,6.25,6.97,7.15,7.72,8.01,4.51,2.41,1.77,2.1,2.47,2.87,3.39,3.96,2.82,2.44,1.84,1.86,2.2,2.66,3.46,4.05,4.5,5.06,5.23,5.87,6.34
C580,National,Western,Увс,MN85,Цагаанхайрхан,MN8505,"1-р баг, Хунт","1-р баг, Хунт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,1.12,1.46,1.55,1.75,1.97,2.01,2.22,2.36
C581,National,Western,Увс,MN85,Цагаанхайрхан,MN8505,"2-р баг, Хулж","2-р баг, Хулж",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.64,0.84,0.86,0.87,0.99,1.1,1.23,1.32
C582,National,Western,Увс,MN85,Цагаанхайрхан,MN8505,"3-р баг, Арбулаг","3-р баг, Арбулаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.41,0.5,0.96,1.11,1.19,1.15,1.28,1.33
C583,National,Western,Увс,MN85,Цагаанхайрхан,MN8505,"4-р баг, Даланхуруу","4-р баг, Даланхуруу",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.48,0.67,0.68,0.78,0.91,0.97,1.14,1.33
C584,National,Northern,Northern,Northern,Хангайн бүс,,Хангайн бүс,,,Үхэр,874.99,886.83,887,894.15,928.64,965.18,968.96,967.88,1006.02,999.69,1073.2,957.17,978.15,969.23,971.4,967.77,987.01,1002.97,1004.22,1056.15,1134.86,1139.46,1146.25,1135.83,1261.01,1396.05,1480.42,1564.09,1637.74,1732.77,1429.96,904.29,808.28,727.78,747.86,815.83,917.95,1046.66,1139.85,1218.82,985.94,1050.92,1150.68,1277.27,1489.41,1643.65,1806.82,1934.45,1888.54,2076.05,1967.73
C585,National,Northern,Орхон,MN61,Орхон,,Орхон,,,Үхэр,,,,,,,1.1,1.9,2.9,2.7,4.41,5.31,6.3,7.21,7.6,7.9,7.9,9.06,10.48,11.53,13.44,16.6,19.74,20.35,20.45,24.47,25.48,22.74,23.98,27.81,26.19,22.29,20.6,11.93,11.42,13.24,15.51,18.28,21.13,21.85,17.77,18.8,20.55,21.63,18.18,19.19,21.6,21.9,17.48,19.04,20.34
C586,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,Баян-Өндөр,,,Үхэр,,,,,,,1.1,1.9,2.9,2.7,4.41,5.31,6.3,7.21,7.6,7.9,7.9,9.06,10.48,11.53,13.44,5.91,8.2,9,16.03,17.98,19.25,16.33,17.19,20.5,19.43,15.98,16.54,8.98,8.24,9.41,10.9,11.91,13.32,13.44,11.44,12.21,13.08,13.23,6.34,7.18,8.9,10.32,8.45,9.45,10.56
C587,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"1-р баг, Зэст","1-р баг, Зэст",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.15,0.21,0.28,0.35,0.33,0.31,0.17,0.16
C588,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"2-р баг, Оюут","2-р баг, Оюут",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.11,0.13,0.23,0.44,0.43,0.26,0.49,0.5
C589,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"3-р баг, Уурхайчин","3-р баг, Уурхайчин",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.31,0.28,0.34,0.36,0.57,0.48,0.41,0.55
C590,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"4-р баг, Хүрэнбулаг","4-р баг, Хүрэнбулаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.56,0.56,0.32,0.39,0.52,0.47,0.62,0.65
C591,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"5-р баг, Уртбулаг","5-р баг, Уртбулаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.24,0.3,0.23,0.31,0.5,0.28,0.43,0.44
C592,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"6-р баг, Согоот","6-р баг, Согоот",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.11,0.12,0.14,0.27,0.32,0.27,0.19,0.35
C593,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"7-р баг, Дэнж","7-р баг, Дэнж",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.18,0.33,0.42,0.57,0.47,0.6,0.43,0.48
C594,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"8-р баг, Бүрэнбүст","8-р баг, Бүрэнбүст",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.17,0.12,0.01,0.13,0.32,0.21,0.28,0.26
C595,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"9-р баг, Шанд","9-р баг, Шанд",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.39,0.18,0.18,0.15,0.15,0.09,0.07,0.31
C596,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"10-р баг, Наран","10-р баг, Наран",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.15,0.13,0.18,0.32,0.28,0.21,0.33,0.34
C597,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"11-р баг, Цагаанчулуут","11-р баг, Цагаанчулуут",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.08,0.12,0.22,0.15,0.23,0.27,0.13,0.16
C598,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"12-р баг, Булаг","12-р баг, Булаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.1,0.09,0.15,0.26,0.3,0.34,0.2,0.17
C599,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"13-р баг, Баянцагаан","13-р баг, Баянцагаан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.34,0.55,0.79,0.77,0.76,0.44,0.33,0.28
C600,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"14-р баг, Говил","14-р баг, Говил",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.78,1.3,1.46,1.31,1.43,1.2,1.15,1.04
C601,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"15-р баг, Рашаант","15-р баг, Рашаант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.18,0.13,0.2,0.24,0.27,0.18,0.14,0.11
C602,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"16-р баг, Малчин","16-р баг, Малчин",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57,8.63,,,,,0,2.32,2.65
C603,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"17-р баг, Эрдэнэ","17-р баг, Эрдэнэ",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.22,0.45,0.55,0.86,1.1,0.76,0.35,0.39
C604,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"18-р баг, Баянбулаг","18-р баг, Баянбулаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.22,0.27,0.35,0.42,0.48,0.18,0.16,0.23
C605,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"19-р баг, Их залуу","19-р баг, Их залуу",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.33,0.19,0.13,0.27,0.31,0.37,0.21,0.28
C606,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"20-р баг, Яргуйт","20-р баг, Яргуйт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.27,0.42,0.45,0.46,0.33,0.4
C607,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"21-р баг, Даваат","21-р баг, Даваат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.53,0.59,0.64,0.55,0.4,0.52
C608,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"22-р баг, Уртынгол","22-р баг, Уртынгол",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.2,0.32,0.45,0.52,0.33,0.31
C609,National,Northern,Орхон,MN61,Жаргалант,MN6101,Жаргалант,,,Үхэр,,,,,,,,,,,,,,,,,,,,,,4.82,4.52,4.32,4.42,6.5,6.23,6.41,6.79,7.31,6.76,6.31,4.06,2.95,3.18,3.83,4.61,6.37,7.81,8.41,6.33,6.6,7.47,8.4,11.84,12.01,12.7,11.58,9.03,9.59,9.77
C610,National,Northern,Орхон,MN61,Жаргалант,MN6101,"1-р баг, Улаантолгой","1-р баг, Улаантолгой",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.17,1.47,1.62,1.73,1.85,1.57,1.59,1.68
C611,National,Northern,Орхон,MN61,Жаргалант,MN6101,"2-р баг, Жаргалант","2-р баг, Жаргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.15,1.34,1.51,1.65,1.46,1.26,1.39,1.21
C612,National,Northern,Орхон,MN61,Жаргалант,MN6101,"3-р баг, Дулаан-Уул","3-р баг, Дулаан-Уул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43,6.08,6.79,7.33,9.32,8.27,6.21,6.6,6.89
C613,National,Northern,Орхон,MN61,Жаргалант,MN6101,"4-р баг, Малчин","4-р баг, Малчин",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,1.55,,,0,0,
C614,National,Northern,Өвөрхангай,MN62,Өвөрхангай,,Өвөрхангай,,,Үхэр,167.74,167.5,169.99,169.74,174.52,185.34,195.98,205.03,213.3,214.05,199.04,180.71,180.65,168.36,167.96,167.92,174.08,178.21,177.34,187.01,200.53,198.24,197.85,205.66,235.78,270.66,268.21,271.84,282.4,295.96,174.82,99.28,75.26,83,91.22,99.68,111.11,133.47,134.76,141.05,76.23,90.57,113.97,144.93,183.26,217.6,259.94,298.24,272.32,292.41,251.82
C615,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,Арвайхээр,,,Үхэр,0.87,1,1.13,1.15,1.07,1.17,1.34,1.66,0.77,0.75,0.51,0.51,0.53,0.62,0.74,0.95,1.01,1.17,1.44,2.29,4.41,3.2,3.38,5.65,6.31,5.67,3.16,3.98,3.75,3.25,2.6,0.87,0.96,1.19,1.3,1.49,1.61,2.73,3.34,2.92,1.26,2.1,3.45,5.04,6.99,7.52,10.46,11.66,10.35,10.25,10.52
C616,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"1-р баг, Согоот","1-р баг, Согоот",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.49,0.57,0.46,0.71,0.66,0.55,0.62,0.7
C617,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"2-р баг, Эмт","2-р баг, Эмт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.29,0.36,0.43,0.56,0.71,0.64,0.68,0.62
C618,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"3-р баг, Дэлгэрэх","3-р баг, Дэлгэрэх",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.27,0.53,0.61,0.76,0.87,0.66,0.63,0.72
C619,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"4-р баг, Өлзийт","4-р баг, Өлзийт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.46,0.82,0.87,1.08,1.08,0.85,0.95,0.96
C620,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"5-р баг, Арвайхээр","5-р баг, Арвайхээр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.68,0.94,1.13,1.64,1.77,0.77,0.75,0.85
C621,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"6-р баг, Ягаантолгой","6-р баг, Ягаантолгой",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.7,0.66,0.73,0.86,1.08,1,0.94,1.05
C622,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"7-р баг, Дэлгэрэхийн дэнж","7-р баг, Дэлгэрэхийн дэнж",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.58,0.85,0.8,1.01,1.07,1.04,0.87,0.92
C623,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"8-р баг, Рашаант","8-р баг, Рашаант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.51,0.81,0.61,1.43,1.7,1.59,1.56,1.3
C624,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"9-р баг, Бурхи","9-р баг, Бурхи",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.66,0.66,0.83,0.9,0.97,0.4,0.35,0.33
C625,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"10-р баг, Ноён","10-р баг, Ноён",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.41,0.62,0.78,1.11,1.33,1.17,1.21,1.18
C626,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,11-р баг,11-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.29,0.41,0.42,0.4,0.45,0.42
C627,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"12-р баг, Зүлэгт","12-р баг, Зүлэгт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.4,0.36
C628,National,Northern,Өвөрхангай,MN62,Арвайхээр,MN6216,"13-р баг, Онги","13-р баг, Онги",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.84,1.13
C629,National,Northern,Өвөрхангай,MN62,Баруунбаян-Улаан,MN6227,Баруунбаян-Улаан,,,Үхэр,2.03,2.01,2.24,2.39,2.42,2.5,2.55,2.64,2.8,2.87,2.51,2.35,2.53,2.74,2.69,2.42,2.42,2.45,2.58,2.78,3.16,3.56,3.95,4.4,4.92,5.52,5.38,4.83,4.9,5.5,4.36,1.15,0.36,0.39,0.56,0.68,0.88,1.16,1.4,1.57,1.44,1.63,2.11,2.6,3.23,3.79,4.54,5.09,4.04,4.22,2.75
C630,National,Northern,Өвөрхангай,MN62,Баруунбаян-Улаан,MN6227,"1-р баг, Өлзийт хошуу","1-р баг, Өлзийт хошуу",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.36,1.68,1.88,2.14,2.39,1.77,0.44,0.24
C631,National,Northern,Өвөрхангай,MN62,Баруунбаян-Улаан,MN6227,"2-р баг, Хүүхдийн-Ус","2-р баг, Хүүхдийн-Ус",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.66,0.84,0.95,1.24,1.37,1.14,1.22,0.85
C632,National,Northern,Өвөрхангай,MN62,Баруунбаян-Улаан,MN6227,"3-р баг, Цагаан-Овоо","3-р баг, Цагаан-Овоо",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.13,0.19,0.24,0.31,0.33,0.32,1.71,1.06
C633,National,Northern,Өвөрхангай,MN62,Баруунбаян-Улаан,MN6227,"4-р баг, Хөөвөр","4-р баг, Хөөвөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.46,0.52,0.73,0.85,1.01,0.8,0.84,0.6
C634,National,Northern,Өвөрхангай,MN62,Бат-Өлзий,MN6221,Бат-Өлзий,,,Үхэр,10.75,10.96,11.31,11.81,12.51,13.27,13.42,13.79,14.02,13.59,12.77,13.07,13.64,13.44,13.95,14.56,15.06,14.82,14.96,15.23,16.44,16.83,17.18,16.48,18.48,20.93,21.84,23.39,25.33,28.7,23.05,16.31,13.31,14.65,14.97,15.29,16.88,20.17,21.78,24.57,11.05,14.03,17.06,20.91,23.97,28.43,35.84,41.82,44.99,52.28,46.67
C635,National,Northern,Өвөрхангай,MN62,Бат-Өлзий,MN6221,"1-р баг, Улаан-Ам","1-р баг, Улаан-Ам",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.91,11.81,13.36,15.6,19.13,20.86,22.3,25.38,21.84
C636,National,Northern,Өвөрхангай,MN62,Бат-Өлзий,MN6221,"2-р баг, Бүрэгтий","2-р баг, Бүрэгтий",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.78,4.45,5.24,6.45,8.04,8.01,9.38,8.85
C637,National,Northern,Өвөрхангай,MN62,Бат-Өлзий,MN6221,"3-р баг, Өвт","3-р баг, Өвт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,1.39,1.65,2.12,3.02,3.84,4.62,5.36,4.87
C638,National,Northern,Өвөрхангай,MN62,Бат-Өлзий,MN6221,"4-р баг, Зөрүүлэг","4-р баг, Зөрүүлэг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,3.03,3.44,4.21,5.67,6.98,7.67,8.83,8.04
C639,National,Northern,Өвөрхангай,MN62,Бат-Өлзий,MN6221,"5-р баг, Хүйтэн булаг","5-р баг, Хүйтэн булаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9,1.07,1.26,1.57,2.1,2.38,3.33,3.07
C640,National,Northern,Өвөрхангай,MN62,Баянгол,MN6206,Баянгол,,,Үхэр,5.22,4.19,4.48,4.74,5.16,5.28,5.71,6.09,6.3,6.28,6.31,5.1,4.76,3.81,3.57,3.53,3.54,3.81,4.06,4.34,4.63,5.2,5.53,6.47,6.91,8.12,6.87,7.21,8.6,7.63,2.12,1.53,1.89,2.42,2.82,2.81,2.81,3.3,3.97,3.36,1.04,1.34,2.02,2.8,3.94,5.05,6.24,7.6,6.93,6.38,5.62
C641,National,Northern,Өвөрхангай,MN62,Баянгол,MN6206,"1-р баг, Өнц","1-р баг, Өнц",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.74,1.07,1.4,1.73,2.1,1.87,1.68,1.44
C642,National,Northern,Өвөрхангай,MN62,Баянгол,MN6206,"2-р баг, Эргэн дэнж","2-р баг, Эргэн дэнж",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.76,1.08,1.45,1.89,2.1,1.85,1.63,1.39
C643,National,Northern,Өвөрхангай,MN62,Баянгол,MN6206,"3-р баг, Цагаан булан","3-р баг, Цагаан булан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.64,0.81,0.98,1.08,1.34,1.2,1.13,0.99
C644,National,Northern,Өвөрхангай,MN62,Баянгол,MN6206,"4-р баг, Хаяа","4-р баг, Хаяа",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.32,0.48,0.62,0.76,0.95,0.86,0.78,0.79
C645,National,Northern,Өвөрхангай,MN62,Баянгол,MN6206,"5-р баг, Цавын-Ихэр","5-р баг, Цавын-Ихэр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.2,0.32,0.37,0.49,0.7,0.77,0.8,0.67
C646,National,Northern,Өвөрхангай,MN62,Баянгол,MN6206,"6-р баг, Ширээ","6-р баг, Ширээ",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.15,0.17,0.22,0.3,0.42,0.38,0.36,0.36
C647,National,Northern,Өвөрхангай,MN62,Баян-Өндөр,MN6201,Баян-Өндөр,,,Үхэр,10.07,10.3,10.03,9.47,10.11,10.85,11.38,10.77,11.03,11.05,10.19,7.83,8.04,7.61,8.11,8.66,8.85,8.89,9.25,9.83,10.59,10.37,10.69,11.54,13.21,15.58,17.32,19.06,18.64,18.06,6.31,5.58,5.08,4.91,5.57,6.89,8.46,10.43,8.25,7.87,5.68,6.51,8.47,10.72,13.1,15.01,16.55,18.73,15.46,14.23,12.37
C648,National,Northern,Өвөрхангай,MN62,Баян-Өндөр,MN6201,"1-р баг, Бөмбий","1-р баг, Бөмбий",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,1.99,2.34,2.63,3.03,3.56,2.86,2.59,2.4
C649,National,Northern,Өвөрхангай,MN62,Баян-Өндөр,MN6201,"2-р баг, Батхаан","2-р баг, Батхаан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,3.15,3.62,4.16,4.33,4.71,3.94,3.76,2.96
C650,National,Northern,Өвөрхангай,MN62,Баян-Өндөр,MN6201,"3-р баг, Өвөр зүлэгт","3-р баг, Өвөр зүлэгт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,2.1,2.58,3.04,3.38,3.72,3.02,2.61,2.15
C651,National,Northern,Өвөрхангай,MN62,Баян-Өндөр,MN6201,"4-р баг, Хар тойром","4-р баг, Хар тойром",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1.54,2.13,2.32,2.47,2.83,2.56,2.53,2.07
C652,National,Northern,Өвөрхангай,MN62,Баян-Өндөр,MN6201,"5-р баг, Бумбат","5-р баг, Бумбат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,1.94,2.43,2.86,3.34,3.92,3.1,2.74,2.79
C653,National,Northern,Өвөрхангай,MN62,Богд,MN6219,Богд,,,Үхэр,4.33,3.73,3.96,4.26,4.76,5.01,5.5,5.9,6.43,6.6,6.23,5.88,6.55,6.76,5.24,4.65,4.6,4.44,4.6,5.06,5,4.81,4.35,4.82,5.81,6.4,5.67,5.57,5.54,6.11,3.42,2.72,1.24,1.36,1.46,1.46,1.48,1.72,1.88,2.16,1.79,1.99,2.26,2.72,3.14,3.51,4.17,5.2,5.61,6.15,3.99
C654,National,Northern,Өвөрхангай,MN62,Богд,MN6219,"1-р баг, Өлзийт хошуу","1-р баг, Өлзийт хошуу",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.09,1.17,1.33,1.5,1.84,2.09,2.32,1.77
C655,National,Northern,Өвөрхангай,MN62,Богд,MN6219,"2-р баг, Хөөвөр","2-р баг, Хөөвөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.65,0.74,0.74,0.94,1.15,1.06,1.06,0.73
C656,National,Northern,Өвөрхангай,MN62,Богд,MN6219,"3-р баг, Баян төхөм","3-р баг, Баян төхөм",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.25,0.33,0.39,0.44,0.67,0.79,0.89,0.44
C657,National,Northern,Өвөрхангай,MN62,Богд,MN6219,"4-р баг, Гүн-Ус","4-р баг, Гүн-Ус",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.1,0.13,0.16,0.18,0.25,0.31,0.4,0.27
C658,National,Northern,Өвөрхангай,MN62,Богд,MN6219,"5-р баг, Далан","5-р баг, Далан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.24,0.29,0.31,0.35,0.43,0.42,0.5,0.22
C659,National,Northern,Өвөрхангай,MN62,Богд,MN6219,"6-р баг, Ялаатай","6-р баг, Ялаатай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.09,0.12,0.17,0.19,0.23,0.27,0.29,0.22
