GID,ADM,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
G1114,Northern,Хөвсгөл,MN67,Баянзүрх,MN6729,Goat,9,9.42,9.43,7.79,8.33,8.4,7.81,8.74,9.47,9.67,10.18,10.71,11.93,12.9,13.91,13.48,13.79,13.9,14.47,15.17,16.53,16.76,17.92,19.88,24.12,26.91,30.43,34.52,35.65,32.35,30.26,23.73,26.59,32.41,36.42,36.69,44.72,52.48,62.48,67.88,56.58,61.02,66.02,62.47,68.84,73.8,84.07,91.69,103.68,113.73,108.33
G1120,Northern,Хөвсгөл,MN67,Бүрэнтогтох,MN6722,Goat,12.46,11.29,11.22,15.5,15.68,12.84,11.62,11.47,12.59,12.98,13.67,14.23,15.02,15.53,16.46,15.65,15.93,16.24,18.14,20.02,19.94,21.58,21.81,23.92,29.45,33.08,37.98,44.48,47.83,46.32,43.9,33.57,41.52,52.04,62.61,70.65,88.47,104.63,109.18,122.27,78.89,93.26,95.56,93.31,113.41,120.57,144.38,146.99,164.51,166.45,152.25
G1127,Northern,Хөвсгөл,MN67,Галт,MN6719,Goat,16.01,17.25,18.11,17.1,17.05,15,13.25,13.08,14.35,14.94,13.99,14.99,15.37,15.5,15.7,13.4,13.91,14.36,15.65,17.04,17.69,17.63,19.78,23,28.91,33.71,39.1,45.14,47.12,49.21,48.06,52.15,58.85,71.38,77.86,77.48,94.36,109.89,128.31,125.59,84.88,101.08,108.97,117.35,132.47,139.52,159.96,146.11,152.47,178.29,144.07
G1133,Northern,Хөвсгөл,MN67,Жаргалант,MN6725,Goat,8.9,9.23,10.25,9.49,9.42,8.54,7.66,6.36,7.59,8.41,8.23,8.95,9.09,9.51,9.87,8.3,8.48,9.22,8.59,9.44,10.29,9.66,11.07,13.97,18.92,21.05,23.39,25.65,28.73,28.63,23.65,18.31,23.18,31.23,33.58,37.03,47.63,57.04,68.68,61.86,47.74,57.32,60.94,61.17,69.12,67.38,76.56,76.57,84.94,91.15,77.4
G1139,Northern,Хөвсгөл,MN67,Их-Уул,MN6705,Goat,14.97,14.99,14.43,14.51,15.51,14.59,13.65,13.52,14.62,15.55,15.42,15.75,17.01,17.52,17.98,18.22,17.06,14.25,15.9,16.53,17.09,17.66,19.28,21.68,24.49,28,32.19,36.31,42.32,45.48,45.07,51.7,61.04,64.65,72.68,82.47,99.01,112.66,126.95,111.4,98.49,101.18,103.66,98.05,111.03,113.31,129.58,128.33,133.73,141.13,124.84
G1145,Northern,Хөвсгөл,MN67,Рашаант,MN6706,Goat,12.09,11.68,12.29,12.52,12.91,11.61,11.67,11.96,13.46,12.81,12.54,13.17,14.97,14.75,15.08,13.71,10.24,10.18,11.32,11.95,11.2,12.64,15.02,16.17,17.65,18.89,22.28,26.67,31.74,34.93,35.96,41.04,45.06,49.63,55.26,60.06,67.81,75.59,88.11,81.38,65.81,70.76,69.8,69.53,80.29,77.41,88.6,89.24,92.53,97.05,81.5
G1151,Northern,Хөвсгөл,MN67,Рэнчинлхүмбэ,MN6717,Goat,7.92,7.77,7.03,6.51,5.44,5.05,5.67,5.11,5.63,6.42,6.37,6.68,7.43,7.81,8.46,7.03,8.01,8.82,10.88,11.63,10.84,10.05,8.44,8.27,10.04,12.01,13.84,16.81,19.28,19.98,23.39,23.9,27.59,30.33,29.66,31.66,34.05,41.19,45.91,42.3,38.92,41.38,42.5,39.6,43.26,47.23,55.79,55.72,63.79,71.49,71.4
G1158,Northern,Хөвсгөл,MN67,Тариалан,MN6701,Goat,4.89,5.37,4.98,4.75,4.74,5.01,5.09,3.1,3.04,2.99,3.16,3.46,3.6,3.9,4.09,3.99,4.21,3.67,4.17,4.73,4.99,5.64,6.87,7.96,10.18,12.73,15.03,18.66,22.87,27.03,28.44,33.1,40.73,37.77,46.95,51.19,59.16,68.71,81.26,72.99,60.56,57.86,61.5,60.41,70.03,75.51,86.84,92.3,107.72,107.02,90.49
G1166,Northern,Хөвсгөл,MN67,Тосонцэнгэл,MN6711,Goat,17.65,16.64,14.93,14.71,15.49,14.23,13.99,13.06,13.74,13.52,13.51,13.83,15.3,15.92,16.47,16.19,15.07,15.35,18,19,18.69,17.67,18.51,20.07,23.03,26.3,29.01,34.3,39.57,41.99,41.9,46.9,53.18,57.59,63.96,71.77,90.23,102.94,116.44,109.67,90.1,99.06,97.97,93.19,106.8,108.04,126.4,132.08,138.65,151.19,132.8
G1172,Northern,Хөвсгөл,MN67,Төмөрбулаг,MN6716,Goat,21.04,21.58,21.99,27.03,29.83,26.49,24.58,26.75,29.85,31.52,31.64,33.4,35.05,34.86,35.5,33.85,33.46,33,34.68,37.89,38.1,36.66,38.58,39.85,41.5,40.26,45.27,51.44,54.33,55.35,56.87,53.95,62.17,70.02,75.71,86.99,107.72,130.9,141.04,136.15,100.27,111.5,116.11,119.8,137.54,140.97,164.28,173.01,183.67,191.3,174.39
G1178,Northern,Хөвсгөл,MN67,Түнэл,MN6709,Goat,6.26,6.3,5.71,11.63,12.13,11.92,11.18,11.17,11.82,11.41,12.65,12.89,14.16,12.93,13.27,12.24,11.41,9.6,9.44,10.06,10.92,11.86,12.82,12.77,14.61,18.28,18.16,21.67,25.21,27.63,28.14,29.56,34.35,41.96,50.09,52.42,61.68,68.66,79.26,76.5,61.27,66.02,68.11,60.82,73.25,79.93,98.5,108.86,121.84,126.62,120.2
G1185,Northern,Хөвсгөл,MN67,Улаан-Уул,MN6727,Goat,8.2,8.62,7.42,7.3,7.03,7.15,6.61,5.68,6.43,6.63,6.33,6.62,7.06,7.64,8.39,7.74,7.32,6.83,6.92,6.72,6.79,6.78,7.36,7.7,9.54,10.87,13.11,15.59,17.23,18.18,19.84,17.69,20.42,23.91,23.44,25.15,30.24,35.93,41.65,39.61,37.45,39.17,42.57,41.32,47.57,51.12,58.38,58.32,67.97,71.05,70.07
G1192,Northern,Хөвсгөл,MN67,Ханх,MN6707,Goat,0.69,0.73,0.73,0.7,0.64,0.73,0.59,0.74,0.87,0.07,0.09,0.11,0.13,0.11,0.11,0.1,0.14,0.19,0.19,0.21,0.28,0.3,1.68,1.66,1.69,1.95,2.14,2.72,3.39,3.96,4.81,5.32,6.64,7.46,7.45,8.19,9.98,12.15,12.41,13.26,10.63,10.48,9.21,7.5,8.81,9.73,11.96,12.47,14.35,16.38,16.61
G1196,Northern,Хөвсгөл,MN67,Цагааннуур,MN6726,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.03,0.06,0.19,0.26,0.28,0.34,0.42,0.55,0.75,1,1.34,1.6,1.47,1.86,2.14,2.6,2.49,2.44,2.53,3.16,3.6,4.32,3.21,3.02,3.52,3.69,3.34,4.02,4,5.09,4.62,6.06,6.85,8.09
G1199,Northern,Хөвсгөл,MN67,Цагаан-Уул,MN6730,Goat,12.27,12.35,12.43,17.72,17.5,15.32,12,13.56,15.12,15.18,14.51,15.05,15.53,16.25,17.57,18.19,19.7,20.52,20.51,21.46,20.77,20.37,22.1,24.36,31.7,37.34,44.21,51.94,55.31,56.85,54.95,31.29,38.95,49.86,60.55,69.38,87.03,103.45,116.37,121.48,82.48,97.22,101.65,100.52,115.91,120.4,137.51,139.95,148.59,153.12,140.98
G1206,Northern,Хөвсгөл,MN67,Цагаан-Үүр,MN6704,Goat,0.81,0.82,0.95,1.07,0.99,1.16,1.12,1.19,1.28,1.26,0.83,0.73,0.72,0.87,0.9,0.84,0.8,0.75,0.74,0.71,0.57,0.51,0.42,0.46,0.54,0.66,0.96,1.3,1.42,1.53,1.94,2.2,2.67,3.11,3.45,4.11,5.05,6.08,6.52,6.38,5.32,5.22,4.67,3.63,3.71,3.9,4,4.26,4.73,4.45,4.1
G1211,Northern,Хөвсгөл,MN67,Цэцэрлэг,MN6723,Goat,17.59,18.47,18.57,15.4,15.42,15.47,14.99,15.85,17.94,19.38,20.56,21.58,19.91,21.19,22.45,18.69,20.03,19.59,19.24,21.04,20.62,17.31,17.52,19.51,26.17,31.31,37.94,42.95,46.33,43.18,37.29,19.8,24.09,35.59,45.38,55.27,66.87,80.58,84.62,88.73,53.41,61.5,70.04,70.01,84.46,92.75,95.58,89.61,98.9,111.21,100.98
G1219,Northern,Хөвсгөл,MN67,Чандмань-Өндөр,MN6708,Goat,3.95,4.14,4.18,4.72,5.28,5.6,5.02,4.72,5.17,5.51,5.64,6.07,6.47,7,7.1,5,4.31,3.32,3.63,3.93,3.86,3.77,3.79,3.85,4.34,4.91,5.43,6.07,6.97,7.36,8.62,9.21,10.38,11.34,13.06,13.67,15.66,18.76,20.52,22.48,22.37,19.08,18.77,14.5,16.85,17.85,21.71,25.08,28.29,27.5,28.09
G1225,Northern,Хөвсгөл,MN67,Шинэ-Идэр,MN6724,Goat,8.33,8.49,9.21,9.58,10.11,9.98,7.92,8.07,8.76,8.52,8.69,9.44,9.99,10.06,10.43,10.66,11.16,11.92,12.01,12.61,12.54,11.78,12.3,12.72,16.23,19.78,21.83,24.46,25,25.14,25.62,23.1,27.23,30.88,35.37,40.76,48.62,57.88,61.66,54.58,40.3,47.21,72.47,71.28,54.02,53.76,58.13,53.13,53.22,58.53,49.31
G1230,Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,Goat,0.49,0.55,0.57,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0.46,0.48,0.51,0.46,0.64,0.92,1.07,1.32,1.71,2.09,2.59,3.21,4.03,5.01,5.58,6.65,8.27,9.91,12.45,15.24,16.99,20.66,23.52,27.07,27.61,21.89,18.49,19.89,18.75,21.77,24.36,28.4,33.86,39.16,39.83,36.95
G1238,Central,Төв,MN41,Зуунмод,MN4110,Goat,0,0,0,0,0,0.15,0.15,0.23,0.12,0.15,0.2,0.34,0.72,0.77,0.79,0.87,1.02,1.22,1.48,1.99,2.99,3.52,4.54,4.54,4.62,6.28,7.88,9.39,9.9,7.45,6.34,5.79,5.98,6.73,8.54,8.83,12.01,15.6,15.95,17.61,11.33,12.54,13.83,16.64,19.12,19.84,23.55,24.48,25.91,30.33,30.48
G1245,Central,Төв,MN41,Алтанбулаг,MN4113,Goat,9.38,8.19,9.03,9.8,9.56,8.79,7.45,5.82,6.63,6.86,6.07,6.75,7.62,7.52,7.76,7.79,7.97,7.77,9.38,11.37,12.78,14.41,15.64,15.64,15.03,20.61,26.04,32.44,33.98,38.63,35.94,27.73,32.62,32.03,38.1,45.65,58.1,66.18,70.37,80.5,51.01,63.71,69.8,80.27,94.91,99.62,103.08,108.28,109.23,117.87,117.65
G1250,Central,Төв,MN41,Аргалант,MN4118,Goat,0,0,0,0,0,0,0,0.22,0.34,0.32,0.35,0.69,0.6,0.67,0.74,1.01,0.99,1.11,1.12,1.32,2.07,3.7,5.08,6.55,8.45,12.96,12.81,14.79,15.66,15.78,13.65,11.86,13.39,14.97,17.75,17.84,22.81,28.19,33.7,41.18,21.16,27.6,27.23,29.7,32.58,32.34,29.8,26.3,26.24,31.94,32.97
G1253,Central,Төв,MN41,Архуст,MN4106,Goat,0.65,0.65,0,0,0,0,0.12,0.14,0.17,0.13,0.15,0.17,0.23,0.28,0.32,0.4,0.46,0.51,0.53,0.63,0.77,0.7,1.16,1.97,2.37,3.34,4.13,6.74,8.88,9.42,10.28,9.77,9.7,11.82,12.93,13.72,20.32,20.95,22.87,25.01,11.07,14.2,16.35,18.91,21.2,20.94,20.87,21.28,22.47,23.53,21.01
G1256,Central,Төв,MN41,Батсүмбэр,MN4112,Goat,0.62,0.53,0.43,0.58,0.52,0.44,0.43,0.41,0.4,0.38,0.21,0.24,0.38,0.37,0.48,0.42,0.28,0.52,0.48,0.57,0.88,1.05,1.64,2.54,4.37,5.16,7.01,10.32,12.55,9.31,12.36,13.25,17.22,16.31,12.61,13.6,17.81,23.9,31.42,32.37,21.04,20.76,17.87,16.97,17.89,17.03,17.41,16.29,14.62,17.06,19.77
G1261,Central,Төв,MN41,Баян,MN4107,Goat,7.15,6.69,7.24,7.74,8.26,8.31,6.33,5.14,6.09,7,6.16,6.79,7.15,6.01,5.69,5.4,5.69,5.25,5.12,5.46,5.7,5.07,6.24,7.64,6.7,8.09,10.19,11.93,14.58,13.97,12.1,6.05,7.02,9.4,11.58,15.96,19.82,21.51,22.52,33.29,17.43,21.43,25.71,29.07,37.2,44.68,48.49,53.36,53.5,50.9,47.34
G1265,Central,Төв,MN41,Баяндэлгэр,MN4103,Goat,3.61,12.35,3.88,4.06,4.29,4.37,3.7,3,3.14,2.98,3.17,3.76,4.07,4.26,4.45,4.49,4.9,4.94,5.12,5.43,5.37,4.24,4.7,5.67,6.78,9.38,10.79,13.11,14.73,11.83,12.05,13.49,16.51,18.69,18.97,19.66,23.97,27.78,33.37,40.75,34.89,38.13,40.58,42.51,48.2,52.42,58.7,56.1,60.31,67.64,69.44
G1268,Central,Төв,MN41,Баянжаргалан,MN4102,Goat,8.59,3.44,10.11,10.85,11.14,11.02,9.58,8.49,9.66,9.82,9.98,10.64,10.98,9.83,8.65,9.71,10.79,10.33,9.92,11.58,12.02,8.8,9.78,11.67,11.87,14.43,16.36,18.99,22.93,24.7,22.47,14.94,18.01,22.05,26.71,32.24,37.69,46.09,46.18,43.82,30.55,34.29,39.53,44.99,51.93,59.08,62.99,62.59,58.05,59.65,53.01
G1272,Central,Төв,MN41,Баян-Өнжүүл,MN4114,Goat,14.12,9.2,14.05,21.86,23.88,24.08,19.62,10.62,13.32,15.77,15.33,14.91,17.34,16.75,16.48,17.36,17.43,16.85,16.39,20.2,23.42,21.33,22.11,22.37,20.26,23.62,27.16,30.54,33.96,33.31,29.32,27.59,28.26,29.79,37.56,45.94,56.69,67.83,71.22,77.67,58.16,70.21,75.71,91.82,111.81,124.55,128.81,139.2,135.41,137.24,131.87
G1276,Central,Төв,MN41,Баянхангай,MN4121,Goat,0,0,0,0,0,0,0,0.13,0.27,0.25,0.33,0.36,0.6,0.81,0.95,1.02,1.13,1.22,1.28,1.57,1.87,2.85,3.4,3.61,4.51,6.39,6.1,6.48,9.81,10.75,14.07,14.65,15.71,15.21,15.43,18.15,23.08,28.2,36.15,40.23,29.32,33.15,31.41,31.62,34.71,34.08,31.58,28.81,30.2,35,35.67
G1279,Central,Төв,MN41,Баянцагаан,MN4108,Goat,16.86,15.22,15.86,0,21.2,23.25,21.97,12.29,17.41,21.42,18.83,18.65,20.75,17.29,17.56,17.8,16.8,14.26,12.56,14.46,15.19,14.31,15.81,17.25,18.54,23.44,27.97,32.91,39.61,38.44,26.36,18.55,20.74,29.47,34.7,41.48,46.54,51.3,49.73,55.56,27.1,35.34,43.79,55.43,69.58,85.39,94.04,103.36,93.55,101.62,101.95
G1285,Central,Төв,MN41,Баянцогт,MN4117,Goat,2.55,2.57,2.47,17.57,2.48,2.74,1.38,1.22,1.12,0.68,0.24,0.26,0.26,0.4,0.52,0.6,0.56,0.55,0.53,0.49,0.57,1.94,2.53,3.85,5.64,8.36,8.9,11.26,11.97,12.37,15.16,12.46,12.43,13.5,16.5,19.47,25,33.63,42.33,46.53,25.99,30.4,30.43,31.8,34.92,34.77,30.64,30,29.94,34.14,37.29
G1289,Central,Төв,MN41,Баянчандмань,MN4116,Goat,0.47,0.5,0.33,2.42,0.4,0.49,0.55,0.56,0.52,0.5,0.65,0.7,0.93,1.19,1.34,1.2,1.45,1.5,1.49,1.85,2.4,2.4,2.76,3.15,3.51,4.59,5.9,6.15,7.47,5.96,7.42,6.63,9.57,8.19,9.5,11.02,15.11,17.41,23.37,23.75,12.37,13.97,13.76,13.4,15.77,15,13.76,13.39,12.26,14.22,17.11
G1293,Central,Төв,MN41,Борнуур,MN4115,Goat,0.48,10.42,0.49,0.37,0.41,0.54,0.57,0.42,0.33,0.3,0.26,0.32,0.35,0.4,0.46,0.49,0.41,0.51,0.41,0.44,0.52,0.6,1.34,1.57,2.41,4.38,6.49,10.24,12.39,10.34,14.41,13.94,17.38,16.51,17.46,19.78,26.16,32.93,43.1,46.83,34.84,32.16,32.92,32.16,36.06,36.24,37.57,33.48,29.07,35.87,40.37
G1298,Central,Төв,MN41,Бүрэн,MN4126,Goat,10.31,8.85,11.64,0.4,19.6,19.41,13.82,10.32,13.03,15.7,16.39,16.92,18.6,16.91,15.54,14.25,14.45,13.72,13.55,15.18,14.79,13.91,14.1,14.2,15.47,19.65,23.68,28.22,33.49,32.48,24.88,26.53,27.3,30.54,35.06,41.79,53.09,66.1,63.3,76.26,64.97,72.11,85.69,92.63,108.12,113.91,113.03,123.59,113.7,114.65,94.65
G1304,Central,Төв,MN41,Дэлгэрхаан,MN4128,Goat,10,0.48,9.21,17.75,11.12,11.37,9.84,9.02,11.34,12.53,11.65,11.58,11.59,9.18,11.23,10.91,10.59,9.96,9.63,11.04,10.55,8.46,7.43,7.86,10.33,12.98,15.79,17.91,20.06,18.79,11.72,13.33,12.81,15.55,18.43,22.19,25.56,32.94,29.05,31.52,24.68,29.51,36.17,42.53,54.56,59.59,59.97,69.86,68.13,69.25,62.55
G1308,Central,Төв,MN41,Жаргалант,MN4120,Goat,0.6,3.39,0.31,10.28,0.25,0.24,0.22,0.2,0.15,0.14,0.12,0.15,0.21,0.34,0.38,0.35,0.4,0.44,0.46,0.61,0.72,1.52,2.34,3.03,3.86,5.24,6.82,8.98,11.61,13.59,17.78,16.34,21.2,14.26,15.73,18.62,25.32,37.59,51.14,54.64,46.75,46.55,45.42,48.21,53,52.73,53.33,45.25,45.71,58.34,66.92
G1313,Central,Төв,MN41,Заамар,MN4127,Goat,3.32,12.09,3.4,0.28,3.69,3.91,3.66,3.68,4.15,3.96,3.59,3.78,4.2,4.21,4.69,4.44,4.78,4.92,5.45,6.11,6.46,7.42,7.65,7.35,8.94,11.36,13.41,16.04,20.16,23.99,28.86,34.13,26.55,20.88,19.7,22.81,31.73,42.82,57.5,66.18,65.55,72.15,74.15,73.35,84.08,80.87,88.9,76.57,74.5,86.15,95.43
G1318,Central,Төв,MN41,Лүн,MN4124,Goat,13.77,1.35,12.42,3.44,14.91,14.77,12.96,9.88,10.45,2.76,2.77,3.19,3.7,4.46,4.7,4.75,4.84,4.94,4.91,5.49,6.46,7.85,8.82,9.87,10.9,14.45,17.28,21.14,28.18,29.65,33.32,33.35,35.78,29.62,30.53,35.24,44.65,57.93,71.36,78.15,67.55,75.82,72.91,72.96,86.56,88.87,86.15,79.87,75.5,89.59,92.78
G1322,Central,Төв,MN41,Мөнгөнморьт,MN4101,Goat,1.38,11.86,1.48,13.12,1.78,1.65,1.54,1.62,1.67,1.63,1.21,1.31,1.57,1.63,1.3,1.25,1.24,1.29,1.22,1.65,1.47,1.32,1.35,1.28,1.75,2.18,2.48,3.22,3.68,3.41,3.77,5.29,6.99,6.67,6.02,6.81,8.81,11.48,21.12,25.95,19.47,18.2,17.25,17.15,20.26,23.62,28.06,27.25,26.97,29.11,32.01
G1326,Central,Төв,MN41,Өндөрширээт,MN4125,Goat,11.29,4.24,13.07,1.59,13.52,14.73,13.07,10.39,12.86,14.13,13.83,12.32,13.17,11.45,10.97,10,9.79,9.52,10.57,12.84,13.31,12.16,12.45,12.38,12.76,15.32,16.83,20.17,23.67,23.93,23.14,25.79,25.92,22.86,23.23,28.04,34.58,45.37,54.56,62.11,56.15,60.06,66.58,64.24,75.37,78.44,79.96,76.1,80.14,91.22,79.02
G1331,Central,Төв,MN41,Сүмбэр,MN4119,Goat,0,0,0,0,0,0,0,0.07,0.11,0.13,0.13,0.16,0.26,0.35,0.44,0.42,0.52,0.55,0.62,0.58,0.53,0.83,1.07,1.14,1.82,2.12,3.15,4.05,5.82,4.97,6.83,5.21,6.86,5.61,5.41,6.51,8.92,12.51,16.13,15.82,12.64,12.74,12.26,13.28,15.09,13.74,15.14,13.4,12.77,18.05,18.91
G1334,Central,Төв,MN41,Сэргэлэн,MN4119,Goat,4.39,0.99,4.66,12.47,6.05,6.09,6.54,4.62,6.03,13.71,9.57,9.02,9.53,7.35,6.63,7.93,8.49,7.77,7.81,9.36,8.23,6.3,7.24,7.68,8.06,10.65,12.73,15.17,17.7,15.55,15.12,9.92,10.29,11.99,16.85,20.63,23.39,22.99,27.14,35.41,19.27,22.51,24.57,31.58,37.71,43.16,46.42,50.86,52.11,56.01,53.75
G1340,Central,Төв,MN41,Угтаалцайдам,MN4122,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.25,39.69,46.17,46.27,41.19,38.47,36.5,45.48,48.32
G1344,Central,Төв,MN41,Цээл,MN4123,Goat,0,0,0,0,0,0,0,0.48,0.56,0.62,0.69,0.88,1.06,1.15,1.15,1.34,1.51,1.57,1.81,2.2,2.1,2.97,3.47,3.48,4.61,5.76,7.76,9.96,12.41,13.58,16.48,17.29,18.69,10.74,9.43,12.15,18.23,27.56,39.21,44.89,38.16,36.57,38.33,40.3,45.47,46.83,49.24,40.89,40.63,49.8,57.14
G1350,Central,Төв,MN41,Эрдэнэ,MN4104,Goat,2.85,16.23,3.86,4.83,4.59,4.59,3.85,3.89,4.31,6.75,6.21,5.97,5.81,5.43,5.02,4.25,4.47,4.45,5.41,5.87,5.89,5.65,6.07,6.64,8.24,10,11.24,13.82,15.55,14.19,17.21,18.14,21.3,26.04,26.16,30.86,38.23,46.29,59.49,69.73,52.19,54.72,51.54,52.96,57.36,61.3,66.3,60.24,64.48,74.58,76.47
G1356,Central,Төв,MN41,Эрдэнэсант,MN4129,Goat,15.08,0.44,18.68,0.99,21.3,21.63,19.16,16.48,20.14,21.01,21.19,20.37,21.3,20.34,17.75,13.39,13.15,13.68,14.56,16.72,18.37,19.71,21.48,24.63,26.46,29.74,30.46,36.69,42.84,44.93,36.22,41.74,40.05,38.68,43.98,50.72,63.94,86.21,103.8,116.91,88.01,99.97,111.38,107.12,122.93,122.13,122.3,114.88,114.09,131.33,122.9
G1363,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.65,14.15,14.91,18.96,21.63,24.32,30.85,30.69,27.34,19.83,27.47,39.16,48.63,60.3,63.25,74.35,68.86,62.23,58.48,73.88,82.65,97.61,118,132.28,133.66,145.49,135.21,142.68,139.79
G1370,Central,Говьсүмбэр,MN42,Баянтал,MN4204,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.94,0.7,1.04,1.26,2.31,2.77,3.66,4.65,4.97,4.07,1.84,2.63,3.39,4.67,6.59,9.95,12.54,12.77,14.22,8.47,11.83,15.03,18.42,22.92,25.47,24.35,27.52,25.88,26.14,25.06
G1373,Central,Говьсүмбэр,MN42,Шивээговь,MN4203,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.46,2.63,3.8,4.73,5.7,6.19,6.46,6.49,5.46,7.34,10.64,11.91,13,10.85,10.88,11.05,11.74,9.95,11.41,13.2,15.14,20.06,21.23,19.3,22.07,22.63,25.39,27.59
G1377,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,Goat,0.42,0.46,0.52,0.56,0.63,0.63,0.5,0.45,0.38,0.35,0.21,0.29,0.31,0.43,0.88,0.5,0.47,0.51,0.5,0.55,1.23,1.81,2.13,2.67,3.41,4.68,5.36,4.3,6.57,7.43,8.3,7.99,9.85,8.5,8.02,7.48,8.33,8.43,10.4,10.93,4.62,5.09,6.42,4.78,5.79,5.23,6.57,7.24,7.74,7.95,8.42
G1386,Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,Goat,0.15,0.17,0.17,0.24,0.22,0.25,0.25,0.26,0.25,0.24,0.21,0.22,0.23,0.25,0.22,0.22,0.21,0.26,0.29,0.35,0.37,0.51,0.75,0.87,1.2,1.63,2.51,3.32,3.11,3.97,5.85,5.67,9.37,9.11,8.45,8.55,12.01,16.69,21.94,20.85,9.94,9.33,10.74,9.34,10.89,12.73,13.22,14.69,17.49,21.33,23.83
G1390,Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,Goat,3.73,3.85,4.15,4.41,4.58,5.58,5.29,4.77,4.19,4.64,4.34,4.19,4.34,4.58,3.32,2.98,2.91,3.01,3.24,3.67,3.26,3.56,4.22,5.27,6.83,9,9.39,11.6,14.3,16.87,17.74,19.83,21.07,19.04,21.08,24.01,30.64,47.96,67.34,66.77,44.33,52.15,54.27,49.18,53.83,56.74,62.13,57.34,56.28,60.55,66.5
G1394,Central,Сэлэнгэ,MN43,Баянгол,MN4306,Goat,0.56,0.49,0.43,0.7,0.43,0.63,0.55,0.59,0.55,0.48,0.41,0.46,0.54,0.61,0.66,0.74,0.88,0.88,0.96,1.08,1.29,1.79,2.25,2.3,3.47,4.68,5.54,8.05,10.31,10.29,12.67,12.47,18.76,17.19,18.15,21.15,28.63,38.95,55.09,60.54,42.09,40.22,39.99,40.96,44.03,41.36,44.02,41.02,43.08,52.33,57.18
G1398,Central,Сэлэнгэ,MN43,Ерөө,MN4301,Goat,2.03,2.09,2.31,2.75,2.61,2.67,2.13,0.26,0.29,0.35,0.27,0.23,0.27,0.24,0.22,0.15,0.1,0.11,0.15,0.17,0.22,0.29,0.39,0.59,1.16,1.62,2.27,3.1,3.79,4.97,5.93,9.05,13.4,13.47,13.37,16.74,19.43,25.9,32.35,34.07,22.67,22.38,22.02,20.06,23.56,22.95,25.7,21.34,24.61,30,34.94
G1402,Central,Сэлэнгэ,MN43,Жавхлант,MN4305,Goat,0,0,0,0,0,0,0,2.37,2.5,2,1.59,1.8,1.72,1.62,1.72,1.97,1.95,2.22,2.42,2.48,2.35,2.52,2.48,2.54,3.38,4.58,5.39,5.41,6.88,7.38,8.69,12.83,24.26,22.43,22.25,22.23,25.47,35.74,47.77,54.83,28.64,33.78,31.81,30.66,34.24,33.17,34.51,28.48,31.69,36.29,40.22
G1405,Central,Сэлэнгэ,MN43,Зүүнбүрэн,MN4309,Goat,2.59,2.82,3.3,3.08,3.43,3.77,3.62,4.05,4.6,4.94,4.58,5,5.37,5.58,5.21,5.13,4.86,2.11,2.11,2.19,2.47,2.47,2.65,3.22,4,4.32,4.57,3.94,5.42,6.38,7.78,9.15,9.81,9.04,9.48,9.04,12.61,16.34,27.86,25.36,19.86,21.68,25.72,22.73,25.01,22.77,24.46,23.24,26.72,30.75,36.04
G1409,Central,Сэлэнгэ,MN43,Мандал,MN4303,Goat,2.82,3.06,2.93,2.93,3.21,1.49,1.23,0.42,0.35,0.31,0.29,0.29,0.36,0.37,0.32,0.44,0.42,0.39,0.43,0.46,0.49,0.57,0.83,1.03,6.89,8.32,10.59,11.96,14.08,17.05,20.36,17.98,21.65,20.59,20.73,24.26,30.31,39.81,49.68,52.88,33.91,36.35,34.13,35.53,36.61,33.08,32.12,30.21,28.25,36.81,42.95
G1419,Central,Сэлэнгэ,MN43,Орхон,MN4314,Goat,0.25,0.27,0.26,0.39,0.31,0.38,0.46,0.29,0.32,0.33,0.36,0.48,0.53,0.59,0.66,0.7,0.69,0.74,0.77,1.02,1.46,1.8,2.38,2.55,3.53,4.14,4.44,5.68,7.03,8.49,8.03,8.88,11.79,7.52,7.34,9.7,14.76,21.39,39.03,38.53,35.42,36.07,34.14,33.14,37.11,34.64,41,39.58,38.15,43.18,45.28
