HID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
H1231,National,Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,"1-р баг, Бөөрөлж","1-р баг, Бөөрөлж",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4,1.58,1.6,1.94,2.19,2.6,2.86,2.81
H1232,National,Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,"2-р баг, Булган тал","2-р баг, Булган тал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.18,1.39,1.59,1.73,1.96,2.14,2.2,2.07
H1233,National,Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,"3-р баг, Зэрлэг","3-р баг, Зэрлэг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.92,0.95,1,1.12,1.28,1.45,1.45,1.43
H1234,National,Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,"4-р баг, Дуурга","4-р баг, Дуурга",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.37,0.36,0.44,0.46,0.51,0.65,0.64,0.71
H1235,National,Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,"5-р баг, Удган","5-р баг, Удган",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.45,0.45,0.48,0.59,0.72,0.79,0.92,0.91
H1236,National,Central,Central,Central,Төвийн бүс,,Төвийн бүс,,Адуу,571.44,544.19,544.74,518.57,561.73,571.89,557.9,522.2,525.9,528.86,495.36,476.81,492.65,473.62,466.92,464.66,470.05,474.29,492.26,528.7,542.35,555.92,543.07,529.42,567.8,640.72,690.81,743.8,814.7,836.29,651.79,519.3,481.71,457.54,476.97,477.26,463.94,491.44,487.94,517.11,445.02,497.35,553.22,630.21,732.2,805.32,854.36,902.3,876.65,957.22,959.24
H1237,National,Central,Төв,MN41,Төв,,Төв,,Адуу,180.83,178.98,170.11,159.06,167.12,178.39,166.15,152.94,152.95,154.99,152.9,153.38,158.54,157.24,154.19,156.52,163.48,170.57,180.82,195.75,203.26,210.34,205.37,207.29,220.07,247.31,261.57,280.33,302.7,303.64,249.52,192.68,185.77,165.16,169.23,179.44,197.87,215,212.73,233.07,199.84,222.97,246.66,283.64,330.97,360.8,382.6,375.56,341.37,371.43,364.71
H1238,National,Central,Төв,MN41,Зуунмод,MN4110,Зуунмод,,Адуу,,,,,,0.57,0.63,0.92,0.22,0.23,0.27,0.3,0.79,0.72,0.69,0.9,1.53,1.75,2.21,2.99,3.9,4.69,4.36,3.54,3.58,5.34,5.76,6.11,6.42,4.16,2.55,2.11,1.66,1.62,1.97,2.08,2.91,3.12,3.27,3.41,3.34,3.93,4.77,5.73,6.45,7.71,9.32,10.06,9.47,10.47,10.38
H1239,National,Central,Төв,MN41,Зуунмод,MN4110,"1-р баг, Номт","1-р баг, Номт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,1.1,1.12,1.47,1.65,1.72,1.64,2.03,1.92
H1240,National,Central,Төв,MN41,Зуунмод,MN4110,"2-р баг, Ланс","2-р баг, Ланс",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.89,0.9,1.12,1.21,1.56,1.24,1.37,1.33
H1241,National,Central,Төв,MN41,Зуунмод,MN4110,"3-р баг, Баянхошуу","3-р баг, Баянхошуу",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.83,0.72,0.78,1.06,0.97,0.88,1.1,1.07
H1242,National,Central,Төв,MN41,Зуунмод,MN4110,"4-р баг, Зүүндэлгэр","4-р баг, Зүүндэлгэр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.17,1.48,1.84,2.3,2.49,2.4,2.66,2.64
H1243,National,Central,Төв,MN41,Зуунмод,MN4110,"5-р баг, Нацагдорж","5-р баг, Нацагдорж",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.49,0.84,0.78,1.03,1.14,1.16,1.15,1.22
H1244,National,Central,Төв,MN41,Зуунмод,MN4110,"6-р баг, Баруун зуунмод","6-р баг, Баруун зуунмод",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.26,1.4,1.72,2.07,2.17,2.16,2.17,2.21
H1245,National,Central,Төв,MN41,Алтанбулаг,MN4113,Алтанбулаг,,Адуу,10.09,6.5,10.02,9.57,10.29,11.35,10.47,8.97,8.7,8.72,8.44,8.73,8.9,9.14,9.14,9.12,9.45,9.44,10.07,10.74,11.27,10.74,11.87,12.26,12.87,15.35,16.78,18.69,20.18,22.59,19.56,12.6,13.01,11.4,14.1,15.5,17.58,17.39,16.92,17.61,13.08,15.44,16.94,19.63,23.43,25.13,25.78,25.69,22.83,23.96,24.44
H1246,National,Central,Төв,MN41,Алтанбулаг,MN4113,"1-р баг, Сумт","1-р баг, Сумт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.83,1.94,2.33,2.4,2.33,2.04,2.29,2.41
H1247,National,Central,Төв,MN41,Алтанбулаг,MN4113,"2-р баг, Аргал","2-р баг, Аргал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81,6.34,7.97,9.02,9.48,10.01,8.8,9.27,9.71
H1248,National,Central,Төв,MN41,Алтанбулаг,MN4113,"3-р баг, Алтан-Овоо","3-р баг, Алтан-Овоо",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,6.16,7.25,7.76,7.82,7.5,6.75,6.94,6.97
H1249,National,Central,Төв,MN41,Алтанбулаг,MN4113,"4-р баг, Замт","4-р баг, Замт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,5.3,6.27,6.02,6.08,5.85,5.25,5.45,5.36
H1250,National,Central,Төв,MN41,Аргалант,MN4118,Аргалант,,Адуу,,,,,,,,1.05,1.19,1.28,1.5,1.66,1.58,1.12,1.12,1.22,1.35,1.48,1.71,2,2.55,5.87,5.32,5.16,6.52,8.28,6.55,5.95,6.53,6.05,4.58,3.59,3.25,3.95,4.02,3.55,4.1,4.7,4.84,6.21,4.15,5.04,6.04,6.89,7.83,8.49,8.84,7.67,7.43,7.97,8.1
H1251,National,Central,Төв,MN41,Аргалант,MN4118,"1-р баг, Аргалын уул","1-р баг, Аргалын уул",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,1.3,1.55,1.58,1.63,1.56,1.41,1.61,1.67
H1252,National,Central,Төв,MN41,Аргалант,MN4118,"2-р баг, Хөшөөт","2-р баг, Хөшөөт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,5.59,6.28,6.9,7.21,6.11,6.03,6.36,6.43
H1253,National,Central,Төв,MN41,Архуст,MN4106,Архуст,,Адуу,3.62,3.62,,,,,0.97,0.98,1.08,1.14,1.19,1.25,1.29,1.43,1.5,1.56,1.75,2.05,2.37,2.65,3.01,3.15,3.5,4.11,4.6,5.13,5.62,6.8,6.25,5.9,5.18,3.19,2.92,3.44,3.83,3.56,4.99,4,3.73,3.85,2.33,3.07,3.25,3.9,5.26,4.97,5.14,5.38,5.89,6.54,5.96
H1254,National,Central,Төв,MN41,Архуст,MN4106,"1-р баг, Ноён шанд","1-р баг, Ноён шанд",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,1.93,2.15,2.03,2.05,2.09,2.42,2.51,2.08
H1255,National,Central,Төв,MN41,Архуст,MN4106,"2-р баг, Нарст","2-р баг, Нарст",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,1.97,3.11,2.94,3.09,3.29,3.46,4.03,3.88
H1256,National,Central,Төв,MN41,Батсүмбэр,MN4112,Батсүмбэр,,Адуу,3.43,3.45,3.31,3.21,3.43,3.69,3.48,2.93,2.78,2.8,2.77,2.78,2.84,2.87,2.85,3.27,3.03,3.56,3.68,4.12,4.46,5.43,5.64,5.92,6.6,6.62,6.83,7.2,7.44,5.77,6.09,6.69,7.52,6.63,5.67,4.93,4.91,5.29,6.1,6.38,6.2,6.28,5.93,6.17,6.34,6.46,7.04,7.15,7.48,8.38,9.86
H1257,National,Central,Төв,MN41,Батсүмбэр,MN4112,"1-р баг, Мандал","1-р баг, Мандал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.42,1.52,1.32,1.61,1.78,1.89,2.12,2.49
H1258,National,Central,Төв,MN41,Батсүмбэр,MN4112,"2-р баг, Цогт-Өндөр","2-р баг, Цогт-Өндөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,1.61,1.69,1.88,2.2,2.14,2.09,1.93,2.22
H1259,National,Central,Төв,MN41,Батсүмбэр,MN4112,"3-р баг, Баянгол","3-р баг, Баянгол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.97,1.01,1.08,1.18,1.3,1.48,1.79,1.98
H1260,National,Central,Төв,MN41,Батсүмбэр,MN4112,"4-р баг, Үдлэг","4-р баг, Үдлэг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.17,2.12,2.18,2.06,1.93,2.02,2.55,3.17
H1261,National,Central,Төв,MN41,Баян,MN4107,Баян,,Адуу,11.48,11.08,11.17,10.86,11.69,12.55,11.38,10.67,10.87,10.9,10.71,10.86,11.18,9.8,9.47,9.75,10.37,10.94,11.37,12.1,12.79,12.81,12.9,13.31,11.65,12.04,12.89,14.3,15.84,16.45,12.85,4.66,4.62,5.25,5.85,7.14,8.02,6.99,4.89,6.22,4.99,5.81,7.39,8.91,11.48,14.63,16.22,17.34,16.41,15.69,15.66
H1262,National,Central,Төв,MN41,Баян,MN4107,"1-р баг, Цант","1-р баг, Цант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,3.44,4.03,4.52,5.11,6.41,6.17,5.77,5.92
H1263,National,Central,Төв,MN41,Баян,MN4107,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,3,4.48,5.71,5.93,5.96,5.39,5.51,5.49
H1264,National,Central,Төв,MN41,Баян,MN4107,"3-р баг, Цавчир","3-р баг, Цавчир",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.48,2.97,4.4,5.18,4.96,4.85,4.41,4.25
H1265,National,Central,Төв,MN41,Баяндэлгэр,MN4103,Баяндэлгэр,,Адуу,5.43,12.86,5.35,5.35,5.44,5.99,5.7,5.18,5.15,5.14,5.09,5.15,5.07,4.98,4.8,4.98,5.25,5.43,5.89,6.19,6.25,5.75,5.46,5.76,6.18,7.83,7.61,7.7,7.86,6.93,6.65,6.26,6.64,6.86,6.9,7.19,7.38,7.82,8.02,8.42,8.03,8.95,10.2,11.65,13.18,13.99,15.52,14.91,15.32,15.96,15.47
H1266,National,Central,Төв,MN41,Баяндэлгэр,MN4103,"1-р баг, Байдлаг","1-р баг, Байдлаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4.78,5.38,5.47,6.24,6.36,6.03,6.43,6.57
H1267,National,Central,Төв,MN41,Баяндэлгэр,MN4103,"2-р баг, Галуут","2-р баг, Галуут",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,6.87,7.8,8.52,9.28,8.55,9.29,9.53,8.89
H1268,National,Central,Төв,MN41,Баянжаргалан,MN4102,Баянжаргалан,,Адуу,9.76,5.24,9.62,9.12,9.75,10.23,9.46,8.78,8.91,9.18,9.24,9.36,9.34,8.82,8.04,8.28,8.77,9.06,8.88,9.47,9.82,9.83,9.12,9.14,9.4,10.16,10.7,11.55,12.92,14.14,11.84,6.69,7.17,8.49,9.84,11.43,12.11,12.32,9.83,7.41,6.36,7.13,8.38,10.7,13.45,15.64,18.08,18.44,16.25,16.93,15.65
H1269,National,Central,Төв,MN41,Баянжаргалан,MN4102,"1-р баг, Жаргалант","1-р баг, Жаргалант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,3.09,3.67,4.32,4.76,4.56,4.34,4.07,3.58
H1270,National,Central,Төв,MN41,Баянжаргалан,MN4102,"2-р баг, Улаан ухаа","2-р баг, Улаан ухаа",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,4.19,5.01,5.37,6.18,6.36,5.76,6.16,5.78
H1271,National,Central,Төв,MN41,Баянжаргалан,MN4102,"3-р баг, Эрдэнэ","3-р баг, Эрдэнэ",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,3.42,4.78,5.95,7.13,7.53,6.15,6.7,6.29
H1272,National,Central,Төв,MN41,Баян-Өнжүүл,MN4114,Баян-Өнжүүл,,Адуу,13.07,9.9,12.52,16.44,17.74,19.42,17.57,15.12,14.49,14.72,14.55,14.26,14.95,14.93,12.69,12.5,12.6,12.71,13.38,14.38,15.81,14.92,15.29,14.3,14.47,15.48,17.76,20.11,22.06,22.93,15.44,12.53,11.93,10.23,12.05,14.03,15.66,16.77,14.4,14.69,10.84,12.65,14.16,17.2,20.33,22.96,23.45,25.02,20.77,21.73,20.58
H1273,National,Central,Төв,MN41,Баян-Өнжүүл,MN4114,"1-р баг, Бараат","1-р баг, Бараат",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,5.28,7,8.14,8.41,9.29,7.72,8.12,7.9
H1274,National,Central,Төв,MN41,Баян-Өнжүүл,MN4114,"2-р баг, Цээл","2-р баг, Цээл",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06,6.78,7.19,8.11,8.33,8.62,7.27,7.35,6.68
H1275,National,Central,Төв,MN41,Баян-Өнжүүл,MN4114,"3-р баг, Бүрд","3-р баг, Бүрд",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,5.15,6.14,6.71,6.71,7.12,5.79,6.27,6
H1276,National,Central,Төв,MN41,Баянхангай,MN4121,Баянхангай,,Адуу,,,,,,,,0.91,0.96,0.98,0.99,1.19,1.26,1.46,1.47,1.67,1.7,1.82,1.96,2.27,2.57,4.43,3.27,3.29,4.01,4.89,4.11,4.47,4.95,5.39,4.88,3.88,3.64,3.84,3.13,2.91,3.26,3.81,4.73,5,4.51,5.04,5.33,5.84,6.18,6.15,6.02,5.65,5.57,5.69,5.53
H1277,National,Central,Төв,MN41,Баянхангай,MN4121,"1-р баг, Найрамдал","1-р баг, Найрамдал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.49,2.54,2.47,2.39,2.16,2.05,2.23,2.21
H1278,National,Central,Төв,MN41,Баянхангай,MN4121,"2-р баг, Хөшөөт","2-р баг, Хөшөөт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,3.35,3.64,3.68,3.62,3.5,3.52,3.46,3.32
H1279,National,Central,Төв,MN41,Баянцагаан,MN4108,Баянцагаан,,Адуу,16.11,15.93,15.16,,14.89,16.64,15.64,13.49,13.51,13.99,13.85,13.79,13.57,11.8,11.1,10.67,11.28,11.91,12.6,13.82,14.33,14.18,13.96,12.96,13.43,15.97,17.52,20.13,22.51,24.35,16.32,7.26,7.29,8.14,9.09,9.85,9.97,8.9,6.22,6.68,4.89,6.08,7.4,10.26,13.76,17.69,19.72,21.68,19.92,21.6,21.7
H1280,National,Central,Төв,MN41,Баянцагаан,MN4108,"1-р баг, Өлзийт","1-р баг, Өлзийт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,3.01,4.07,5.34,6.08,7.1,6.01,6.63,6.85
H1281,National,Central,Төв,MN41,Баянцагаан,MN4108,"2-р баг, Баян айраг","2-р баг, Баян айраг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,2.46,3.36,4.33,4.46,4.5,4.48,4.77,4.75
H1282,National,Central,Төв,MN41,Баянцагаан,MN4108,"3-р баг, Гурван түрүү","3-р баг, Гурван түрүү",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,2.32,3.18,4.24,4.98,5.21,5.24,5.53,5.55
H1283,National,Central,Төв,MN41,Баянцагаан,MN4108,"4-р баг, Алтат","4-р баг, Алтат",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,1.82,2.47,2.93,3.19,3.9,3.3,3.79,3.74
H1284,National,Central,Төв,MN41,Баянцагаан,MN4108,"5-р баг, Зогсоол","5-р баг, Зогсоол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.66,0.68,0.85,1,0.97,0.88,0.88,0.81
H1285,National,Central,Төв,MN41,Баянцогт,MN4117,Баянцогт,,Адуу,4.65,5.04,4.28,13.84,4.53,4.5,4.75,4.32,3.76,3.81,3.29,3.48,3.42,3.5,3.78,3.03,3.06,3.04,3.18,3.53,4.03,6.81,6.89,6.8,7.68,9.15,8.2,7.06,7.07,7,6.59,5.86,5.52,4.9,6.06,5.56,6.1,7.22,8.27,8.31,6.26,6.99,7.58,8.34,8.74,9.11,9.46,8.82,8.32,9.55,9.86
H1286,National,Central,Төв,MN41,Баянцогт,MN4117,"1-р баг, Гуна","1-р баг, Гуна",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,3.24,3.57,3.66,3.99,3.52,3.41,3.8,4.29
H1287,National,Central,Төв,MN41,Баянцогт,MN4117,"2-р баг, Сарлаг","2-р баг, Сарлаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,3.55,3.49,3.79,3.72,3.54,3.16,3.46,3.39
H1288,National,Central,Төв,MN41,Баянцогт,MN4117,"3-р баг, Даргиат","3-р баг, Даргиат",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.55,1.69,1.66,1.75,1.76,1.75,2.3,2.18
H1289,National,Central,Төв,MN41,Баянчандмань,MN4116,Баянчандмань,,Адуу,2.51,2.84,2.31,4.7,2.74,2.96,2.31,2.21,2.52,2.43,2.28,2.34,2.75,2.94,3.02,3.19,3.11,3.32,3.11,3.41,3.55,3.95,4.18,4.34,4.41,4.43,4.14,3.52,3.51,3.04,3.11,2.87,2.88,2.43,2.87,2.75,2.9,3.28,3.56,4.04,2.61,2.97,3.11,3.78,4.35,4.45,4.64,4.19,4.16,4.76,5.54
H1290,National,Central,Төв,MN41,Баянчандмань,MN4116,"1-р баг, Чандмань","1-р баг, Чандмань",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.27,0.35,0.43,0.48,0.39,0.55,0.65,0.78
H1291,National,Central,Төв,MN41,Баянчандмань,MN4116,"2-р баг, Замт","2-р баг, Замт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.4,0.49,0.64,0.71,0.67,0.64,0.9,1.05
H1292,National,Central,Төв,MN41,Баянчандмань,MN4116,"3-р баг, Эрдэнэ","3-р баг, Эрдэнэ",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,3.11,3.5,3.38,3.45,3.13,2.96,3.22,3.71
H1293,National,Central,Төв,MN41,Борнуур,MN4115,Борнуур,,Адуу,2.93,7.93,2.82,2.49,3.08,3.34,3.09,2.88,2.81,2.81,2.52,2.21,2.35,2.51,2.65,2.81,3.05,3.13,3.19,3.66,4.06,4.47,4.87,4.42,4.44,4.73,5.16,5.86,6,5.53,5.59,4.97,5.06,4.21,4.19,4.03,4.8,5.05,5.92,6.51,6.64,6.82,6.93,7.72,8.74,9.25,10.44,9.95,8.99,10.82,11.43
H1294,National,Central,Төв,MN41,Борнуур,MN4115,"1-р баг, Өгөөмөр","1-р баг, Өгөөмөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.96,1.22,1.29,1.51,1.46,1.29,1.55,1.8
H1295,National,Central,Төв,MN41,Борнуур,MN4115,"2-р баг, Мандал","2-р баг, Мандал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.79,0.89,0.99,1.05,1.06,0.93,0.97,0.94
H1296,National,Central,Төв,MN41,Борнуур,MN4115,"3-р баг, Бичигт","3-р баг, Бичигт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.64,2.93,2.99,3.35,3.25,3.36,4.06,4.21
H1297,National,Central,Төв,MN41,Борнуур,MN4115,"4-р баг, Нарт","4-р баг, Нарт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,3.33,3.7,3.98,4.53,4.18,3.41,4.24,4.47
H1298,National,Central,Төв,MN41,Бүрэн,MN4126,Бүрэн,,Адуу,7.73,8.61,7.77,2.93,13.86,15.47,14.79,13.39,14.02,15.09,15.29,15.23,16.46,17.64,17.01,17.76,18.74,19.59,21.41,22.73,21.57,20.4,16.7,15.9,16.56,19.01,22.31,24.16,26.99,26.93,18.26,16.93,16.39,11.24,12.12,13.39,15.11,16.8,14.19,15.38,10.67,12.07,14.3,16.56,20.56,22.83,23.5,25.19,19.39,20.9,17.33
H1299,National,Central,Төв,MN41,Бүрэн,MN4126,"1-р баг, Төхөм","1-р баг, Төхөм",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.94,1.19,1.37,1.43,1.6,1.3,1.46,1.37
H1300,National,Central,Төв,MN41,Бүрэн,MN4126,"2-р баг, Баянцогт","2-р баг, Баянцогт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,4.7,5.81,6.42,6.59,6.55,4.93,5.44,4.59
H1301,National,Central,Төв,MN41,Бүрэн,MN4126,"3-р баг, Монгол","3-р баг, Монгол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,3,3.62,3.96,4.38,4.96,3.96,4.26,3.31
H1302,National,Central,Төв,MN41,Бүрэн,MN4126,"4-р баг, Эрдэнэхангай","4-р баг, Эрдэнэхангай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.51,5.45,6.08,5.96,6.13,4.42,4.66,3.85
H1303,National,Central,Төв,MN41,Бүрэн,MN4126,"5-р баг, Өнжүүл","5-р баг, Өнжүүл",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,3.41,4.5,5.01,5.15,5.94,4.79,5.08,4.21
H1304,National,Central,Төв,MN41,Дэлгэрхаан,MN4128,Дэлгэрхаан,,Адуу,8.77,2.23,8.3,12.4,7.95,8.71,8.12,7.39,7.32,7.56,7.3,6.25,6.35,6.07,8.62,8.88,9.11,9.02,9.5,10.35,10.18,8.66,5.34,5.35,6.42,7.71,9,9.81,10.34,10.03,5.45,5.52,4.33,3.78,4.05,4.41,5.44,6.77,5.01,5.46,4.26,5.07,6.28,7.61,9.75,11.08,12.79,15.41,14.8,14.34,11.84
H1305,National,Central,Төв,MN41,Дэлгэрхаан,MN4128,"1-р баг, Тарган","1-р баг, Тарган",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.44,3.58,4.1,4.68,5.58,5.3,5.15,3.92
H1306,National,Central,Төв,MN41,Дэлгэрхаан,MN4128,"2-р баг, Дуут-Хуримт","2-р баг, Дуут-Хуримт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,2.2,2.52,2.79,2.99,3.48,4.12,3.48,3.12
H1307,National,Central,Төв,MN41,Дэлгэрхаан,MN4128,"3-р баг, Давст","3-р баг, Давст",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,2.97,3.65,4.19,5.13,6.35,5.38,5.72,4.8
H1308,National,Central,Төв,MN41,Жаргалант,MN4120,Жаргалант,,Адуу,2.19,4.32,2.13,7.4,2.43,2.35,2.58,2.07,2.09,2.08,2.1,2.21,2.31,2.42,2.61,2.76,3.12,3.32,3.55,3.35,3.68,4.31,4.77,5.44,5.1,5.37,5.6,5.83,6.15,6.8,7.01,6.97,6.74,4.57,4.4,3.7,3.87,5.21,6.02,6.98,7.17,7.94,7.98,8.68,9.08,9.42,10.08,9.52,9.39,11.09,13.01
H1309,National,Central,Төв,MN41,Жаргалант,MN4120,"1-р баг, Буурал","1-р баг, Буурал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,2.29,2.94,3.04,3.13,3,2.72,3.26,4.39
H1310,National,Central,Төв,MN41,Жаргалант,MN4120,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,2.48,2.6,2.68,3.16,2.73,2.88,3.34,3.82
H1311,National,Central,Төв,MN41,Жаргалант,MN4120,"3-р баг, Баянбулаг","3-р баг, Баянбулаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.47,1.31,1.5,1.55,1.69,1.65,1.94,2.27
H1312,National,Central,Төв,MN41,Жаргалант,MN4120,"4-р баг, Загдал","4-р баг, Загдал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,2.45,2.23,2.19,2.24,2.1,2.14,2.55,2.53
H1313,National,Central,Төв,MN41,Заамар,MN4127,Заамар,,Адуу,4.2,6.37,4.15,2.35,4.51,4.85,4.89,4.31,4.29,4.25,4.14,4.16,4.21,4.48,4.72,4.88,5.09,5.35,5.58,6.01,6.16,6.49,6.68,6.7,7.21,8.3,9.3,10.55,11.07,11.9,11.5,10.63,8.46,6.55,4.94,5.13,5.66,6.61,8.43,9.74,11.1,12.47,13.79,15.35,17.62,17.85,20.36,18.09,15.45,17.97,19.12
H1314,National,Central,Төв,MN41,Заамар,MN4127,"1-р баг, Тосон","1-р баг, Тосон",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,5.02,5.65,5.61,6.8,5.69,4.93,6.09,6.39
