HID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
H1315,National,Central,Төв,MN41,Заамар,MN4127,"2-р баг, Төмстэй","2-р баг, Төмстэй",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13,4.35,5.04,5.37,5.72,5.15,4.44,5.13,5.16
H1316,National,Central,Төв,MN41,Заамар,MN4127,"3-р баг, Хайлааст","3-р баг, Хайлааст",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,3.63,4.08,4.24,5.05,4.92,3.9,4.26,4.93
H1317,National,Central,Төв,MN41,Заамар,MN4127,"4-р баг, Төв","4-р баг, Төв",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,2.35,2.85,2.62,2.79,2.34,2.17,2.49,2.64
H1318,National,Central,Төв,MN41,Лүн,MN4124,Лүн,,Адуу,6.64,5.68,5.99,4.25,5.42,5.47,5.06,4.58,4.71,4.55,4.66,4.73,4.97,5.4,5.66,5.4,5.65,6.15,6.68,7.42,8.12,8.82,9.21,9.59,10.14,10.59,11.2,12.02,13.93,14.76,13.94,11.48,11.67,9.44,8.49,8.7,9.23,10.52,12.43,14.17,12.62,14.07,14.44,15.56,17.76,18.58,16.65,14.62,12.32,14.06,14
H1319,National,Central,Төв,MN41,Лүн,MN4124,"1-р баг, Цагаан уул","1-р баг, Цагаан уул",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31,5.57,6.38,6.67,6.47,5.89,4.84,5.53,5.36
H1320,National,Central,Төв,MN41,Лүн,MN4124,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,8.54,9.59,9.89,8.45,7.37,6.3,7.17,7.11
H1321,National,Central,Төв,MN41,Лүн,MN4124,"3-р баг, Төв","3-р баг, Төв",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.46,1.8,2.02,1.72,1.36,1.18,1.36,1.54
H1322,National,Central,Төв,MN41,Мөнгөнморьт,MN4101,Мөнгөнморьт,,Адуу,5.61,6.63,5.79,5.48,5.59,5.41,4.76,4.5,4.43,4,4.04,4.05,4.26,4.36,4.26,3.98,4.18,4.24,4.33,4.6,4.84,4.64,4.11,3.98,4.37,4.72,4.66,4.81,5.04,4.78,4.53,4.4,4.47,3.87,3.12,3.03,3.16,3.6,4.73,6.03,6.46,6.1,5.79,5.72,6.09,6.86,7.78,8.12,8.51,9.48,10.52
H1323,National,Central,Төв,MN41,Мөнгөнморьт,MN4101,"1-р баг, Жаргалант","1-р баг, Жаргалант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,2.86,2.83,3.11,3.46,3.69,3.81,4.35,4.83
H1324,National,Central,Төв,MN41,Мөнгөнморьт,MN4101,"2-р баг, Байдлаг","2-р баг, Байдлаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.16,2.5,2.84,3.31,3.23,3.29,3.46,3.76
H1325,National,Central,Төв,MN41,Мөнгөнморьт,MN4101,"3-р баг, Булаг","3-р баг, Булаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.71,0.76,0.91,1,1.2,1.41,1.68,1.93
H1326,National,Central,Төв,MN41,Өндөрширээт,MN4125,Өндөрширээт,,Адуу,6.62,9.64,6.08,5.53,6.09,6.42,6.2,5.95,5.87,6.02,6.01,6.05,6.14,6.25,6.25,6.57,6.71,6.99,7.44,8.13,8.3,8.48,9,9.21,10.04,10.74,11.18,11.87,12.95,13.99,12.39,10.07,9.67,7.47,7.22,7.31,8.1,10.45,10.81,12.64,10.38,11.19,12.66,13.8,15.66,17.11,18.38,15.97,15.12,17.15,14.15
H1327,National,Central,Төв,MN41,Өндөрширээт,MN4125,"1-р баг, Баянтуул","1-р баг, Баянтуул",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,5.38,6.2,6.7,6.83,5.98,5.07,5.63,4.54
H1328,National,Central,Төв,MN41,Өндөрширээт,MN4125,"2-р баг, Хайрхан","2-р баг, Хайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,3.19,3.69,4.21,4.86,4.51,4.05,5.23,4.47
H1329,National,Central,Төв,MN41,Өндөрширээт,MN4125,"3-р баг, Уянга","3-р баг, Уянга",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64,4.85,5.38,5.81,6.49,5.2,5.66,5.94,4.72
H1330,National,Central,Төв,MN41,Өндөрширээт,MN4125,"4-р баг, Сант","4-р баг, Сант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.38,0.39,0.39,0.21,0.28,0.34,0.36,0.42
H1331,National,Central,Төв,MN41,Сүмбэр,MN4119,Сүмбэр,,Адуу,,,,,,,,1.04,1.13,0.57,0.55,0.55,0.57,1.1,1.1,1.1,1.09,1.08,1.14,1.14,1.21,1.4,1.52,1.61,1.72,1.79,2,2.11,2.22,2.13,2.19,1.91,2.02,1.49,1.25,1.3,1.36,1.35,1.88,1.76,1.72,2.11,1.88,1.89,2.23,2.15,2.72,2.42,2.63,3.03,3.4
H1332,National,Central,Төв,MN41,Сүмбэр,MN4119,"1-р баг, Сүмбэр","1-р баг, Сүмбэр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.8,0.74,0.76,1.16,1.03,1.07,1.14,1.22
H1333,National,Central,Төв,MN41,Сүмбэр,MN4119,"2-р баг, Жавхлант","2-р баг, Жавхлант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.09,1.49,1.38,1.57,1.4,1.56,1.9,2.17
H1334,National,Central,Төв,MN41,Сэргэлэн,MN4119,Сэргэлэн,,Адуу,10.21,2.79,8.17,5.77,7.51,7.29,6.76,5.63,6.25,9.15,8.76,9.3,9.74,8.92,8.94,11.11,11.27,12,12.73,13.9,12.9,11.68,12.64,13.33,14.35,14.97,16.66,17.01,18.43,14.94,13.59,6.94,6.61,7.36,8.59,10.32,10.68,8.84,8.44,10.21,7.77,9.26,10.73,15.05,17.77,19.97,21.03,21.05,19,18.8,18.29
H1335,National,Central,Төв,MN41,Сэргэлэн,MN4119,"1-р баг, Баянбүрд","1-р баг, Баянбүрд",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.33,1.81,2.04,1.99,2.3,2.06,2.41,2.23
H1336,National,Central,Төв,MN41,Сэргэлэн,MN4119,"2-р баг, Хайрхан","2-р баг, Хайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,5.29,6.11,7.24,7.74,7.85,5.85,5.96,5.97
H1337,National,Central,Төв,MN41,Сэргэлэн,MN4119,"3-р баг, Хөшиг","3-р баг, Хөшиг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,3.65,4.38,5.03,4.96,4.81,5.03,4.62,4.2
H1338,National,Central,Төв,MN41,Сэргэлэн,MN4119,"4-р баг, Эрдэнэ-Уул","4-р баг, Эрдэнэ-Уул",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.88,1.38,1.25,1.54,1.75,1.86,2.05,2.42
H1339,National,Central,Төв,MN41,Сэргэлэн,MN4119,"5-р баг, Авдар","5-р баг, Авдар",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,3.9,4.09,4.41,4.8,4.33,4.2,3.76,3.47
H1340,National,Central,Төв,MN41,Угтаалцайдам,MN4122,Угтаалцайдам,,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,9.52,10.76,11.02,10.92,9.87,8.67,10.75,11
H1341,National,Central,Төв,MN41,Угтаалцайдам,MN4122,"1-р баг, Талын уул","1-р баг, Талын уул",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,3.74,4.19,4.25,4.16,3.51,2.87,3.43,3.42
H1342,National,Central,Төв,MN41,Угтаалцайдам,MN4122,"2-р баг, Хар чулуут","2-р баг, Хар чулуут",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,3.54,3.93,4.11,4.06,3.58,3.1,3.83,3.93
H1343,National,Central,Төв,MN41,Угтаалцайдам,MN4122,"3-р баг, Асгат","3-р баг, Асгат",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.24,2.64,2.67,2.7,2.78,2.69,3.49,3.65
H1344,National,Central,Төв,MN41,Цээл,MN4123,Цээл,,Адуу,,,,,,,,1.49,1.59,2.22,2.14,2.34,2.38,2.53,2.66,2.8,2.77,2.89,3,3.69,4.01,4.6,4.65,4.38,4.6,4.91,5.71,6.31,6.65,6.52,6.29,5.72,5.97,4.2,2.87,4.23,4.23,5.6,6.4,6.88,7.11,7.06,7.95,8.57,10.04,9.2,10.05,8.74,7.5,9.01,9.93
H1345,National,Central,Төв,MN41,Цээл,MN4123,"1-р баг, Оргил","1-р баг, Оргил",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.63,0.74,0.8,0.92,0.8,0.79,0.93,1.12
H1346,National,Central,Төв,MN41,Цээл,MN4123,"2-р баг, Талын хайрхан","2-р баг, Талын хайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.31,0.44,0.4,0.51,0.51,0.5,0.62,0.64
H1347,National,Central,Төв,MN41,Цээл,MN4123,"3-р баг, Майхан","3-р баг, Майхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.37,0.48,0.39,0.46,0.49,0.47,0.52,0.6
H1348,National,Central,Төв,MN41,Цээл,MN4123,"4-р баг, Сүүл буга","4-р баг, Сүүл буга",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,4.45,4.88,4.12,4.65,3.77,3.27,3.88,4.28
H1349,National,Central,Төв,MN41,Цээл,MN4123,"5-р баг, Хүүлэй хан","5-р баг, Хүүлэй хан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,2.81,3.5,3.5,3.52,3.17,2.48,3.06,3.29
H1350,National,Central,Төв,MN41,Эрдэнэ,MN4104,Эрдэнэ,,Адуу,5.11,10.46,7.97,7.43,7.05,6.75,5.1,4.34,4.03,6.52,5.94,5.71,5.78,5.32,5.24,5.13,5.23,5.37,5.66,6.03,6.09,5.61,5.36,5.6,6.36,7.23,7.72,7.52,8.15,7.9,8.67,7.61,7.82,8.55,7.77,7.1,7.26,8.15,8.09,9.25,9.37,9.67,9.99,11.13,12.17,14.05,14.55,13.64,14.17,16.25,17.65
H1351,National,Central,Төв,MN41,Эрдэнэ,MN4104,"1-р баг, Өгөөмөр","1-р баг, Өгөөмөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,2.38,2.65,3.05,3.09,3.04,3.13,3.72,3.96
H1352,National,Central,Төв,MN41,Эрдэнэ,MN4104,"2-р баг, Чулуут","2-р баг, Чулуут",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,2.6,2.53,2.8,3.05,2.91,3.33,3.81,4.23
H1353,National,Central,Төв,MN41,Эрдэнэ,MN4104,"3-р баг, Баянтуул","3-р баг, Баянтуул",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.35,1.42,1.6,1.94,2.1,2.29,2.61,2.74
H1354,National,Central,Төв,MN41,Эрдэнэ,MN4104,"4-р баг, Хушинга","4-р баг, Хушинга",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,2.77,3.18,3.69,3.51,3.15,2.92,3.22,3.56
H1355,National,Central,Төв,MN41,Эрдэнэ,MN4104,"5-р баг, Тамган","5-р баг, Тамган",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,2.03,2.4,2.92,2.97,2.44,2.5,2.89,3.16
H1356,National,Central,Төв,MN41,Эрдэнэсант,MN4129,Эрдэнэсант,,Адуу,10.6,2.63,10.53,3.03,11.24,12.5,11.57,11.46,11.99,12.54,12.9,13,13.56,14.01,11.87,10.1,10.94,11.63,12.67,13.17,13.67,13.44,13.43,15.2,17.35,20.04,19.83,21.4,23.17,24.36,16.62,14.4,12.13,9.77,9.99,11.47,13.83,16.96,19.19,22.38,19.12,21.36,24.67,27.46,31.97,34.06,34.14,30.98,25.64,28.56,24.35
H1357,National,Central,Төв,MN41,Эрдэнэсант,MN4129,"1-р баг, Баян-Уул","1-р баг, Баян-Уул",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.47,6.36,6.45,6.41,5.58,4.45,4.99,4.26
H1358,National,Central,Төв,MN41,Эрдэнэсант,MN4129,"2-р баг, Баргилт","2-р баг, Баргилт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,5.11,5.92,6.28,6.19,5.03,4.44,4.9,4.44
H1359,National,Central,Төв,MN41,Эрдэнэсант,MN4129,"3-р баг, Буянт","3-р баг, Буянт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23,5.64,6.44,6.8,6.39,5.96,4.96,5.56,4.56
H1360,National,Central,Төв,MN41,Эрдэнэсант,MN4129,"4-р баг, Угалзат","4-р баг, Угалзат",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76,8.89,10.48,11.5,12.02,11.67,9.34,10.16,8.52
H1361,National,Central,Төв,MN41,Эрдэнэсант,MN4129,"5-р баг, Улаанхудаг","5-р баг, Улаанхудаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,2.35,2.77,3.05,3.13,2.74,2.47,2.94,2.57
H1362,National,Central,Говьсүмбэр,MN42,Говьсүмбэр,,Говьсүмбэр,,Адуу,,,,,,,,,,,,,,,,,,,,,,6.17,6.39,7.01,7.96,8.88,10.3,11.8,13.4,14.68,12.33,6.39,7.26,10.02,11.08,11.9,12.02,11.24,7.29,6.95,6.91,8.58,9.59,12.12,14.97,18.15,20.25,22.27,20.59,22.74,22.69
H1363,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,Сүмбэр,,Адуу,,,,,,,,,,,,,,,,,,,,,,,5.77,6.22,6.95,7.26,8.4,9.39,10.73,11.85,9.61,5.03,5.59,7.9,8.42,8.88,9.05,8.58,5.18,4.55,4.77,5.94,6.69,8.33,10.19,12.99,14.53,15.77,14.24,15.58,15.75
H1364,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,1-р баг,1-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.17,0.32,0.22,0.23,0.26,0.2,0.2,0.19
H1365,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,2-р баг,2-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.3,0.39,0.49,0.54,0.63,0.64,0.52,0.76
H1366,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,3-р баг,3-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.46,0.6,0.71,0.82,0.86,0.81,1.13,1.45
H1367,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,4-р баг,4-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,1.84,2.25,2.77,2.8,2.98,3.05,3.58,3.63
H1368,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,5-р баг,5-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,2.92,3.36,4.07,4.62,5.16,4.76,5.18,4.91
H1369,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,6-р баг,6-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.65,3.29,4.74,5.53,5.88,4.78,4.96,4.82
H1370,National,Central,Говьсүмбэр,MN42,Баянтал,MN4204,Баянтал,,Адуу,,,,,,,,,,,,,,,,,,,,,,6.17,0.15,0.2,0.3,0.67,0.8,1.13,1.25,1.46,1.51,0.61,0.6,0.72,1.14,1.67,1.95,1.76,1.25,1.4,1.37,1.72,2.02,2.68,3.4,3.64,4.16,4.64,4.36,4.98,4.7
H1371,National,Central,Говьсүмбэр,MN42,Баянтал,MN4204,1-р баг,1-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.86,1.11,1.2,1.3,1.47,1.42,1.57,1.7
H1372,National,Central,Говьсүмбэр,MN42,Баянтал,MN4204,2-р баг,2-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,1.82,2.28,2.44,2.86,3.17,2.95,3.41,3
H1373,National,Central,Говьсүмбэр,MN42,Шивээговь,MN4203,Шивээговь,,Адуу,,,,,,,,,,,,,,,,,,,,,,,0.47,0.59,0.7,0.95,1.1,1.28,1.42,1.36,1.22,0.75,1.07,1.41,1.52,1.36,1.02,0.9,0.87,1,0.77,0.92,0.88,1.11,1.38,1.52,1.56,1.86,1.99,2.18,2.23
H1374,National,Central,Говьсүмбэр,MN42,Шивээговь,MN4203,1-р баг,1-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.06,0.09,0.13,0.2,0.23,0.32,0.38,0.4
H1375,National,Central,Говьсүмбэр,MN42,Шивээговь,MN4203,2-р баг,2-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,1.05,1.29,1.39,1.37,1.63,1.67,1.8,1.83
H1376,National,Central,Сэлэнгэ,MN43,Сэлэнгэ,,Сэлэнгэ,,Адуу,17.9,18.55,17.16,19.76,21.46,21.61,21.32,23.53,23.22,22.34,21.44,21.99,21.41,22.43,22.8,24.21,24.77,25.65,25.47,28.18,33.79,34.05,34.93,37.64,38.62,41.16,40.77,41.38,44.05,46.28,45.92,47.78,47.55,42.88,39.49,37.11,39.23,45.33,55.83,57.62,61.8,65.31,68.09,71.47,79.76,82.18,93.57,95.45,97.6,103.42,109.7
H1377,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,Сүхбаатар,,Адуу,0.48,0.53,0.54,0.69,0.68,0.65,0.58,0.56,0.45,0.45,0.38,0.41,0.44,0.45,0.54,0.56,0.52,0.53,0.67,0.89,1.97,1.48,1.51,1.71,1.63,1.71,1.48,1.23,1.67,1.68,1.61,1.42,1.64,1.13,1.04,1.26,1.28,1.14,0.65,0.77,0.82,0.91,1.48,1.63,1.71,1.32,1.93,1.9,2.41,2.87,2.52
H1378,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"1-р баг, Хонгорморьт","1-р баг, Хонгорморьт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.42,0.38,0.38,0.43,0.6,0.76,1.3,1.26
H1379,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"2-р баг, Цагаан-Эрэг","2-р баг, Цагаан-Эрэг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.08,0.09,0.06,0.1,0.06,0,0,0
H1380,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"3-р баг, Салхит","3-р баг, Салхит",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.58,0.61,0.03,0.07,0.1,0.09,0.11,0.07
H1381,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"4-р баг, Баянхаан","4-р баг, Баянхаан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.04,0.02,0.06,0.09,0.07,0.15,0.17,0.14
H1382,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"5-р баг, Боргүвээ","5-р баг, Боргүвээ",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.3,0.37,0.48,0.89,0.72,0.99,0.9,0.55
H1383,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"6-р баг, Орхон","6-р баг, Орхон",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,0.02,0.04,0.02,0.02
H1384,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"7-р баг, Ганзам","7-р баг, Ганзам",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.02,0.01,0.06,0.08,0.07,0.06,0.09,0.12
H1385,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"8-р баг, Буурхээр","8-р баг, Буурхээр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.2,0.23,0.25,0.26,0.25,0.33,0.28,0.37
H1386,National,Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,Алтанбулаг,,Адуу,0.93,1.03,0.9,0.87,0.98,1.03,1.28,1.17,1.12,1.13,0.99,0.92,1.01,1.03,1.1,1.12,1.08,1.11,1.14,1.48,1.69,1.8,1.79,1.79,1.64,1.51,1.53,1.61,1.52,1.76,2.09,1.8,2.13,2.08,1.67,1.36,1.44,1.47,1.8,1.5,1.34,1.48,1.65,1.91,2.11,2.25,2.6,2.99,3.29,3.36,3.24
H1387,National,Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,"1-р баг, Бүргэдтэй","1-р баг, Бүргэдтэй",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.2,0.24,0.25,0.29,0.34,0.41,0.48,0.49
H1388,National,Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,"2-р баг, Суварга","2-р баг, Суварга",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.16,0.22,0.19,0.27,0.33,0.42,0.52,0.4
H1389,National,Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,"3-р баг, Цөх","3-р баг, Цөх",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,1.55,1.65,1.82,2.04,2.32,2.46,2.36,2.35
H1390,National,Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,Баруунбүрэн,,Адуу,1.48,1.71,1.52,1.53,1.74,1.7,1.68,2.03,2.12,2.11,2.11,2.17,2.25,2.37,2.3,2.36,2.36,2.39,2.61,2.87,3.32,3.42,3.34,3.67,3.96,4.33,4.19,4.44,4.88,5.22,4.91,5.23,4.4,4.24,4.42,4.05,4.34,5.6,6.48,7.04,6.95,7.6,7.81,7.92,8.46,9.02,10.16,9.54,9.9,10.13,10.8
H1391,National,Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,"1-р баг, Ивэн","1-р баг, Ивэн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,3.07,3.29,3.41,3.54,3.37,3.37,3.48,3.99
H1392,National,Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,"2-р баг, Бургалтай","2-р баг, Бургалтай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,3.7,3.94,4.26,5,4.58,4.92,5.01,5.15
H1393,National,Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,"3-р баг, Цагаан-Овоо","3-р баг, Цагаан-Овоо",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.15,1.23,1.36,1.62,1.59,1.6,1.65,1.67
H1394,National,Central,Сэлэнгэ,MN43,Баянгол,MN4306,Баянгол,,Адуу,1.99,1.88,1.83,2.01,2.1,2.12,2.23,2.52,2.05,1.91,1.99,1.84,1.73,1.76,1.82,1.91,1.99,2.04,2.12,2.43,2.98,2.94,2.89,2.98,3.32,3.88,3.76,4.14,4.54,4.49,4.65,5.08,5.59,4.65,4.66,4.46,4.35,5.02,5.85,6.63,6.84,6.17,6.5,6.54,7.29,7.65,8.74,9.06,8.96,10.07,10.89
H1395,National,Central,Сэлэнгэ,MN43,Баянгол,MN4306,"1-р баг, Хараа","1-р баг, Хараа",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,2.29,2.67,2.68,3.23,3.43,3.32,3.87,4.33
H1396,National,Central,Сэлэнгэ,MN43,Баянгол,MN4306,"2-р баг, Баян","2-р баг, Баян",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,2.41,2.71,2.94,3.16,3.14,2.9,3.13,3.22
H1397,National,Central,Сэлэнгэ,MN43,Баянгол,MN4306,"3-р баг, Гонир","3-р баг, Гонир",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,1.84,1.91,2.03,2.34,2.49,2.74,3.08,3.34
H1398,National,Central,Сэлэнгэ,MN43,Ерөө,MN4301,Ерөө,,Адуу,0.26,1.28,0.84,0.89,1.55,1.61,1.35,0.81,1.2,1.2,1.12,1.19,1.07,1.15,1.15,1.12,1.05,1.04,1.08,1.17,1.23,1.24,1.19,1.17,1.89,1.87,1.79,1.65,1.68,1.83,1.86,2.17,2.27,2.35,2.03,1.81,1.81,1.96,2.61,2.82,3.16,3.33,3.27,3.05,3.56,3.92,4.64,4.96,5.33,5.61,6.74
H1399,National,Central,Сэлэнгэ,MN43,Ерөө,MN4301,"1-р баг, Тавин","1-р баг, Тавин",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,1.55,1.53,1.67,1.98,2.12,2.33,2.17,2.46
H1400,National,Central,Сэлэнгэ,MN43,Ерөө,MN4301,"2-р баг, Буурагчин","2-р баг, Буурагчин",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.73,1.14,1.25,1.49,1.49,1.53,1.77,2.25
