SID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
S968,National,Northern,Архангай,MN65,Эрдэнэбулган,MN6513,"4-р баг, Бор толгой","4-р баг, Бор толгой",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.32,8.82,7.03,10.15,10.78,11.67,13.82,12.03
S969,National,Northern,Архангай,MN65,Эрдэнэбулган,MN6513,"5-р баг, Наранбулаг","5-р баг, Наранбулаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76,7.94,9.55,9.65,11.05,11.37,13.46,15.61,14.22
S970,National,Northern,Архангай,MN65,Эрдэнэбулган,MN6513,"6-р баг, Цагаан дэл","6-р баг, Цагаан дэл",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,23.5,26.75,27.1,28.89,28.2,31.34,35.99,35.48
S971,National,Northern,Архангай,MN65,Эрдэнэбулган,MN6513,7-р баг,7-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,5.42,5.3,6.07,7.47,8.14
S972,National,Northern,Архангай,MN65,Батцэнгэл,MN6510,Батцэнгэл,,Хонь,82.29,86.54,84.14,84.3,87.25,86.71,80.85,78.01,77.68,74.84,76.26,79.51,72.72,64.48,59.06,51.85,47.93,48.44,50.32,52.5,55.95,58.53,61.6,64.77,67.98,46.67,52.51,58.97,68.77,80.74,88.8,70.13,67.42,63.82,69.87,80.39,92.46,105.04,124.05,136.05,95.94,114.13,145.59,154.65,170.19,176.6,206.8,227.3,226.42,249.73,237.57
S973,National,Northern,Архангай,MN65,Батцэнгэл,MN6510,"1-р баг, Улаанчулуу","1-р баг, Улаанчулуу",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.01,21.09,22.74,22.59,28.39,31.9,34.32,38.65,37.3
S974,National,Northern,Архангай,MN65,Батцэнгэл,MN6510,"2-р баг, Хөнөг","2-р баг, Хөнөг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.63,24.8,25.81,26.49,30.68,34.17,33.51,36.45,37.95
S975,National,Northern,Архангай,MN65,Батцэнгэл,MN6510,"3-р баг, Дэл","3-р баг, Дэл",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.79,25.56,28.95,32,37.67,42.79,38.51,43.58,41.3
S976,National,Northern,Архангай,MN65,Батцэнгэл,MN6510,"4-р баг, Баян-Уул","4-р баг, Баян-Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.15,36.53,41.96,42.67,48.5,50.85,48.81,53.82,46.67
S977,National,Northern,Архангай,MN65,Батцэнгэл,MN6510,"5-р баг, Цац","5-р баг, Цац",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.58,27.4,30.25,32.5,37.51,39.99,42.58,44.43,42.04
S978,National,Northern,Архангай,MN65,Батцэнгэл,MN6510,"6-р баг, Дайрбор","6-р баг, Дайрбор",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.43,19.27,20.49,20.35,24.05,27.61,28.68,32.81,32.32
S979,National,Northern,Архангай,MN65,Булган,MN6512,Булган,,Хонь,21.35,22.22,22.55,24.04,24.45,24.82,22,22.2,23.09,23.67,22.92,23.47,21.81,21.84,21.88,17.54,18.25,19.48,20.46,21.42,21.68,21.6,21.35,15.22,14.71,13.05,11.05,11.13,11.4,12.28,10.41,10.19,9.56,9.38,10.38,10.91,13.12,16.38,20.49,24.41,15.45,18.83,20.79,25.06,28.58,29.41,33.79,41.4,44.48,47.65,36.9
S980,National,Northern,Архангай,MN65,Булган,MN6512,"1-р баг, Тусгалт","1-р баг, Тусгалт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.62,8.42,8.26,8.78,12.22,13.69,14.7,10.95
S981,National,Northern,Архангай,MN65,Булган,MN6512,"2-р баг, Зуунмод","2-р баг, Зуунмод",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,6.5,7.96,7.08,7.68,9.6,10.42,11.51,8.74
S982,National,Northern,Архангай,MN65,Булган,MN6512,"3-р баг, Тамир","3-р баг, Тамир",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85,6.85,6.94,7.39,8.9,9.53,10.08,9.8,7.49
S983,National,Northern,Архангай,MN65,Булган,MN6512,"4-р баг, Баянбулаг","4-р баг, Баянбулаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,4.1,5.26,6.68,8.44,10.04,10.28,11.64,9.73
S984,National,Northern,Архангай,MN65,Жаргалант,MN6520,Жаргалант,,Хонь,31.45,35.6,36.69,36.3,39.28,38.23,39.53,38.31,40.27,40.07,41.78,42.29,44.68,41.46,41.45,37.31,37.88,38.96,43.04,47.34,52.54,49.29,41.3,39.35,42.31,42.38,37.51,41.55,45.76,48.89,45.73,40.62,40,45.55,47.07,52.43,59.97,68.13,80.63,88.88,61.32,75.49,89.17,100.57,116.42,123.6,146.58,126.57,136.51,146.28,110.47
S985,National,Northern,Архангай,MN65,Жаргалант,MN6520,"1-р баг, Асайт","1-р баг, Асайт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.51,32.59,37.17,39.07,44.76,42.11,43.91,46.45,34.71
S986,National,Northern,Архангай,MN65,Жаргалант,MN6520,"2-р баг, Хоолт","2-р баг, Хоолт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.89,23.54,26.36,29.25,36.1,27.49,30.26,32.02,20.99
S987,National,Northern,Архангай,MN65,Жаргалант,MN6520,"3-р баг, Эрдэнэ-Уул","3-р баг, Эрдэнэ-Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.53,12.63,14.26,15.44,17.47,14.16,14.83,15.62,11.49
S988,National,Northern,Архангай,MN65,Жаргалант,MN6520,"4-р баг, Зуслан","4-р баг, Зуслан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.54,22.36,26.64,27.11,32.13,28.77,31.94,34.58,27.15
S989,National,Northern,Архангай,MN65,Жаргалант,MN6520,"5-р баг, Баянцагаан","5-р баг, Баянцагаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71,9.45,11.99,12.73,16.13,14.06,15.57,17.6,16.12
S990,National,Northern,Архангай,MN65,Их тамир,MN6517,Их тамир,,Хонь,60.96,64.3,64.58,64.11,66.08,67.8,65.21,66.8,68.18,65.59,66.32,69.44,66.73,62.1,61.84,51.05,52.05,52.04,48.46,52.06,54.65,54.61,51.66,49.86,50.26,44.94,44.07,48.33,53.13,62.79,61.18,57.31,51.22,55.16,60.36,65.6,74.12,85.23,107.11,115.86,82.97,89.14,106.8,121.29,137.1,147.58,167.45,180.11,188.53,203.94,176.14
S991,National,Northern,Архангай,MN65,Их тамир,MN6517,"1-р баг, Хөхнуур","1-р баг, Хөхнуур",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.01,15.92,17.58,17.03,20.07,21.85,23.14,25.42,22.06
S992,National,Northern,Архангай,MN65,Их тамир,MN6517,"2-р баг, Хан-Өндөр","2-р баг, Хан-Өндөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.95,24.24,26.12,27.99,33.43,36.68,38.25,41.22,33.07
S993,National,Northern,Архангай,MN65,Их тамир,MN6517,"3-р баг, Борт","3-р баг, Борт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.75,23.81,27.6,29.19,33.71,36.93,37.06,39.09,31.47
S994,National,Northern,Архангай,MN65,Их тамир,MN6517,"4-р баг, Бугат","4-р баг, Бугат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.55,34.03,37.86,44.9,45.95,49.26,50.98,56.14,51.96
S995,National,Northern,Архангай,MN65,Их тамир,MN6517,"5-р баг, Эрдэнэтолгой","5-р баг, Эрдэнэтолгой",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.41,19.93,23.81,24.54,29.7,30.76,34.21,36.46,32.31
S996,National,Northern,Архангай,MN65,Их тамир,MN6517,"6-р баг, Тайхар","6-р баг, Тайхар",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,3.36,4.13,3.93,4.59,4.63,4.89,5.6,5.27
S997,National,Northern,Архангай,MN65,Өгийнуур,MN6502,Өгийнуур,,Хонь,46.24,48.36,50.22,49.72,52.8,51.11,48.5,27.26,28.84,30.92,35.45,38.87,45.36,29.75,30.42,28.17,27.4,28.61,32.72,37.28,42.06,45.07,43.21,43.12,43.55,36.62,40.43,47.33,54.14,62.36,59.8,45.2,32.09,35.66,39.1,49.69,58.87,71.53,78.09,81.65,81.33,87.82,109.36,117.42,128.13,137.6,158.83,161.65,164.76,189.98,184.46
S998,National,Northern,Архангай,MN65,Өгийнуур,MN6502,"1-р баг, Дойт","1-р баг, Дойт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.31,25.31,27.7,29.64,35.24,33.37,34.57,40.75,39.11
S999,National,Northern,Архангай,MN65,Өгийнуур,MN6502,"2-р баг, Тоглох","2-р баг, Тоглох",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.08,27.95,31.94,34.29,40.64,43.14,45.2,52.69,49.35
S1000,National,Northern,Архангай,MN65,Өгийнуур,MN6502,"3-р баг, Өгий","3-р баг, Өгий",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67,22.76,24,26.5,29.47,31.41,31.18,34.15,34.07
S1001,National,Northern,Архангай,MN65,Өгийнуур,MN6502,"4-р баг, Зэгстэй","4-р баг, Зэгстэй",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34,9.62,10.88,11.06,12.75,12.57,12.55,13.79,15.19
S1002,National,Northern,Архангай,MN65,Өгийнуур,MN6502,"5-р баг, Орхон","5-р баг, Орхон",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.96,31.77,33.62,36.11,40.73,41.16,41.26,48.6,46.73
S1003,National,Northern,Архангай,MN65,Өлзийт,MN6503,Өлзийт,,Хонь,37.82,41.35,40.53,42.1,43.37,45.79,46.41,72.37,43.53,43.45,44.49,47.6,46.18,36.84,34.03,32.23,28.69,28.22,30.99,34.16,39.92,40.59,39.92,32.62,32.15,27.39,29.21,32.86,37.01,43.43,45.25,41.35,37.99,35.12,39.43,47.79,58.06,71.17,96.96,102.69,78.76,81.64,103.25,116.18,128.52,134.35,160.1,174.33,180.21,206.56,187.99
S1004,National,Northern,Архангай,MN65,Өлзийт,MN6503,"1-р баг, Ямаат","1-р баг, Ямаат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.78,34,38.51,41.54,50.04,54.39,56.58,65.69,58.83
S1005,National,Northern,Архангай,MN65,Өлзийт,MN6503,"2-р баг, Бодонт","2-р баг, Бодонт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.62,36.82,38.61,39.98,47.62,52.52,54.06,61.05,59.54
S1006,National,Northern,Архангай,MN65,Өлзийт,MN6503,"3-р баг, Байшир","3-р баг, Байшир",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.01,27.67,31.86,31.99,37.34,41.16,43.4,50.06,41.66
S1007,National,Northern,Архангай,MN65,Өлзийт,MN6503,"4-р баг, Хөшөөт","4-р баг, Хөшөөт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.84,17.69,19.55,20.85,25.11,26.26,26.18,29.76,27.95
S1008,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,Өндөр-Улаан,,Хонь,56.19,58.3,56.33,59.48,61.81,61.69,52.84,43.97,46.3,49.42,50.41,52.83,51.8,47.69,46.25,44.13,45.69,46.23,47.67,48.21,51.04,48.46,47.41,46.72,49.37,43.46,39.02,44.36,48.04,53.54,54.95,46.98,46.97,53.32,57.69,66.57,77.58,88.24,107.08,114.41,94.92,107.26,117.34,132.76,153.47,158.24,177.55,190.07,198.55,216.09,177.88
S1009,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,"1-р баг, Азарга","1-р баг, Азарга",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.56,30.36,34.43,37.58,40.03,41.15,45.75,47.14,38.97
S1010,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,"2-р баг, Хануй","2-р баг, Хануй",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.13,40.18,48.1,50.1,59.23,62.87,63.96,72.24,60.77
S1011,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,"3-р баг, Донгой","3-р баг, Донгой",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.89,28.21,32.97,33.25,36.65,40.33,40.97,45.25,37.28
S1012,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,"4-р баг, Бэлхи","4-р баг, Бэлхи",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.31,21.82,25.44,25.6,28.49,31.26,33.78,36.07,28.89
S1013,National,Northern,Архангай,MN65,Өндөр-Улаан,MN6521,"5-р баг, Тээл","5-р баг, Тээл",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45,12.2,12.53,11.71,13.14,14.46,14.09,15.4,11.96
S1014,National,Northern,Архангай,MN65,Тариат,MN6523,Тариат,,Хонь,56.19,60,62.28,64.2,65.59,66.4,64.63,60.56,62.74,65.67,66.93,68.87,59.28,53.62,47.85,49.16,49.85,51.86,52.34,56.14,62.94,54.48,53.78,52.44,53.82,50.72,52.87,55.38,54.92,57.41,50.51,32.18,32.52,36.46,40.8,47.83,56.2,63.66,81.99,88.13,79.64,87.6,85.82,95.61,111.19,118.5,125.19,141.15,156.36,178.45,140.31
S1015,National,Northern,Архангай,MN65,Тариат,MN6523,"1-р баг, Тэрх","1-р баг, Тэрх",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.04,16.45,19.01,20.08,19.64,24.3,28.32,34.39,28.4
S1016,National,Northern,Архангай,MN65,Тариат,MN6523,"2-р баг, Цагааннуур","2-р баг, Цагааннуур",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.18,18.25,19.79,21.54,20.6,21.63,23.81,29.69,24.72
S1017,National,Northern,Архангай,MN65,Тариат,MN6523,"3-р баг, Хорго","3-р баг, Хорго",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.69,17.61,20.62,21.47,22,24.5,26.03,28.12,23.75
S1018,National,Northern,Архангай,MN65,Тариат,MN6523,"4-р баг, Суман","4-р баг, Суман",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.63,3,3.01,3.06,4.49,4.77,5.43,4.13
S1019,National,Northern,Архангай,MN65,Тариат,MN6523,"5-р баг, Бөөрөлжүүт","5-р баг, Бөөрөлжүүт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.93,13.52,16.65,18.75,20.89,23.22,24.97,28.02,20.59
S1020,National,Northern,Архангай,MN65,Тариат,MN6523,"6-р баг, Мөрөн","6-р баг, Мөрөн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,17.7,20.56,21.55,24.35,28.13,31.23,35.19,26.3
S1021,National,Northern,Архангай,MN65,Тариат,MN6523,"7-р баг, Алтайд","7-р баг, Алтайд",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.09,9.45,11.58,12.11,14.64,14.89,17.23,17.61,12.41
S1022,National,Northern,Архангай,MN65,Төвшрүүлэх,MN6507,Төвшрүүлэх,,Хонь,32.64,32.38,34.3,33.94,35.44,36.34,37.07,27.36,21.75,22.15,24.72,27.32,29.16,22.83,18.36,16.03,16.62,19.19,21.66,21.46,21.51,24.71,24.7,25.69,28.36,27.2,26.91,27.62,30.11,33.39,31.6,24.59,23.07,23.93,25.65,30.08,37.44,44.97,47.97,59.37,22.99,27.93,36.54,40.89,51.61,53.81,62.05,73.88,76.36,85.93,79.87
S1023,National,Northern,Архангай,MN65,Төвшрүүлэх,MN6507,"1-р баг, Хөх сүм","1-р баг, Хөх сүм",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.08,9.69,12.6,14.06,15.55,18.04,19.16,22.13,18.48
S1024,National,Northern,Архангай,MN65,Төвшрүүлэх,MN6507,"2-р баг, Баян-Өндөр","2-р баг, Баян-Өндөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53,19.67,24.44,23.49,27.69,33.65,34.82,38.9,36.58
S1025,National,Northern,Архангай,MN65,Төвшрүүлэх,MN6507,"3-р баг, Урантолгой","3-р баг, Урантолгой",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53,6.62,8.1,8.81,9.88,11.47,12.23,12.75,12.57
S1026,National,Northern,Архангай,MN65,Төвшрүүлэх,MN6507,"4-р баг, Өртөнт","4-р баг, Өртөнт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,4.91,6.47,7.45,8.93,10.72,10.15,12.15,12.25
S1027,National,Northern,Архангай,MN65,Хайрхан,MN6506,Хайрхан,,Хонь,35.89,38.84,38.76,36.8,39.62,36.44,35.57,34.64,33.59,33.73,36.26,38.87,33.3,30.97,29.59,28.58,30.66,32.03,34.8,36.75,39.75,40.81,40.86,41.91,42.99,41.44,43.11,48.31,51.82,53.1,53.58,49.68,50.27,55.63,56.25,62.79,73.48,85.24,105.99,118.71,99.53,107.81,123.09,141.15,163.09,166.02,195.01,225.66,250.32,278.84,221.43
S1028,National,Northern,Архангай,MN65,Хайрхан,MN6506,"1-р баг, Хайрхан","1-р баг, Хайрхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.66,34.85,39.66,40.5,46.22,53.77,58.7,65.67,57.84
S1029,National,Northern,Архангай,MN65,Хайрхан,MN6506,"2-р баг, Асгат","2-р баг, Асгат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.19,33.15,40.98,39.84,47.96,55.05,61.52,69.52,50.61
S1030,National,Northern,Архангай,MN65,Хайрхан,MN6506,"3-р баг, Жарантай","3-р баг, Жарантай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.28,22.4,27.12,28.7,35.38,41.01,43.54,47.87,41.52
S1031,National,Northern,Архангай,MN65,Хайрхан,MN6506,"4-р баг, Могой","4-р баг, Могой",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25,34.21,37.09,38.36,44.57,51.8,58.39,65.32,48.06
S1032,National,Northern,Архангай,MN65,Хайрхан,MN6506,"5-р баг, Өгөөмөр","5-р баг, Өгөөмөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,16.53,18.24,18.62,20.88,24.03,28.17,30.47,23.41
S1033,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,Хангайн бүс,,Хонь,48.87,51.1,53.83,52.65,53.49,52.57,46.55,47.02,47.32,45.67,44.58,46.26,36.73,35.4,28.03,22.14,24.93,26.74,26.89,27.56,28.79,36.16,34.58,18.16,17.12,15.97,15.88,17.19,18.96,19.05,18.17,13.39,11.78,11.61,12.62,14.5,17.26,20.49,25.29,29.42,27.86,26.61,27.62,29.08,33.07,35.07,35.47,40.77,45.6,50.55,47.22
S1034,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"1-р баг, Чандмань","1-р баг, Чандмань",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,6.99,8.47,8.11,7.99,8.87,9.3,11.25,11.28
S1035,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"2-р баг, Гичгэнэ","2-р баг, Гичгэнэ",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56,4.38,4.74,5.03,5.33,5.88,5.99,5.73,5.4
S1036,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"3-р баг, Арбаясгалан","3-р баг, Арбаясгалан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74,5.85,6.62,7.21,6.82,7.85,9.67,11.33,10.07
S1037,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"4-р баг, Баян-Улаан","4-р баг, Баян-Улаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,3.96,4.37,4.58,4.82,5.36,5.71,5.91,5.51
S1038,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"5-р баг, Тэрх","5-р баг, Тэрх",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,4.66,5.55,6.28,7.16,8.83,9.85,11.2,10.33
S1039,National,Northern,Архангай,MN65,Хангайн бүс,MN6525,"6-р баг, Ноён хангай","6-р баг, Ноён хангай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,3.25,3.33,3.86,3.35,3.98,5.09,5.12,4.64
S1040,National,Northern,Архангай,MN65,Хашаат,MN6501,Хашаат,,Хонь,66.23,68.65,74.94,82.82,76.8,71.26,69.23,30.92,66.21,66.48,70.58,80.83,83.2,67.92,56.57,46.44,47.24,51.85,56.83,61.32,67.53,73.92,78.54,78.76,74.49,75.16,79.54,86.06,96.67,109.64,84.01,81.52,71.62,67.22,72.31,80.39,97.03,116.27,130.21,148.67,132.91,109.47,132.95,143.33,158.11,169.59,188.08,197.61,191.45,217.42,198.3
S1041,National,Northern,Архангай,MN65,Хашаат,MN6501,"1-р баг, Жаргалант","1-р баг, Жаргалант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.24,33.94,37.15,38.39,41.99,45.38,47.8,52.87,49.97
S1042,National,Northern,Архангай,MN65,Хашаат,MN6501,"2-р баг, Номгон","2-р баг, Номгон",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.19,32.65,37.6,39.25,42.38,42.06,42.85,49.14,42.41
S1043,National,Northern,Архангай,MN65,Хашаат,MN6501,"3-р баг, Цайдам","3-р баг, Цайдам",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.78,38.46,42.82,47.7,52.4,56.42,49.33,56.38,53.88
S1044,National,Northern,Архангай,MN65,Хашаат,MN6501,"4-р баг, Цагаан хад","4-р баг, Цагаан хад",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.34,26.31,27.56,30.27,34.28,35.3,33.57,37.66,32.47
S1045,National,Northern,Архангай,MN65,Хашаат,MN6501,"5-р баг, Баян","5-р баг, Баян",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.41,11.96,12.97,13.99,17.03,18.46,17.91,21.37,19.57
S1046,National,Northern,Архангай,MN65,Хотонт,MN6504,Хотонт,,Хонь,65.08,54.65,55.26,55.69,59.13,63.52,60.83,58.95,53.78,54.75,57.92,63.29,65.45,50.99,50.78,44.53,45.7,47.92,50.68,53.07,57.11,58.96,56.45,51.26,56.48,54.37,57.24,61.96,69.08,79.37,67.04,55.01,48.29,46.95,47.83,59.2,72.58,85.81,96.11,108.38,48.72,56.62,76.78,88.04,111.45,119.17,143.5,157.2,165.76,189.48,155.11
S1047,National,Northern,Архангай,MN65,Хотонт,MN6504,"1-р баг, Хотонт","1-р баг, Хотонт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22,10.44,13.2,13.35,16.8,18.05,19.21,24.17,20.29
S1048,National,Northern,Архангай,MN65,Хотонт,MN6504,"2-р баг, Хөөвөр","2-р баг, Хөөвөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.86,19.11,22.54,24.87,28.5,32.14,35.56,38.32,35.31
S1049,National,Northern,Архангай,MN65,Хотонт,MN6504,"3-р баг, Бургалтай","3-р баг, Бургалтай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.79,18.67,23.01,25.11,28.86,29.13,27.38,31.35,30.05
S1050,National,Northern,Архангай,MN65,Хотонт,MN6504,"4-р баг, Улаан чулуу","4-р баг, Улаан чулуу",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.86,19.47,24.62,26.23,32.8,34.57,34.16,37.75,31.28
S1051,National,Northern,Архангай,MN65,Хотонт,MN6504,"5-р баг, Орхон","5-р баг, Орхон",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95,8.08,10.58,11.19,14.02,18.05,20.92,22.89,15.1
S1052,National,Northern,Архангай,MN65,Хотонт,MN6504,"6-р баг, Өндөр сант","6-р баг, Өндөр сант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11,12.27,17.5,18.42,22.51,25.26,28.53,35,23.08
S1053,National,Northern,Архангай,MN65,Цахир,MN6527,Цахир,,Хонь,,,,,,,,,,,,,,,,,,,,,,,,15.64,18.36,20.27,22.13,24.34,24.91,24.99,20.05,14.57,13.47,14.53,14.9,16.65,19.47,23.22,29.12,32.14,27.53,32.31,39.81,41.71,46.52,45.74,47.45,55.17,58.87,68.15,57.25
S1054,National,Northern,Архангай,MN65,Цахир,MN6527,"1-р баг, Хан-Уул","1-р баг, Хан-Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36,15.83,17.33,16.73,17.8,19.67,21.06,21.04,19.74
S1055,National,Northern,Архангай,MN65,Цахир,MN6527,"2-р баг, Баянгол","2-р баг, Баянгол",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.46,13.69,15.59,13.26,14.06,17.48,18.72,24.78,18.73
