SID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
S1056,National,Northern,Архангай,MN65,Цахир,MN6527,"3-р баг, Цахир","3-р баг, Цахир",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99,12.19,13.61,12.68,12.66,14.41,15,17.76,15.17
S1057,National,Northern,Архангай,MN65,Цахир,MN6527,"4-р баг, Жинст","4-р баг, Жинст",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,2.93,3.61,4.09,4.56,3.61
S1058,National,Northern,Архангай,MN65,Цэнхэр,MN6508,Цэнхэр,,Хонь,42.33,42.24,43.23,42.4,45.29,48.01,44.53,38.35,40.25,41.93,42.85,45.95,45.3,40.85,38.64,30.94,31.49,30.16,32.47,35.52,37.5,39.51,37.04,34.25,36.2,33.61,34.34,36.63,41.42,47.78,44.63,39.85,35.39,34.68,35.62,42.75,51.51,59.18,64.45,78.25,42.16,57.53,74.75,86.65,105.57,113.43,134.24,144.86,150.29,169.09,146.99
S1059,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"1-р баг, Орхон","1-р баг, Орхон",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.98,16.47,20.21,21.92,23.71,24.44,25.66,27.92,18.6
S1060,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"2-р баг, Цэцэрлэг","2-р баг, Цэцэрлэг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.21,15.69,19.54,21.19,26.12,28.36,30.98,34.96,25.37
S1061,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"3-р баг, Цэнхэр","3-р баг, Цэнхэр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19,8.12,10.75,11.35,12.56,12.53,13.97,15.33,12.3
S1062,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"4-р баг, Алтан-Овоо","4-р баг, Алтан-Овоо",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,11.15,14,14.83,17.68,20.27,21.06,24.23,23.21
S1063,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"5-р баг, Буйлан","5-р баг, Буйлан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.26,29.82,34.52,37.62,45.96,50.18,48.73,55.69,56.54
S1064,National,Northern,Архангай,MN65,Цэнхэр,MN6508,"6-р баг, Тамир","6-р баг, Тамир",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,5.41,6.55,6.52,8.22,9.09,9.89,10.97,10.97
S1065,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,Цэцэрлэг,,Хонь,58.98,64.88,58.83,50.48,57.7,56.33,57.36,58.33,59.96,62.26,64.94,67.07,69.8,60,51.81,40.99,39.3,42.45,48.67,54.32,58.84,55.68,51.27,48.84,51.02,46.48,46.65,54.29,61.76,67.73,69.9,63.97,62.35,67.38,72.67,83.53,97.69,114.3,133.51,142.35,92.76,107.79,128.55,140.23,164.12,161.48,186.77,191.33,204.08,225.01,178.18
S1066,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,"1-р баг, Чулуут","1-р баг, Чулуут",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.13,17.35,21.45,21.59,24.64,26.99,28.45,31.71,25.99
S1067,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,"2-р баг, Туулант","2-р баг, Туулант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.67,31.64,38.42,39.84,48.99,47.49,51.52,53.15,36.16
S1068,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,"3-р баг, Хужирт","3-р баг, Хужирт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.39,32.49,37.52,35.1,40.38,41.54,44.08,51.13,42.42
S1069,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,"4-р баг, Хонгорж","4-р баг, Хонгорж",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.57,41.22,46.55,44.92,49.32,51.51,54.72,61.82,51.58
S1070,National,Northern,Архангай,MN65,Цэцэрлэг,MN6519,"5-р баг, Их булаг","5-р баг, Их булаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.79,17.53,20.18,20.04,23.44,23.81,25.32,27.21,22.04
S1071,National,Northern,Архангай,MN65,Чулуут,MN6522,Чулуут,,Хонь,35.72,36.67,39.6,40.67,42.93,44.23,42.34,44.39,44.24,42.9,37.31,39.02,36.23,37.23,34.72,34.24,34.99,36.18,31.42,32.03,35.34,37.24,36.64,36.5,34.97,31.15,30,31.75,31.78,32.59,28.26,23.76,20.52,22.02,24.92,28.33,32.44,38.89,46.67,53.66,46.3,48.68,55.05,63.89,72.88,74.68,86.64,89.35,91.58,103.66,89.37
S1072,National,Northern,Архангай,MN65,Чулуут,MN6522,"1-р баг, Хүрэм","1-р баг, Хүрэм",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,5.3,5.7,6.38,7.48,7.51,7.57,7.86,7.08
S1073,National,Northern,Архангай,MN65,Чулуут,MN6522,"2-р баг, Хайрхан","2-р баг, Хайрхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36,17.62,19.97,20.38,24.46,22.78,21.91,25.53,22.12
S1074,National,Northern,Архангай,MN65,Чулуут,MN6522,"3-р баг, Халуун-Ус","3-р баг, Халуун-Ус",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,19.42,22.52,22.77,26.32,27.33,27.2,30.64,26.02
S1075,National,Northern,Архангай,MN65,Чулуут,MN6522,"4-р баг, Зуунмод","4-р баг, Зуунмод",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.52,15.22,17.18,17.59,19.45,21.89,25.03,28.53,23.87
S1076,National,Northern,Архангай,MN65,Чулуут,MN6522,"5-р баг, Өлзийт гол","5-р баг, Өлзийт гол",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,6.34,7.5,7.57,8.93,9.83,9.86,11.09,10.28
S1077,National,Northern,Архангай,MN65,Эрдэнэмандал,MN6515,Эрдэнэмандал,,Хонь,92.96,97.91,81.73,78.5,86.83,84.32,77.08,71.77,73.83,68.35,76.2,77.91,85.17,77.56,62.93,54.96,46.31,49.43,55.55,61.27,66.87,60.68,61.29,64.13,71.05,76.22,69.01,78.17,84.55,97.35,99.88,89.2,90.72,105.1,107.9,118.75,133.62,154.85,186.09,204.43,163.27,185.93,218.77,240.4,273.6,270.61,316.75,328.67,345.52,371.38,303.82
S1078,National,Northern,Архангай,MN65,Эрдэнэмандал,MN6515,"1-р баг, Алаг-Уул","1-р баг, Алаг-Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.43,44.67,50.61,50.21,58.13,61.09,67.05,67.12,50.16
S1079,National,Northern,Архангай,MN65,Эрдэнэмандал,MN6515,"2-р баг, Идэр-Улаан","2-р баг, Идэр-Улаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.24,38.17,44.22,46.14,55.37,58.85,63.47,63.86,53.17
S1080,National,Northern,Архангай,MN65,Эрдэнэмандал,MN6515,"3-р баг, Эрдэнэ-Уул","3-р баг, Эрдэнэ-Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3,60.51,67.17,66.46,73.35,72.66,76.43,85.63,75.66
S1081,National,Northern,Архангай,MN65,Эрдэнэмандал,MN6515,"4-р баг, Хан-Өндөр","4-р баг, Хан-Өндөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.37,35.9,40.04,41.68,49.06,47.72,48.97,55.36,45.23
S1082,National,Northern,Архангай,MN65,Эрдэнэмандал,MN6515,"5-р баг, Тээл","5-р баг, Тээл",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,44.15,51.89,47.59,57.22,61.97,63.89,69.14,57.17
S1083,National,Northern,Архангай,MN65,Эрдэнэмандал,MN6515,"6-р баг, Өлзийт","6-р баг, Өлзийт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.85,17.01,19.68,18.53,23.62,26.39,25.71,30.28,22.44
S1084,National,Northern,Хөвсгөл,MN67,Хөвсгөл,,Хөвсгөл,,Хонь,990.87,989.58,974.18,977.62,1055.13,1016.65,923.82,914.7,989.82,1018.28,1020.11,1078.13,1119.07,1131.57,1119.1,1096.77,1054.3,1038.19,1036.46,1061.72,1093.21,1007.29,941.6,850.17,846.02,812.22,827.41,881.59,934.03,1000.1,944.89,747.35,769.09,816.37,931.98,1040.17,1248.95,1441.93,1618,1732.68,1363.93,1457.49,1673.09,1722.75,1997.12,2123.74,2489.3,2597.46,2766.19,2935.06,2622.81
S1085,National,Northern,Хөвсгөл,MN67,Мөрөн,,Мөрөн,,Хонь,3.83,4.59,2.61,5,5.07,3.7,4.14,5.65,4.23,3.27,3.81,4.08,4.76,4.99,5.3,7.11,7.82,7.54,8.22,9,19.47,23.69,36.4,38.55,35.75,32.1,35.47,40.8,44.55,46.36,41.34,29.97,33.02,32.98,36.17,38.06,47.92,59.42,70.71,80.73,55.37,66.2,79.2,76.08,92.17,94.54,103.59,114.9,136.72,119.98,116.85
S1086,National,Northern,Хөвсгөл,MN67,Мөрөн,,1-р баг,1-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,5.51,6.96,6.22,7.56,7.22,6.62,7.52,7.48
S1087,National,Northern,Хөвсгөл,MN67,Мөрөн,,2-р баг,2-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,2.8,2.87,2.42,2.99,4.12,4.55,3.86,3.35
S1088,National,Northern,Хөвсгөл,MN67,Мөрөн,,3-р баг,3-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,3.07,3.45,4.14,5.14,6.11,5.67,4.59,4.05
S1089,National,Northern,Хөвсгөл,MN67,Мөрөн,,4-р баг,4-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,4.54,6.44,5.97,6.06,7.12,7.87,8.21,7.2
S1090,National,Northern,Хөвсгөл,MN67,Мөрөн,,5-р баг,5-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,2.83,4.06,4.22,3.52,4.07,4.86,4.57,4
S1091,National,Northern,Хөвсгөл,MN67,Мөрөн,,6-р баг,6-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.11,4.46,3.85,3.61,4.27,5.33,4.49,4.38
S1092,National,Northern,Хөвсгөл,MN67,Мөрөн,,7-р баг,7-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77,4.98,6.89,5.82,6.42,5.45,9.64,6.16,5.51
S1093,National,Northern,Хөвсгөл,MN67,Мөрөн,,8-р баг,8-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,3.83,3.68,4.68,4.9,5.71,5.47,5.48,4.44
S1094,National,Northern,Хөвсгөл,MN67,Мөрөн,,9-р баг,9-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.16,25.07,29.51,31.48,35.88,38.95,44.37,30.71,28.89
S1095,National,Northern,Хөвсгөл,MN67,Мөрөн,,10-р баг,10-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.35,12.54,12.76,14.39,14.18,16.14,16.57,17.79,17.26
S1096,National,Northern,Хөвсгөл,MN67,Мөрөн,,11-р баг,11-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,2.28,3.05,3.19,4.53,5.32,5.41,5.29,5.71
S1097,National,Northern,Хөвсгөл,MN67,Мөрөн,,12-р баг,12-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,1.55,2.25,2.01,2.39,3.09,3.07,2.89,3.47
S1098,National,Northern,Хөвсгөл,MN67,Мөрөн,,13-р баг,13-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,3.95,5.8,6.17,6.41,7.33,9.71,9.31,10.88
S1099,National,Northern,Хөвсгөл,MN67,Мөрөн,,14-р баг,14-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59,9.13,10.25
S1100,National,Northern,Хөвсгөл,MN67,Алаг-Эрдэнэ,,Алаг-Эрдэнэ,,Хонь,42.7,44.9,41.31,42.07,43.9,43.29,42.45,42.9,47.27,47.04,47.37,47.54,49.85,50.6,49.65,44.78,42.14,37.71,38.1,39.23,39.43,37.3,33.77,27.09,23.46,20.79,19.93,20.78,23.07,26.48,24.69,17.33,18.32,20.11,25.64,27.53,33.18,37.88,40.8,48,45.68,43.82,56.28,57.6,69.97,72.57,90.67,106.39,119.93,127.43,123.86
S1101,National,Northern,Хөвсгөл,MN67,Алаг-Эрдэнэ,,"1-р баг, Шувуут","1-р баг, Шувуут",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.27,19.6,24.32,24.75,31.33,35.13,38.66,42.27,38.77
S1102,National,Northern,Хөвсгөл,MN67,Алаг-Эрдэнэ,,"2-р баг, Ужиг /Цагаан бэлчир/","2-р баг, Ужиг /Цагаан бэлчир/",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15,15.16,17,17.34,22.08,26.4,30.16,33.77,33.15
S1103,National,Northern,Хөвсгөл,MN67,Алаг-Эрдэнэ,,"3-р баг, Яргис","3-р баг, Яргис",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,5,7.06,7.96,10.27,12.52,12.75,13.3,12.92
S1104,National,Northern,Хөвсгөл,MN67,Алаг-Эрдэнэ,,"4-р баг, Цагаан бургас","4-р баг, Цагаан бургас",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66,6.29,7.55,7.62,9.16,10.94,13.05,13.27,12.69
S1105,National,Northern,Хөвсгөл,MN67,Алаг-Эрдэнэ,,"5-р баг, Манхан","5-р баг, Манхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,5.35,6.24,6.18,7.63,9.24,10.64,10.68,10.61
S1106,National,Northern,Хөвсгөл,MN67,Алаг-Эрдэнэ,,"6-р баг, Хатгал тосон","6-р баг, Хатгал тосон",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06,6.2,7.81,8.73,10.21,12.16,14.68,14.14,15.72
S1107,National,Northern,Хөвсгөл,MN67,Арбулаг,,Арбулаг,,Хонь,93.15,84.51,83.68,85.32,89.8,83.81,78.59,84.81,90.34,90.04,92.82,93.24,95,91.47,85.76,82.26,81.82,82.22,79.38,78.95,79.21,73.86,65.97,55.85,55.62,55.15,56.74,59.89,63.38,69.05,65.83,45.75,45.87,50.51,58.46,64.1,75.22,84.43,94,103.4,98.47,98.68,112.89,113.79,132.66,142.35,166.06,184.55,199.3,222.89,214.06
S1108,National,Northern,Хөвсгөл,MN67,Арбулаг,,"1-р баг, Хавтага","1-р баг, Хавтага",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.04,23.88,24.78,26.41,32.47,37.75,39.6,43.47,41.11
S1109,National,Northern,Хөвсгөл,MN67,Арбулаг,,"2-р баг, Бор гол","2-р баг, Бор гол",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.14,20.75,25.76,27.4,31.34,36.99,40,46.59,42.25
S1110,National,Northern,Хөвсгөл,MN67,Арбулаг,,"3-р баг, Бэл булаг","3-р баг, Бэл булаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.18,21.87,25.49,27.14,32.35,35.94,40.17,44.97,41.87
S1111,National,Northern,Хөвсгөл,MN67,Арбулаг,,"4-р баг, Сүмбэр","4-р баг, Сүмбэр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64,12.82,15.05,15.88,18.62,19.85,22.66,24.1,25.06
S1112,National,Northern,Хөвсгөл,MN67,Арбулаг,,"5-р баг, Тарган нуур","5-р баг, Тарган нуур",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.18,8.41,10.9,11.93,12.71,12.52,12.51,13.64,13.87
S1113,National,Northern,Хөвсгөл,MN67,Арбулаг,,"6-р баг, Урт булаг","6-р баг, Урт булаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.71,26.06,30.69,33.6,38.57,41.49,44.35,50.12,49.91
S1114,National,Northern,Хөвсгөл,MN67,Баянзүрх,MN6729,Баянзүрх,,Хонь,40.33,41.56,42.16,38.17,40.81,45.05,42.74,46.21,52.6,55.19,57.07,61.19,63.36,69.02,71.16,72.77,72.84,75.36,74.87,72.58,69.54,61.34,57.09,51.48,51.83,47.9,48.5,51.38,53.16,53.37,52.02,40.47,44.42,46.93,54.93,57.63,74.53,87.17,90.44,92.49,77.61,79.82,94.2,96.03,105.94,116.39,138.21,161.23,175.03,192.12,174.74
S1115,National,Northern,Хөвсгөл,MN67,Баянзүрх,MN6729,"1-р баг, Эмт","1-р баг, Эмт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.19,21.29,24.79,27.38,31.82,37.64,41.54,45.49,43.84
S1116,National,Northern,Хөвсгөл,MN67,Баянзүрх,MN6729,"2-р баг, Хайс","2-р баг, Хайс",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,28.45,30.24,32.89,38.97,46.88,48.2,50.6,43.91
S1117,National,Northern,Хөвсгөл,MN67,Баянзүрх,MN6729,"3-р баг, Тоом","3-р баг, Тоом",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17.29,18.81,20.19,25.2,30.45,34.73,39.07,37.06
S1118,National,Northern,Хөвсгөл,MN67,Баянзүрх,MN6729,"4-р баг, Агар","4-р баг, Агар",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.62,24.37,26.81,30.46,36.18,38.88,41.52,46.18,39.68
S1119,National,Northern,Хөвсгөл,MN67,Баянзүрх,MN6729,"5-р баг, Бэлтэс","5-р баг, Бэлтэс",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,4.65,5.29,5.47,6.05,7.39,9.04,10.78,10.26
S1120,National,Northern,Хөвсгөл,MN67,Бүрэнтогтох,MN6722,Бүрэнтогтох,,Хонь,57.38,54,53.25,81.7,89.09,80.25,62.77,66.19,73.34,73.9,74.28,81.6,84.23,87.48,88.66,86.67,80.04,79.48,78,84.25,84.34,78.44,71.39,66.59,65.4,62.35,63.56,69.76,72.93,75.34,66.37,45.57,47.81,55.89,66.11,76.12,91.25,106.33,115.1,138.24,94.15,108.83,123.15,132.2,158.26,171.06,206.44,209.33,218.8,230.36,210.13
S1121,National,Northern,Хөвсгөл,MN67,Бүрэнтогтох,MN6722,"1-р баг, Сангийн далай","1-р баг, Сангийн далай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,35.92,42.48,48.2,55.5,54.21,56.28,61.25,53.73
S1122,National,Northern,Хөвсгөл,MN67,Бүрэнтогтох,MN6722,"2-р баг, Их-Уул","2-р баг, Их-Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.43,27.24,33.83,35.37,41.62,39.54,40.6,64.68,40.2
S1123,National,Northern,Хөвсгөл,MN67,Бүрэнтогтох,MN6722,"3-р баг, Бүрэнхаан","3-р баг, Бүрэнхаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.47,38.19,45.12,48.74,57.18,60.43,62.39,42.68,58.14
S1124,National,Northern,Хөвсгөл,MN67,Бүрэнтогтох,MN6722,"4-р баг, Туяа","4-р баг, Туяа",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,16.79,18.37,19.34,25.19,27.72,28.28,23.82,28.33
S1125,National,Northern,Хөвсгөл,MN67,Бүрэнтогтох,MN6722,"5-р баг, Эрчим","5-р баг, Эрчим",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84,8.51,11.78,12.97,19.91,19.75,21.97,9.39,22.3
S1126,National,Northern,Хөвсгөл,MN67,Бүрэнтогтох,MN6722,"6-р баг, Баянхошуу","6-р баг, Баянхошуу",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,5.55,6.68,6.44,7.04,7.67,9.28,28.55,7.44
S1127,National,Northern,Хөвсгөл,MN67,Галт,MN6719,Галт,,Хонь,65.05,67.48,71.15,66.96,72.51,67.22,61.44,57.64,64.06,67.67,72.58,77.62,79.97,79.5,76,73.08,72.4,74.22,74.96,78.85,82.44,74.79,65.56,60.2,64.78,64.51,64.76,66.93,69.74,73.49,70.04,68.28,68.71,75.05,83.33,85.09,100.04,115.72,131.7,141.39,86.91,97.01,118.01,130.42,151.03,162.49,190.78,165.28,163.25,184.55,140.48
S1128,National,Northern,Хөвсгөл,MN67,Галт,MN6719,"1-р баг, Нүхт","1-р баг, Нүхт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.83,31.18,36.05,37.82,44.06,39.91,39.91,46.61,34.52
S1129,National,Northern,Хөвсгөл,MN67,Галт,MN6719,"2-р баг, Зүрх","2-р баг, Зүрх",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.17,51.33,57.38,60.48,70.02,61.68,59.4,65.73,48.58
S1130,National,Northern,Хөвсгөл,MN67,Галт,MN6719,"3-р баг, Рашаант","3-р баг, Рашаант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.97,22.32,27.21,30.29,35.64,30.04,28.59,31.8,25.25
S1131,National,Northern,Хөвсгөл,MN67,Галт,MN6719,"4-р баг, Хужирт","4-р баг, Хужирт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.51,20.28,24.24,27.58,34.05,28.17,30.07,33.83,26.01
S1132,National,Northern,Хөвсгөл,MN67,Галт,MN6719,"5-р баг, Галт","5-р баг, Галт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,5.31,6.17,6.32,7.01,5.48,5.29,6.58,6.12
S1133,National,Northern,Хөвсгөл,MN67,Жаргалант,MN6725,Жаргалант,,Хонь,43.5,47.66,50.95,48.69,52.95,50.61,44.13,34.33,37.78,42.15,43.67,47.96,49.9,49.07,48.54,44.6,48.24,49.48,48.97,51.2,53.65,43.69,44.07,39.37,42.64,40.22,38.92,37.61,40.34,40.84,33.05,24.04,28.08,33.44,37.44,43.69,58.15,71.8,84.29,86.82,64.66,74.74,94.72,100.77,118.76,120.41,140.96,138.69,150.16,162.24,122.32
S1134,National,Northern,Хөвсгөл,MN67,Жаргалант,MN6725,"1-р баг, Хөнжил","1-р баг, Хөнжил",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.86,18.93,22.6,22.19,26.25,26.59,27.91,30.39,26.46
S1135,National,Northern,Хөвсгөл,MN67,Жаргалант,MN6725,"2-р баг, Цэцүүх","2-р баг, Цэцүүх",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,22.48,27.12,29.36,35.72,37.42,43.03,45.3,32.06
S1136,National,Northern,Хөвсгөл,MN67,Жаргалант,MN6725,"3-р баг, Цагаан бургас","3-р баг, Цагаан бургас",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,37.25,43.76,43.68,49.99,47.31,49.48,54.07,37.81
S1137,National,Northern,Хөвсгөл,MN67,Жаргалант,MN6725,"4-р баг, Харгана","4-р баг, Харгана",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.28,17.98,20.63,20.93,24.04,22.27,23.09,25.14,19.05
S1138,National,Northern,Хөвсгөл,MN67,Жаргалант,MN6725,"5-р баг, Төвийн","5-р баг, Төвийн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,4.12,4.66,4.26,4.95,5.1,6.64,7.34,6.94
S1139,National,Northern,Хөвсгөл,MN67,Их-Уул,MN6705,Их-Уул,,Хонь,43.16,44.99,43.09,45.14,49.04,45.49,39.82,36.15,37.94,40.25,42.48,44.89,50.35,51.33,51.47,47.18,36.23,29.47,29.39,29.81,32.5,32.11,30.89,30.02,28.69,27.85,30.26,32.97,38.06,42.62,38.52,40.43,43.44,43.26,48.68,57.51,68.74,78.09,92.52,89.72,85.21,88,97.36,96.5,110.34,115.95,135.16,135.97,135.41,145.17,122.13
S1140,National,Northern,Хөвсгөл,MN67,Их-Уул,MN6705,"1-р баг, Шивээ","1-р баг, Шивээ",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,40.08,44.81,47.62,54.18,53.89,51.07,55.18,51.69
S1141,National,Northern,Хөвсгөл,MN67,Их-Уул,MN6705,"2-р баг, Асгат","2-р баг, Асгат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.58,15.72,18.76,20.29,24.66,26.03,29.66,31.64,24.62
S1142,National,Northern,Хөвсгөл,MN67,Их-Уул,MN6705,"3-р баг, Их-Уул","3-р баг, Их-Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.53,13.41,15.42,16.63,18.79,19.83,19.01,20.7,17.24
